Year,Unit,Treatment,Block,Unique_plot,Plot,Diam_cm,Ht_cm,Sp,Decay
1992,C1,noharvest,mesic mature,40,10,17,2,U,3
1992,C1,noharvest,mesic mature,40,10,10,21,Cw,1
1992,C1,noharvest,mesic mature,40,10,10,0,Hw,2
1992,C1,noharvest,mesic mature,40,10,15,39,At,1
1992,A2,light,submesic mature,41,1,17,27,Sx,2
1992,A2,light,submesic mature,41,1,10,0,Hw,3
1992,A2,light,submesic mature,41,1,56,0,U,4
1992,A2,light,submesic mature,41,1,17,0,Ep,2
1992,A2,light,submesic mature,41,1,10,10,Ep,3
1992,A2,light,submesic mature,41,1,14,6,Bl,2
1992,A2,light,submesic mature,41,1,10,6,Ep,3
1992,A2,light,submesic mature,41,1,16,2,U,4
1992,A2,light,submesic mature,41,1,18,3,U,3
1992,A2,light,submesic mature,41,1,19,4,U,4
1992,A2,light,submesic mature,41,1,11,44,Ep,2
1992,A2,light,submesic mature,41,1,16,22,Hw,2
1992,A2,light,submesic mature,41,1,11,0,Hw,2
1992,A2,light,submesic mature,41,1,13,3,Cw,2
1992,A2,light,submesic mature,41,1,11,2,Ep,3
1992,A2,light,submesic mature,41,1,12,4,Ep,3
1992,A2,light,submesic mature,42,2,23,21,Hw,1
1992,A2,light,submesic mature,42,2,55,0,U,3
1992,A2,light,submesic mature,42,2,11,26,Ep,3
1992,A2,light,submesic mature,42,2,12,2,Hw,1
1992,A2,light,submesic mature,42,2,10,0,Hw,2
1992,A2,light,submesic mature,42,2,16,0,Ep,4
1992,A2,light,submesic mature,42,2,12,0,Sx,2
1992,A2,light,submesic mature,42,2,34,0,Bl,2
1992,A2,light,submesic mature,42,2,40,2,Sx,1
1992,A2,light,submesic mature,42,2,62,0,Cw,1
1992,A2,light,submesic mature,42,2,10,12,Hw,4
1992,A2,light,submesic mature,42,2,12,11,At,3
1992,A2,light,submesic mature,42,2,30,9,Hw,3
1992,A2,light,submesic mature,42,2,72,130,Sx,1
1992,A2,light,submesic mature,42,2,16,3,Cw,3
1992,A2,light,submesic mature,42,2,25,0,U,3
1992,A2,light,submesic mature,42,2,31,0,U,4
1992,A2,light,submesic mature,42,2,13,15,Sx,1
1992,A2,light,submesic mature,42,2,10,20,Sx,2
1992,A2,light,submesic mature,42,2,13,0,U,3
1992,A2,light,submesic mature,43,3,10,10,Hw,2
1992,A2,light,submesic mature,43,3,17,45,Hw,1
1992,A2,light,submesic mature,43,3,10,7,Hw,3
1992,A2,light,submesic mature,43,3,29,0,U,4
1992,A2,light,submesic mature,43,3,16,2,U,4
1992,A2,light,submesic mature,43,3,13,13,Sx,2
1992,A2,light,submesic mature,43,3,12,6,Sx,2
1992,A2,light,submesic mature,43,3,11,6,Ep,3
1992,A2,light,submesic mature,43,3,16,0,Ep,4
1992,A2,light,submesic mature,43,3,10,12,Hw,1
1992,A2,light,submesic mature,43,3,11,0,Ep,4
1992,A2,light,submesic mature,44,4,15,256,Hw,1
1992,A2,light,submesic mature,44,4,10,3,Hw,2
1992,A2,light,submesic mature,44,4,18,55,Hw,2
1992,A2,light,submesic mature,44,4,16,27,Hw,2
1992,A2,light,submesic mature,44,4,11,0,U,4
1992,A2,light,submesic mature,44,4,11,0,Hw,4
1992,A2,light,submesic mature,44,4,20,5,Sx,2
1992,A2,light,submesic mature,44,4,12,0,U,3
1992,A2,light,submesic mature,44,4,13,15,Bl,3
1992,A2,light,submesic mature,44,4,10,21,U,3
1992,A2,light,submesic mature,44,4,18,48,Hw,2
1992,A2,light,submesic mature,44,4,15,0,U,4
1992,A2,light,submesic mature,45,5,10,0,U,4
1992,A2,light,submesic mature,45,5,10,0,Hw,2
1992,A2,light,submesic mature,45,5,10,138,U,2
1992,A2,light,submesic mature,45,5,10,0,U,3
1992,A2,light,submesic mature,45,5,12,2,Ep,2
1992,A2,light,submesic mature,45,5,12,0,Hw,2
1992,A2,light,submesic mature,45,5,20,0,At,3
1992,A2,light,submesic mature,45,5,15,0,At,4
1992,A2,light,submesic mature,45,5,10,5,At,2
1992,A2,light,submesic mature,45,5,25,0,At,3
1992,A2,light,submesic mature,45,5,14,3,At,3
1992,A2,light,submesic mature,46,6,14,0,Ep,4
1992,A2,light,submesic mature,46,6,10,0,U,4
1992,A2,light,submesic mature,46,6,10,16,Ep,2
1992,A2,light,submesic mature,46,6,13,12,Ep,3
1992,A2,light,submesic mature,46,6,15,0,Ep,3
1992,A2,light,submesic mature,46,6,18,5,At,2
1992,A2,light,submesic mature,46,6,11,1,Ep,3
1992,A2,light,submesic mature,46,6,10,14,Ep,3
1992,A2,light,submesic mature,46,6,15,0,Ep,2
1992,A2,light,submesic mature,46,6,29,10,Ep,2
1992,A2,light,submesic mature,46,6,13,0,Ep,4
1992,A2,light,submesic mature,46,6,11,7,At,3
1992,A2,light,submesic mature,46,6,11,0,At,3
1992,A2,light,submesic mature,46,6,11,0,Ep,4
1992,A2,light,submesic mature,46,6,12,18,Ep,3
1992,A2,light,submesic mature,46,6,18,0,Ep,4
1992,A2,light,submesic mature,46,6,10,0,U,3
1992,A2,light,submesic mature,46,6,12,7,Ep,2
1992,A2,light,submesic mature,47,7,12,16,Ep,1
1992,A2,light,submesic mature,47,7,13,0,Hw,3
1992,A2,light,submesic mature,47,7,24,11,Ep,2
1992,A2,light,submesic mature,47,7,23,4,Ep,2
1992,A2,light,submesic mature,47,7,10,0,Ep,3
1992,A2,light,submesic mature,47,7,14,0,Ep,3
1992,A2,light,submesic mature,47,7,18,0,Ep,3
1992,A2,light,submesic mature,47,7,20,0,Bl,3
1992,A2,light,submesic mature,47,7,23,0,Bl,3
1992,A2,light,submesic mature,47,7,14,0,Hw,2
1992,A2,light,submesic mature,47,7,16,0,Ep,3
1992,A2,light,submesic mature,47,7,30,14,Hw,2
1992,A2,light,submesic mature,47,7,11,6,Ep,2
1992,A2,light,submesic mature,47,7,11,4,Hw,3
1992,A2,light,submesic mature,47,7,11,0,Ep,2
1992,A2,light,submesic mature,47,7,15,8,Hw,3
1992,A2,light,submesic mature,47,7,16,34,Bl,2
1992,A2,light,submesic mature,47,7,11,6,Ep,2
1992,A2,light,submesic mature,47,7,11,0,Hw,3
1992,A2,light,submesic mature,48,8,60,0,U,3
1992,A2,light,submesic mature,48,8,16,18,Ep,2
1992,A2,light,submesic mature,48,8,10,3,Bl,2
1992,A2,light,submesic mature,48,8,14,0,Ep,3
1992,A2,light,submesic mature,48,8,19,16,Ep,3
1992,A2,light,submesic mature,48,8,15,10,U,4
1992,A2,light,submesic mature,48,8,16,3,U,4
1992,A2,light,submesic mature,48,8,12,17,Hw,3
1992,A2,light,submesic mature,48,8,12,17,Hw,3
1992,A2,light,submesic mature,48,8,10,0,U,4
1992,A2,light,submesic mature,48,8,16,0,Ep,4
1992,A2,light,submesic mature,48,8,18,0,Ep,3
1992,A2,light,submesic mature,48,8,10,8,Ep,2
1992,A2,light,submesic mature,48,8,31,150,Ep,1
1992,A2,light,submesic mature,48,8,18,34,Hw,1
1992,A2,light,submesic mature,48,8,15,18,Ep,3
1992,A2,light,submesic mature,48,8,14,13,Ep,3
1992,A2,light,submesic mature,48,8,20,0,U,4
1992,A2,light,submesic mature,48,8,16,0,U,3
1992,A2,light,submesic mature,48,8,21,0,Hw,3
1992,A2,light,submesic mature,48,8,15,62,Hw,2
1992,A2,light,submesic mature,48,8,14,73,Hw,2
1992,A2,light,submesic mature,48,8,52,10,Hw,2
1992,A2,light,submesic mature,48,8,16,63,U,3
1992,A2,light,submesic mature,48,8,32,60,Hw,2
1992,A2,light,submesic mature,48,8,14,0,Ep,4
1992,A2,light,submesic mature,49,9,11,2,Cw,3
1992,A2,light,submesic mature,49,9,21,84,Hw,1
1992,A2,light,submesic mature,49,9,10,4,Hw,1
1992,A2,light,submesic mature,49,9,12,2,Hw,2
1992,A2,light,submesic mature,49,9,31,104,Cw,2
1992,A2,light,submesic mature,49,9,18,0,Ep,4
1992,A2,light,submesic mature,49,9,16,0,Ep,3
1992,A2,light,submesic mature,49,9,11,5,Ep,2
1992,A2,light,submesic mature,49,9,15,0,Ep,3
1992,A2,light,submesic mature,49,9,15,0,Ep,2
1992,A2,light,submesic mature,49,9,46,25,Cw,2
1992,A2,light,submesic mature,49,9,14,39,Bl,1
1992,A2,light,submesic mature,50,10,17,72,Bl,2
1992,A2,light,submesic mature,50,10,26,41,Bl,1
1992,A2,light,submesic mature,50,10,20,0,Hw,2
1992,A2,light,submesic mature,50,10,40,0,Ep,2
1992,A2,light,submesic mature,50,10,11,0,Bl,3
1992,A2,light,submesic mature,50,10,13,0,Ep,2
1992,A2,light,submesic mature,50,10,18,10,Hw,2
1992,A2,light,submesic mature,50,10,14,16,Bl,2
1992,A2,light,submesic mature,50,10,10,0,Hw,4
1992,A2,light,submesic mature,50,10,30,0,Hw,3
1992,A2,light,submesic mature,50,10,20,20,Cw,2
1992,A2,light,submesic mature,50,10,19,22,At,2
1992,A2,light,submesic mature,50,10,14,11,U,2
1992,A2,light,submesic mature,50,10,50,0,U,4
1992,A1,clearcut,submesic mature,51,1,12,46,U,2
1992,A1,clearcut,submesic mature,51,1,19,34,Sx,2
1992,A1,clearcut,submesic mature,51,1,23,0,U,3
1992,A1,clearcut,submesic mature,51,1,10,2,U,3
1992,A1,clearcut,submesic mature,51,1,28,22,Cw,1
1992,A1,clearcut,submesic mature,51,1,30,10,Hw,2
1992,A1,clearcut,submesic mature,51,1,22,0,Cw,3
1992,A1,clearcut,submesic mature,51,1,13,0,U,3
1992,A1,clearcut,submesic mature,51,1,18,0,Ac,2
1992,A1,clearcut,submesic mature,51,1,24,4,U,2
1992,A1,clearcut,submesic mature,51,1,14,42,Hw,3
1992,A1,clearcut,submesic mature,51,1,22,45,Hw,2
1992,A1,clearcut,submesic mature,51,1,21,0,Bl,3
1992,A1,clearcut,submesic mature,51,1,17,10,Bl,2
1992,A1,clearcut,submesic mature,51,1,17,0,U,3
1992,A1,clearcut,submesic mature,51,1,21,36,At,1
1992,A1,clearcut,submesic mature,51,1,15,0,Ep,3
1992,A1,clearcut,submesic mature,51,1,11,22,Cw,1
1992,A1,clearcut,submesic mature,51,1,28,45,Sx,1
1992,A1,clearcut,submesic mature,51,1,22,22,Hw,1
1992,A1,clearcut,submesic mature,51,1,20,0,U,4
1992,A1,clearcut,submesic mature,51,1,12,9,U,4
1992,A1,clearcut,submesic mature,51,1,15,9,At,3
1992,A1,clearcut,submesic mature,51,1,24,2,U,3
1992,A1,clearcut,submesic mature,51,1,16,3,U,4
1992,A1,clearcut,submesic mature,51,1,16,34,Sx,2
1992,A1,clearcut,submesic mature,51,1,16,0,Hw,3
1992,A1,clearcut,submesic mature,52,2,29,10,Cw,4
1992,A1,clearcut,submesic mature,52,2,14,29,U,4
1992,A1,clearcut,submesic mature,52,2,16,18,U,4
1992,A1,clearcut,submesic mature,52,2,11,9,At,3
1992,A1,clearcut,submesic mature,52,2,18,14,At,3
1992,A1,clearcut,submesic mature,52,2,16,7,U,3
1992,A1,clearcut,submesic mature,52,2,17,2,Sx,4
1992,A1,clearcut,submesic mature,52,2,15,1,Cw,4
1992,A1,clearcut,submesic mature,52,2,16,0,U,4
1992,A1,clearcut,submesic mature,52,2,14,4,U,3
1992,A1,clearcut,submesic mature,52,2,13,0,Hw,2
1992,A1,clearcut,submesic mature,52,2,13,0,Sx,1
1992,A1,clearcut,submesic mature,52,2,19,14,Pl,2
1992,A1,clearcut,submesic mature,52,2,15,0,U,4
1992,A1,clearcut,submesic mature,52,2,22,14,Ep,2
1992,A1,clearcut,submesic mature,52,2,21,0,Ep,2
1992,A1,clearcut,submesic mature,52,2,32,0,U,4
1992,A1,clearcut,submesic mature,52,2,11,9,Pl,2
1992,A1,clearcut,submesic mature,52,2,10,55,Sx,2
1992,A1,clearcut,submesic mature,52,2,17,15,Hw,3
1992,A1,clearcut,submesic mature,52,2,12,23,Bl,3
1992,A1,clearcut,submesic mature,52,2,12,32,U,4
1992,A1,clearcut,submesic mature,53,3,22,7,Ep,2
1992,A1,clearcut,submesic mature,53,3,16,10,At,3
1992,A1,clearcut,submesic mature,53,3,11,14,U,4
1992,A1,clearcut,submesic mature,53,3,14,90,Hw,1
1992,A1,clearcut,submesic mature,53,3,10,12,At,2
1992,A1,clearcut,submesic mature,53,3,20,16,Ac,3
1992,A1,clearcut,submesic mature,53,3,13,27,U,3
1992,A1,clearcut,submesic mature,53,3,13,1,U,4
1992,A1,clearcut,submesic mature,53,3,13,0,Ac,3
1992,A1,clearcut,submesic mature,53,3,12,0,U,4
1992,A1,clearcut,submesic mature,53,3,10,10,U,3
1992,A1,clearcut,submesic mature,53,3,34,6,U,4
1992,A1,clearcut,submesic mature,53,3,11,1,U,4
1992,A1,clearcut,submesic mature,53,3,10,16,Hw,2
1992,A1,clearcut,submesic mature,53,3,18,15,U,4
1992,A1,clearcut,submesic mature,53,3,10,0,U,4
1992,A1,clearcut,submesic mature,53,3,16,45,Ac,3
1992,A1,clearcut,submesic mature,53,3,14,56,Ac,3
1992,A1,clearcut,submesic mature,53,3,16,15,U,3
1992,A1,clearcut,submesic mature,53,3,16,18,U,3
1992,A1,clearcut,submesic mature,53,3,19,0,U,3
1992,A1,clearcut,submesic mature,53,3,14,0,U,4
1992,A1,clearcut,submesic mature,53,3,13,7,U,3
1992,A1,clearcut,submesic mature,53,3,14,22,Cw,3
1992,A1,clearcut,submesic mature,53,3,13,18,U,4
1992,A1,clearcut,submesic mature,53,3,14,7,Hw,4
1992,A1,clearcut,submesic mature,53,3,13,12,U,4
1992,A1,clearcut,submesic mature,53,3,15,3,U,3
1992,A1,clearcut,submesic mature,53,3,13,1,At,3
1992,A1,clearcut,submesic mature,53,3,22,11,Ep,2
1992,A1,clearcut,submesic mature,53,3,10,0,U,4
1992,A1,clearcut,submesic mature,53,3,12,44,Ac,3
1992,A1,clearcut,submesic mature,53,3,13,24,At,2
1992,A1,clearcut,submesic mature,53,3,11,7,U,3
1992,A1,clearcut,submesic mature,53,3,16,35,Ac,2
1992,A1,clearcut,submesic mature,53,3,12,8,U,3
1992,A1,clearcut,submesic mature,53,3,13,17,U,3
1992,A1,clearcut,submesic mature,53,3,14,0,Ac,3
1992,A1,clearcut,submesic mature,53,3,11,0,U,3
1992,A1,clearcut,submesic mature,54,4,10,4,Ep,2
1992,A1,clearcut,submesic mature,54,4,14,12,Ep,3
1992,A1,clearcut,submesic mature,54,4,16,19,Hw,3
1992,A1,clearcut,submesic mature,54,4,21,17,Hw,3
1992,A1,clearcut,submesic mature,54,4,16,6,Ac,3
1992,A1,clearcut,submesic mature,54,4,33,0,Ac,3
1992,A1,clearcut,submesic mature,54,4,21,0,U,4
1992,A1,clearcut,submesic mature,54,4,14,47,Hw,2
1992,A1,clearcut,submesic mature,54,4,16,11,U,4
1992,A1,clearcut,submesic mature,54,4,27,25,Ac,3
1992,A1,clearcut,submesic mature,54,4,22,5,U,3
1992,A1,clearcut,submesic mature,54,4,10,0,U,4
1992,A1,clearcut,submesic mature,54,4,24,6,Hw,3
1992,A1,clearcut,submesic mature,54,4,18,9,At,2
1992,A1,clearcut,submesic mature,54,4,21,4,U,3
1992,A1,clearcut,submesic mature,54,4,17,14,At,3
1992,A1,clearcut,submesic mature,54,4,31,8,Bl,2
1992,A1,clearcut,submesic mature,54,4,34,0,Ac,2
1992,A1,clearcut,submesic mature,54,4,17,5,Ac,3
1992,A1,clearcut,submesic mature,54,4,33,12,Ep,3
1992,A1,clearcut,submesic mature,55,5,15,4,Ep,2
1992,A1,clearcut,submesic mature,55,5,17,0,Ep,3
1992,A1,clearcut,submesic mature,55,5,12,0,Ep,3
1992,A1,clearcut,submesic mature,55,5,20,0,Ac,4
1992,A1,clearcut,submesic mature,55,5,20,5,U,3
1992,A1,clearcut,submesic mature,55,5,24,55,Ac,2
1992,A1,clearcut,submesic mature,55,5,14,10,At,1
1992,A1,clearcut,submesic mature,55,5,11,0,At,3
1992,A1,clearcut,submesic mature,55,5,10,21,U,2
1992,A1,clearcut,submesic mature,55,5,18,45,Hw,1
1992,A1,clearcut,submesic mature,55,5,10,11,At,4
1992,A1,clearcut,submesic mature,55,5,19,350,Hw,1
1992,A1,clearcut,submesic mature,55,5,19,300,At,2
1992,A1,clearcut,submesic mature,56,6,17,0,U,4
1992,A1,clearcut,submesic mature,56,6,21,0,U,4
1992,A1,clearcut,submesic mature,56,6,13,44,Hw,3
1992,A1,clearcut,submesic mature,56,6,16,0,At,3
1992,A1,clearcut,submesic mature,56,6,12,6,U,3
1992,A1,clearcut,submesic mature,56,6,13,45,Hw,2
1992,A1,clearcut,submesic mature,56,6,20,6,Hw,3
1992,A1,clearcut,submesic mature,56,6,16,0,U,4
1992,A1,clearcut,submesic mature,56,6,21,0,Bl,2
1992,A1,clearcut,submesic mature,56,6,18,1,Bl,2
1992,A1,clearcut,submesic mature,56,6,29,0,Hw,3
1992,A1,clearcut,submesic mature,56,6,31,0,U,4
1992,A1,clearcut,submesic mature,57,7,27,0,U,4
1992,A1,clearcut,submesic mature,57,7,13,19,Bl,3
1992,A1,clearcut,submesic mature,57,7,19,0,U,4
1992,A1,clearcut,submesic mature,57,7,27,0,Cw,3
1992,A1,clearcut,submesic mature,58,8,10,0,U,3
1992,A1,clearcut,submesic mature,58,8,30,16,U,3
1992,A1,clearcut,submesic mature,58,8,18,0,U,3
1992,A1,clearcut,submesic mature,58,8,32,0,U,4
1992,A1,clearcut,submesic mature,58,8,31,0,U,4
1992,A1,clearcut,submesic mature,58,8,16,0,U,4
1992,A1,clearcut,submesic mature,58,8,17,1,U,2
1992,A1,clearcut,submesic mature,58,8,11,0,U,3
1992,A1,clearcut,submesic mature,58,8,15,0,U,3
1992,A1,clearcut,submesic mature,58,8,21,1,U,3
1992,A1,clearcut,submesic mature,58,8,10,16,Hw,2
1992,A1,clearcut,submesic mature,58,8,18,9,Hw,2
1992,A1,clearcut,submesic mature,59,9,24,16,Ac,2
1992,A1,clearcut,submesic mature,59,9,10,0,U,3
1992,A1,clearcut,submesic mature,59,9,14,23,Cw,3
1992,A1,clearcut,submesic mature,59,9,20,21,Hw,1
1992,A1,clearcut,submesic mature,59,9,21,0,U,3
1992,A1,clearcut,submesic mature,59,9,16,0,Ac,2
1992,A1,clearcut,submesic mature,59,9,17,0,Ac,2
1992,A1,clearcut,submesic mature,59,9,25,0,U,4
1992,A1,clearcut,submesic mature,59,9,32,0,U,4
1992,A1,clearcut,submesic mature,59,9,18,0,At,3
1992,A1,clearcut,submesic mature,59,9,12,0,U,3
1992,A1,clearcut,submesic mature,59,9,16,2,Ac,2
1992,A1,clearcut,submesic mature,59,9,12,12,At,2
1992,A1,clearcut,submesic mature,60,10,21,15,Cw,3
1992,A1,clearcut,submesic mature,60,10,16,8,Cw,4
1992,A1,clearcut,submesic mature,60,10,14,13,At,2
1992,A1,clearcut,submesic mature,60,10,14,0,At,3
1992,A1,clearcut,submesic mature,60,10,12,6,Ep,3
1992,A1,clearcut,submesic mature,60,10,12,9,Ac,2
1992,A1,clearcut,submesic mature,60,10,19,38,Ep,3
1992,A1,clearcut,submesic mature,60,10,19,92,Ep,2
1992,A1,clearcut,submesic mature,60,10,20,0,U,3
1992,A1,clearcut,submesic mature,60,10,21,10,Ep,3
1992,A1,clearcut,submesic mature,60,10,12,3,Ep,3
1992,B3,heavy,submesic mature,61,1,12,0,U,4
1992,B3,heavy,submesic mature,61,1,12,0,U,4
1992,B3,heavy,submesic mature,61,1,29,15,At,1
1992,B3,heavy,submesic mature,61,1,13,0,U,4
1992,B3,heavy,submesic mature,61,1,18,0,U,4
1992,B3,heavy,submesic mature,61,1,15,21,At,1
1992,B3,heavy,submesic mature,61,1,28,0,Ac,2
1992,B3,heavy,submesic mature,61,1,16,0,Ep,4
1992,B3,heavy,submesic mature,61,1,10,0,Ep,2
1992,B3,heavy,submesic mature,61,1,18,10,U,3
1992,B3,heavy,submesic mature,61,1,18,69,Ep,1
1992,B3,heavy,submesic mature,62,2,14,22,At,2
1992,B3,heavy,submesic mature,62,2,16,0,At,2
1992,B3,heavy,submesic mature,62,2,10,0,At,2
1992,B3,heavy,submesic mature,62,2,13,0,U,3
1992,B3,heavy,submesic mature,62,2,15,18,At,2
1992,B3,heavy,submesic mature,62,2,15,60,At,2
1992,B3,heavy,submesic mature,62,2,11,20,U,3
1992,B3,heavy,submesic mature,62,2,21,15,At,2
1992,B3,heavy,submesic mature,62,2,12,8,At,2
1992,B3,heavy,submesic mature,62,2,19,0,U,3
1992,B3,heavy,submesic mature,62,2,13,19,At,2
1992,B3,heavy,submesic mature,62,2,21,140,At,2
1992,B3,heavy,submesic mature,62,2,14,16,At,2
1992,B3,heavy,submesic mature,62,2,17,0,Ac,2
1992,B3,heavy,submesic mature,63,3,15,5,At,2
1992,B3,heavy,submesic mature,63,3,13,0,U,3
1992,B3,heavy,submesic mature,63,3,12,60,Bl,1
1992,B3,heavy,submesic mature,63,3,27,10,At,2
1992,B3,heavy,submesic mature,64,4,19,12,U,3
1992,B3,heavy,submesic mature,64,4,10,0,At,4
1992,B3,heavy,submesic mature,64,4,29,0,At,2
1992,B3,heavy,submesic mature,64,4,28,15,Ac,2
1992,B3,heavy,submesic mature,64,4,17,0,U,4
1992,B3,heavy,submesic mature,64,4,20,5,At,1
1992,B3,heavy,submesic mature,64,4,10,0,Ep,4
1992,B3,heavy,submesic mature,64,4,22,0,U,4
1992,B3,heavy,submesic mature,64,4,20,62,At,2
1992,B3,heavy,submesic mature,64,4,12,14,At,2
1992,B3,heavy,submesic mature,65,5,14,0,At,2
1992,B3,heavy,submesic mature,65,5,20,0,At,2
1992,B3,heavy,submesic mature,65,5,12,0,U,4
1992,B3,heavy,submesic mature,65,5,11,64,At,2
1992,B3,heavy,submesic mature,65,5,20,10,Hw,2
1992,B3,heavy,submesic mature,65,5,19,0,At,2
1992,B3,heavy,submesic mature,65,5,18,12,At,2
1992,B3,heavy,submesic mature,65,5,10,0,At,2
1992,B3,heavy,submesic mature,65,5,13,20,At,2
1992,B3,heavy,submesic mature,65,5,22,19,Hw,1
1992,B3,heavy,submesic mature,65,5,24,0,U,3
1992,B3,heavy,submesic mature,65,5,11,10,At,2
1992,B3,heavy,submesic mature,65,5,19,0,U,4
1992,B3,heavy,submesic mature,66,6,15,0,U,4
1992,B3,heavy,submesic mature,66,6,20,60,At,2
1992,B3,heavy,submesic mature,66,6,14,0,At,3
1992,B3,heavy,submesic mature,66,6,15,70,Bl,2
1992,B3,heavy,submesic mature,66,6,15,50,Hw,1
1992,B3,heavy,submesic mature,67,7,17,0,U,4
1992,B3,heavy,submesic mature,67,7,19,36,U,3
1992,B3,heavy,submesic mature,67,7,18,0,U,3
1992,B3,heavy,submesic mature,67,7,26,45,Sx,2
1992,B3,heavy,submesic mature,67,7,21,22,Sx,2
1992,B3,heavy,submesic mature,67,7,16,0,U,3
1992,B3,heavy,submesic mature,67,7,10,30,Hw,2
1992,B3,heavy,submesic mature,67,7,15,20,Bl,1
1992,B3,heavy,submesic mature,67,7,17,0,At,3
1992,B3,heavy,submesic mature,67,7,18,25,Cw,2
1992,B3,heavy,submesic mature,67,7,16,12,U,3
1992,B3,heavy,submesic mature,67,7,18,0,U,4
1992,B3,heavy,submesic mature,68,8,12,0,At,4
1992,B3,heavy,submesic mature,68,8,10,0,U,4
1992,B3,heavy,submesic mature,68,8,10,30,At,2
1992,B3,heavy,submesic mature,68,8,10,12,At,2
1992,B3,heavy,submesic mature,68,8,35,180,Sx,1
1992,B3,heavy,submesic mature,68,8,19,60,At,1
1992,B3,heavy,submesic mature,68,8,16,83,Cw,1
1992,B3,heavy,submesic mature,68,8,30,0,At,3
1992,B3,heavy,submesic mature,68,8,17,53,Cw,1
1992,B3,heavy,submesic mature,68,8,11,156,Cw,1
1992,B3,heavy,submesic mature,68,8,18,27,At,2
1992,B3,heavy,submesic mature,68,8,18,50,At,2
1992,B3,heavy,submesic mature,68,8,34,0,At,4
1992,B3,heavy,submesic mature,69,9,18,0,U,4
1992,B3,heavy,submesic mature,69,9,19,0,U,4
1992,B3,heavy,submesic mature,69,9,14,26,At,2
1992,B3,heavy,submesic mature,69,9,17,24,At,2
1992,B3,heavy,submesic mature,69,9,32,36,Sx,1
1992,B3,heavy,submesic mature,69,9,38,0,U,4
1992,B3,heavy,submesic mature,69,9,18,12,Sx,1
1992,B3,heavy,submesic mature,69,9,15,16,Ep,3
1992,B3,heavy,submesic mature,69,9,23,10,Hw,1
1992,B3,heavy,submesic mature,69,9,21,14,Sx,2
1992,B3,heavy,submesic mature,69,9,30,19,Hw,1
1992,B3,heavy,submesic mature,69,9,18,0,U,3
1992,B3,heavy,submesic mature,70,10,14,0,Ep,4
1992,B3,heavy,submesic mature,70,10,12,30,U,3
1992,B3,heavy,submesic mature,70,10,40,5,Sx,4
1992,B3,heavy,submesic mature,70,10,20,120,Sx,2
1992,B3,heavy,submesic mature,70,10,13,2,Sx,2
1992,B3,heavy,submesic mature,70,10,14,5,Sx,2
1992,B3,heavy,submesic mature,70,10,12,0,U,3
1992,B3,heavy,submesic mature,70,10,23,50,Sx,2
1992,B3,heavy,submesic mature,70,10,19,5,U,3
1992,B3,heavy,submesic mature,70,10,21,0,U,4
1992,B3,heavy,submesic mature,70,10,10,0,U,4
1992,B1,noharvest,submesic mature,71,1,15,0,U,4
1992,B1,noharvest,submesic mature,71,1,30,0,U,4
1992,B1,noharvest,submesic mature,71,1,11,0,Ep,2
1992,B1,noharvest,submesic mature,71,1,19,8,At,3
1992,B1,noharvest,submesic mature,71,1,23,0,Hw,1
1992,B1,noharvest,submesic mature,71,1,18,47,Hw,1
1992,B1,noharvest,submesic mature,71,1,11,0,Ep,2
1992,B1,noharvest,submesic mature,71,1,22,0,Ep,4
1992,B1,noharvest,submesic mature,71,1,12,69,Hw,1
1992,B1,noharvest,submesic mature,71,1,27,24,Hw,2
1992,B1,noharvest,submesic mature,71,1,13,9,At,2
1992,B1,noharvest,submesic mature,71,1,16,9,U,3
1992,B1,noharvest,submesic mature,71,1,16,21,Pl,1
1992,B1,noharvest,submesic mature,71,1,12,0,U,3
1992,B1,noharvest,submesic mature,72,2,18,0,Ac,3
1992,B1,noharvest,submesic mature,72,2,18,0,U,3
1992,B1,noharvest,submesic mature,72,2,16,20,Ac,3
1992,B1,noharvest,submesic mature,72,2,18,0,Ac,2
1992,B1,noharvest,submesic mature,72,2,11,0,Ep,2
1992,B1,noharvest,submesic mature,72,2,14,11,Cw,3
1992,B1,noharvest,submesic mature,72,2,13,0,U,4
1992,B1,noharvest,submesic mature,73,3,14,15,At,2
1992,B1,noharvest,submesic mature,73,3,21,0,U,4
1992,B1,noharvest,submesic mature,73,3,19,0,U,4
1992,B1,noharvest,submesic mature,73,3,12,0,U,4
1992,B1,noharvest,submesic mature,73,3,19,0,U,4
1992,B1,noharvest,submesic mature,73,3,13,30,Ep,1
1992,B1,noharvest,submesic mature,73,3,12,31,Ep,1
1992,B1,noharvest,submesic mature,73,3,23,10,Hw,2
1992,B1,noharvest,submesic mature,73,3,20,0,U,3
1992,B1,noharvest,submesic mature,73,3,19,14,U,3
1992,B1,noharvest,submesic mature,73,3,13,36,U,3
1992,B1,noharvest,submesic mature,73,3,20,275,Hw,1
1992,B1,noharvest,submesic mature,74,4,17,0,Cw,2
1992,B1,noharvest,submesic mature,74,4,58,0,U,4
1992,B1,noharvest,submesic mature,74,4,10,6,U,3
1992,B1,noharvest,submesic mature,74,4,15,42,Hw,2
1992,B1,noharvest,submesic mature,74,4,19,190,Hw,1
1992,B1,noharvest,submesic mature,74,4,19,57,Hw,2
1992,B1,noharvest,submesic mature,74,4,24,38,Cw,3
1992,B1,noharvest,submesic mature,74,4,16,18,At,3
1992,B1,noharvest,submesic mature,74,4,26,0,U,3
