unique,Unit,Treatment,Block,Grid_Pt,Unique_plot,Line,Dist_m,Sp,Tag#,Diam_2019_cm,Decay_2019,length.new.fall.2019..m.,Length_2011_class,Meas_length_2011,Year,Notes.2019
1759,A4,noharvest,subhygric mature,H400,55,1,9.8,U,560,14,4,NA,5,5.9,2011,
1761,A4,noharvest,subhygric mature,H400,55,1,10.5,Ep,562,15.8,4,NA,5,,2011,
1762,A4,noharvest,subhygric mature,H400,55,1,10.95,Ep,563,19.9,4,NA,5,,2011,
1763,A4,noharvest,subhygric mature,H400,55,1,13.55,Ep,564,26,3,NA,10,,2011,
1765,A4,noharvest,subhygric mature,H400,55,1,18.2,Hw,566,14.8,3,NA,5,,2011,
1767,A4,noharvest,subhygric mature,H400,55,1,24.5,U,568,20.2,4,NA,10,,2011,
1768,A4,noharvest,subhygric mature,H400,55,1,26.55,U,569,14.5,4,NA,10,,2011,
1769,A4,noharvest,subhygric mature,H400,55,1,28.7,Bl,570,40.2,4,NA,10,27.1,2011,
1770,A4,noharvest,subhygric mature,H400,55,1,29.5,Bl,571,21.5,3,NA,5,,2011,
1774,A4,noharvest,subhygric mature,H400,55,2,17.5,U,575,16,4,NA,5,,2011,
1775,A4,noharvest,subhygric mature,H400,55,2,17.6,U,576,16.8,3,NA,10,,2011,
1776,A4,noharvest,subhygric mature,H400,55,2,20.75,Hw,577,28,4,NA,10,,2011,
1778,A4,noharvest,subhygric mature,H400,55,2,28.65,Hw,579,14.2,3,NA,10,,2011,
1779,A4,noharvest,subhygric mature,H400,55,3,1.55,Hw,580,11.2,3,NA,5,5.4,2011,
1780,A4,noharvest,subhygric mature,H400,55,3,3.8,Ep,581,11.8,3,NA,2,,2011,
1782,A4,noharvest,subhygric mature,H400,55,3,6.05,Ep,583,13.8,3,NA,2,,2011,
1784,A4,noharvest,subhygric mature,F150,56,1,1.9,Ep,689,22.8,4,NA,5,,2011,
1786,A4,noharvest,subhygric mature,F150,56,1,7.6,Ep,691,21,4,NA,2,,2011,
1787,A4,noharvest,subhygric mature,F150,56,1,10.1,U,692,10,4,NA,5,,2011,
1790,A4,noharvest,subhygric mature,F150,56,1,11.1,Ep,888,25.7,4,2,,,,
1793,A4,noharvest,subhygric mature,F150,56,1,12.6,Hw,888,16.5,1,10,,,,
1794,A4,noharvest,subhygric mature,F150,56,1,12.6,Hw,888,34.8,1,14,,,,
1796,A4,noharvest,subhygric mature,F150,56,1,13.6,Hw,888,15.8,2,8,,,,
1799,A4,noharvest,subhygric mature,F150,56,1,14.6,Hw,888,25.2,1,10,,,,confirm length
1800,A4,noharvest,subhygric mature,F150,56,1,14.6,Cw,888,22.5,1,12,,,,confirm length
1801,A4,noharvest,subhygric mature,F150,56,1,14.7,Ep,698,17,4,NA,2,2.02,2011,
1802,A4,noharvest,subhygric mature,F150,56,1,15.6,Hw,888,37.2,1,15,,,,
1804,A4,noharvest,subhygric mature,F150,56,1,23.7,Cw,888,14.5,2,11,,,,
1805,A4,noharvest,subhygric mature,F150,56,1,24.65,Hw,700,12.8,3,NA,10,,2011,
1806,A4,noharvest,subhygric mature,F150,56,1,26.7,Hw,888,21,2,14,,,,
1808,A4,noharvest,subhygric mature,F150,56,1,28.7,U,762,10,4,NA,5,,2011,
1810,A4,noharvest,subhygric mature,F150,56,1,29.55,U,764,19.5,4,NA,10,,2011,
1812,A4,noharvest,subhygric mature,F150,56,2,6.35,U,766,29,2,NA,10,,2011,"decay class previously 3, but is a two currently"
1813,A4,noharvest,subhygric mature,F150,56,2,8,U,767,48,3,NA,10,,2011,
1815,A4,noharvest,subhygric mature,F150,56,2,11.5,U,888,11.5,3,10,,,,
1817,A4,noharvest,subhygric mature,F150,56,2,21.7,Hw,888,28,2,12,,,,
1818,A4,noharvest,subhygric mature,F150,56,2,21.7,Cw,770,28.5,3,NA,10,,2011,
1819,A4,noharvest,subhygric mature,F150,56,2,22.3,U,771,13.8,4,NA,10,,2011,
1820,A4,noharvest,subhygric mature,F150,56,2,22.55,U,772,28.5,4,NA,10,,2011,
1821,A4,noharvest,subhygric mature,F150,56,2,23.9,U,773,10.2,3,NA,10,,2011,
1822,A4,noharvest,subhygric mature,F150,56,2,24,U,888,38,3,4,,,,
1823,A4,noharvest,subhygric mature,F150,56,2,26.9,Hw,774,22,4,NA,10,,2011,
1824,A4,noharvest,subhygric mature,F150,56,2,27,Hw,888,26.5,1,18,,,,
1826,A4,noharvest,subhygric mature,F150,56,2,29.5,Hw,888,29,1,14,,,,
1827,A4,noharvest,subhygric mature,F150,56,3,1.5,Hw,888,22.5,3,7,,,,
1830,A4,noharvest,subhygric mature,F150,56,3,3,Hw,888,15,2,7,,,,
1832,A4,noharvest,subhygric mature,F150,56,3,6,Ep,780,11,4,NA,2,4.2,2011,
1833,A4,noharvest,subhygric mature,F150,56,3,7.1,U,781,36.7,4,NA,10,,2011,
1834,A4,noharvest,subhygric mature,F150,56,3,8,U,888,10.5,3,4,,,,
1835,A4,noharvest,subhygric mature,F150,56,3,10.55,Hw,782,16,4,NA,10,,2011,
1836,A4,noharvest,subhygric mature,F150,56,3,14.6,U,783,17.8,4,NA,5,,2011,
1839,A4,noharvest,subhygric mature,F150,56,3,22,Hw,888,21.5,2,9,,,,
1840,A4,noharvest,subhygric mature,F150,56,3,28.7,U,786,14,4,NA,2,,2011,
1841,A4,noharvest,subhygric mature,F150,56,3,29.5,Hw,787,34,4,NA,10,,2011,
1842,D3,noharvest,mesic oldgrowth,A100,57,1,0.3,,22,41.1,4,NA,,,,Field team found this one tagged and missing from data sheet. 
1843,D3,noharvest,mesic oldgrowth,A100,57,1,6,U,23,27.2,3,NA,10,,2011,
1844,D3,noharvest,mesic oldgrowth,A100,57,1,6.4,Hw,24,19.2,4,NA,5,,2011,
1845,D3,noharvest,mesic oldgrowth,A100,57,1,8.5,Hw,25,37.9,3,NA,10,,2011,
1847,D3,noharvest,mesic oldgrowth,A100,57,1,9.95,Hw,27,13.2,4,NA,1,,2011,
1848,D3,noharvest,mesic oldgrowth,A100,57,1,10.1,Hw,28,39.9,4,NA,2,,2011,
1850,D3,noharvest,mesic oldgrowth,A100,57,1,14.7,Ba,30,29.4,3,NA,10,,2011,
1851,D3,noharvest,mesic oldgrowth,A100,57,1,16.2,Hw,31,44.9,3,NA,5,6.7,2011,
1852,D3,noharvest,mesic oldgrowth,A100,57,1,16.35,Ba,32,24.5,3,NA,10,,2011,
1853,D3,noharvest,mesic oldgrowth,A100,57,1,16.7,Hw,33,11.4,3,NA,5,,2011,no tag
1854,D3,noharvest,mesic oldgrowth,A100,57,1,18.2,U,37,14,4,NA,1,,2011,
1855,D3,noharvest,mesic oldgrowth,A100,57,1,19,Hw,888,15,3,1.8,,,,
1856,D3,noharvest,mesic oldgrowth,A100,57,1,19.4,Hw,38,42.7,3,NA,5,,2011,
1857,D3,noharvest,mesic oldgrowth,A100,57,1,20.9,U,39,19,4,NA,2,,2011,
1858,D3,noharvest,mesic oldgrowth,A100,57,1,28.2,Hw,888,17.4,2,11,,,,
1859,D3,noharvest,mesic oldgrowth,A100,57,1,29.3,Hw,40,29.7,3,NA,10,,2011,field team identified transect issue
1860,D3,noharvest,mesic oldgrowth,A100,57,1,0.8,U,41,22.9,3,NA,5,,2011,field team says should be on transect 2 
1861,D3,noharvest,mesic oldgrowth,A100,57,2,5.9,U,42,21,4,NA,5,,2011,
1862,D3,noharvest,mesic oldgrowth,A100,57,2,8.6,U,43,10.6,3,NA,10,10.2,2011,
1863,D3,noharvest,mesic oldgrowth,A100,57,2,11.75,Ba,44,35.5,3,NA,5,,2011,
1864,D3,noharvest,mesic oldgrowth,A100,57,2,12.1,Ba,45,12.8,3,NA,2,,2011,
1865,D3,noharvest,mesic oldgrowth,A100,57,2,16.6,U,46,27.4,4,NA,2,,2011,
1867,D3,noharvest,mesic oldgrowth,A100,57,2,23.45,Hw,48,26,4,NA,5,,2011,
1868,D3,noharvest,mesic oldgrowth,A100,57,2,25.4,U,49,14.4,3,NA,2,,2011,
1869,D3,noharvest,mesic oldgrowth,A100,57,2,28,U,50,30.6,3,NA,5,,2011,
1870,D3,noharvest,mesic oldgrowth,A100,57,2,29.1,Hw,51,63.1,3,NA,10,,2011,
1872,D3,noharvest,mesic oldgrowth,A100,57,2,1.5,U,52,25.4,3,NA,10,,2011,"double tagged, also field team has it listed on transect 3"
1873,D3,noharvest,mesic oldgrowth,A100,57,3,2.2,U,53,18.5,4,NA,1,,2011,
1876,D3,noharvest,mesic oldgrowth,A100,57,3,8.2,Hw,55,38.6,3,NA,10,,2011,
1877,D3,noharvest,mesic oldgrowth,A100,57,3,13,Hw,56,44.7,4,NA,10,,2011,
1878,D3,noharvest,mesic oldgrowth,A100,57,3,14.85,Hw,57,41.8,4,NA,5,,2011,
1879,D3,noharvest,mesic oldgrowth,A100,57,3,18.05,Hw,58,58,3,NA,5,,2011,
1880,D3,noharvest,mesic oldgrowth,A100,57,3,20,U,888,12.5,4,1.6,,,,
1881,D3,noharvest,mesic oldgrowth,A100,57,3,26.25,Hw,59,13.1,3,NA,10,,2011,
1882,D3,noharvest,mesic oldgrowth,A100,57,3,27.65,Hw,60,28.4,3,NA,5,,2011,
1883,D3,noharvest,mesic oldgrowth,A100,57,3,27.95,Ba,61,14.3,2,NA,5,,2011,
1884,B3,heavy,submesic mature,G200,58,1,2.85,U,439,18.2,3,NA,5,,2011,
1885,B3,heavy,submesic mature,G200,58,1,4,U,440,14.5,3,NA,1,,2011,
1886,B3,heavy,submesic mature,G200,58,1,6,U,888,21.4,2,11,,,,"live tree tag #131, look up spp"
1887,B3,heavy,submesic mature,G200,58,1,10.2,U,441,40.8,4,NA,5,,2011,
1888,B3,heavy,submesic mature,G200,58,1,11.75,U,442,15.6,3,NA,2,,2011,
1890,B3,heavy,submesic mature,G200,58,1,18.9,Hw,444,18.7,3,NA,10,,2011,
1891,B3,heavy,submesic mature,G200,58,1,22.75,Hw,445,10,3,NA,10,,2011,
1892,B3,heavy,submesic mature,G200,58,1,26.3,U,446,28.6,3,NA,2,,2011,
1894,B3,heavy,submesic mature,G200,58,2,5.95,Hw,448,10.8,2,NA,10,13.5,2011,around 10 degree bearing for ln 2
1895,B3,heavy,submesic mature,G200,58,2,11.6,Hw,449,30.3,2,NA,10,,2011,around 10 degree bearing for ln 2
1897,B3,heavy,submesic mature,G200,58,3,23.1,Hw,451,11.4,2,NA,10,,2011,
1898,B2,heavy,subhygric mature,J050,59,1,1.55,U,374,27.1,4,NA,2,,2011,
1899,B2,heavy,subhygric mature,J050,59,1,2.2,U,375,37.3,4,NA,5,,2011,
1900,B2,heavy,subhygric mature,J050,59,1,6.1,Hw,376,15.7,3,NA,10,,2011,
1902,B2,heavy,subhygric mature,J050,59,1,17.25,Bl,377,10.5,4,NA,1,,2011,
1903,B2,heavy,subhygric mature,J050,59,1,14.35,U,378,12.3,4,NA,1,,2011,
1906,B2,heavy,subhygric mature,J050,59,1,17,Hw,381,15.3,4,NA,10,,2011,
1907,B2,heavy,subhygric mature,J050,59,1,18.35,Hw,382,11,4,NA,1,,2011,
1908,B2,heavy,subhygric mature,J050,59,1,20.3,U,383,32.9,4,NA,5,5.04,2011,
1909,B2,heavy,subhygric mature,J050,59,1,21.7,Cw,384,50.4,3,NA,5,,2011,
1910,B2,heavy,subhygric mature,J050,59,1,23.5,Ep,385,16.7,4,NA,5,,2011,
1911,B2,heavy,subhygric mature,J050,59,2,0.8,Cw,386,45.5,3,NA,10,,2011,
1912,B2,heavy,subhygric mature,J050,59,2,2.1,U,387,28.7,3,NA,10,,2011,
1913,B2,heavy,subhygric mature,J050,59,2,3.5,Cw,388,26.5,4,NA,2,,2011,
1915,B2,heavy,subhygric mature,J050,59,2,6.8,Cw,390,12.1,3,NA,2,,2011,
1916,B2,heavy,subhygric mature,J050,59,2,12.65,U,391,11.2,3,NA,2,,2011,
1918,B2,heavy,subhygric mature,J050,59,2,14.4,Hw,393,26.6,3,NA,10,13.3,2011,
1919,B2,heavy,subhygric mature,J050,59,2,27.8,Hw,394,12.3,4,NA,2,,2011,
1920,B2,heavy,subhygric mature,J050,59,2,28.85,Hw,395,16.3,4,NA,5,,2011,
1921,B2,heavy,subhygric mature,J050,59,3,9.3,Hw,888,24.3,4,10,,,,
1923,B2,heavy,subhygric mature,J050,59,3,22.9,Sx,397,34.7,4,NA,1,,2011,
1926,B2,heavy,subhygric mature,D100,60,1,1.5,Hw,302,32.1,2,NA,10,,2011,about 348 degree bearing for ln 1
1928,B2,heavy,subhygric mature,D100,60,1,7.8,Hw,888,14.6,2,11,,,,"live tree tag #252, fallen at angle of <45 degres, almost parallel to ground but 1.5m above ground. about 348 degree bearing for ln 1"
1930,B2,heavy,subhygric mature,D100,60,1,10.4,U,305,19.4,4,NA,1,,2011,about 348 degree bearing for ln 1
1931,B2,heavy,subhygric mature,D100,60,1,14.2,U,306,23.5,3,NA,10,,2011,about 348 degree bearing for ln 1
1932,B2,heavy,subhygric mature,D100,60,1,14.7,Hw,888,27.5,2,16,,,,about 348 degree bearing for ln 1
1934,B2,heavy,subhygric mature,D100,60,1,20.9,Hw,888,11.1,2,16,,,,about 348 degree bearing for ln 1
1935,B2,heavy,subhygric mature,D100,60,1,26.7,Hw,307,11.1,3,NA,5,,2011,about 348 degree bearing for ln 1
1936,B2,heavy,subhygric mature,D100,60,1,27.15,Hw,308,24.1,2,NA,10,,2011,about 348 degree bearing for ln 1
1937,B2,heavy,subhygric mature,D100,60,1,27.35,Hw,309,11.4,3,NA,5,,2011,about 348 degree bearing for ln 1
1938,B2,heavy,subhygric mature,D100,60,1,28.85,Hw,310,24.1,3,NA,10,28.5,2011,about 348 degree bearing for ln 1
1939,B2,heavy,subhygric mature,D100,60,2,0.1,U,311,16.3,4,NA,5,,2011,
1940,B2,heavy,subhygric mature,D100,60,2,0.4,Bl,312,22.8,3,NA,10,,2011,
1942,B2,heavy,subhygric mature,D100,60,2,9.7,Cw,313,10.9,3,NA,5,,2011,
1943,B2,heavy,subhygric mature,D100,60,2,14.95,U,314,18.2,3,NA,2,,2011,
1944,B2,heavy,subhygric mature,D100,60,2,17.75,Hw,315,12.5,2,NA,10,,2011,
1945,B2,heavy,subhygric mature,D100,60,2,19.1,Hw,316,13.6,2,NA,10,,2011,
1946,B2,heavy,subhygric mature,D100,60,2,22.1,Hw,317,29.1,3,NA,10,,2011,
1947,B2,heavy,subhygric mature,D100,60,2,23.2,Hw,888,18.2,2,12,,,,
1948,B2,heavy,subhygric mature,D100,60,2,23.75,Hw,318,12.9,3,NA,5,,2011,
1950,B2,heavy,subhygric mature,D100,60,2,26.1,Hw,320,13.1,2,NA,5,,2011,
1951,B2,heavy,subhygric mature,D100,60,3,0.1,U,322,19.4,4,NA,5,,2011,
1952,B2,heavy,subhygric mature,D100,60,3,0.9,Bl,323,20.3,3,NA,10,,2011,
1957,B2,heavy,subhygric mature,D100,60,3,12.1,Hw,888,13.3,2,5,,,,
1958,B2,heavy,subhygric mature,D100,60,3,16.6,U,328,16.2,4,NA,2,,2011,
1961,B2,heavy,subhygric mature,D100,60,3,18.2,Hw,331,12.8,2,NA,10,,2011,
1962,B2,heavy,subhygric mature,D100,60,3,18.85,Hw,332,10.6,3,NA,2,,2011,
1964,B2,heavy,subhygric mature,D100,60,3,20.1,Hw,888,16.7,2,10,,,,
1966,B2,heavy,subhygric mature,D100,60,3,20.5,Hw,335,12.3,3,NA,2,,2011,
1967,B2,heavy,subhygric mature,D100,60,3,20.8,Hw,888,22.2,2,13,,,,
1970,B2,heavy,subhygric mature,D100,60,3,27,U,338,13,4,NA,10,,2011,"no tag, measured only possible candidate at 27m"
1972,B2,heavy,subhygric mature,I300,61,1,0.7,Hw,340,10.4,3,NA,5,,2011,
1973,B2,heavy,subhygric mature,I300,61,1,1.4,Hw,341,13,3,NA,5,,2011,no tag
1974,B2,heavy,subhygric mature,I300,61,1,4.1,Hw,342,16.4,2,NA,10,,2011,6.1m moved due to road clearing also off bearing
1975,B2,heavy,subhygric mature,I300,61,1,7.35,Hw,343,24.5,2,NA,10,,2011,
1977,B2,heavy,subhygric mature,I300,61,1,10.35,U,345,11,3,NA,2,,2011,
1978,B2,heavy,subhygric mature,I300,61,1,10.65,U,346,11.1,4,NA,1,,2011,
1979,B2,heavy,subhygric mature,I300,61,1,11,U,347,10.6,3,NA,5,,2011,
1980,B2,heavy,subhygric mature,I300,61,1,16.7,Hw,348,10,3,NA,5,6.02,2011,
1981,B2,heavy,subhygric mature,I300,61,1,19.3,U,349,10.3,3,NA,5,,2011,
1988,B2,heavy,subhygric mature,I300,61,2,7.9,Hw,356,21.5,3,NA,10,,2011,
1989,B2,heavy,subhygric mature,I300,61,2,8.8,Hw,888,31.9,2,11,,,,
1991,B2,heavy,subhygric mature,I300,61,2,13.8,Hw,358,18.5,4,NA,2,2,2011,
1998,B2,heavy,subhygric mature,I300,61,3,4.1,Hw,365,18.5,4,NA,5,,2011,
1999,B2,heavy,subhygric mature,I300,61,3,5,U,366,10,4,NA,2,,2011,
2000,B2,heavy,subhygric mature,I300,61,3,7.85,Hw,367,19,3,NA,10,,2011,
2002,B2,heavy,subhygric mature,I300,61,3,9.41,Hw,888,10.5,2,9,,,,
2003,B2,heavy,subhygric mature,I300,61,3,11.2,Hw,368,14,4,NA,5,9.95,2011,
2005,B2,heavy,subhygric mature,I300,61,3,12.8,Hw,888,30.4,1,11,,,,
2006,B2,heavy,subhygric mature,I300,61,3,13.7,Hw,888,15,1,NA,,,,no length recorded
2007,B2,heavy,subhygric mature,I300,61,3,22.75,U,370,12.5,4,NA,5,,2011,
2008,B2,heavy,subhygric mature,I300,61,3,24.25,U,371,14.2,4,NA,5,,2011,
2009,B2,heavy,subhygric mature,I300,61,3,26.2,U,372,15.3,3,NA,1,,2011,
2010,B2,heavy,subhygric mature,I300,61,3,27.4,Hw,373,24.8,2,NA,10,,2011,
2011,C3,light,subhygric mature,E150,63,1,0.6,Cw,129,14.8,3,NA,10,,2011,
2012,C3,light,subhygric mature,E150,63,1,3.6,Hw,130,15,2,NA,10,,2011,
2013,C3,light,subhygric mature,E150,63,1,4.3,Hw,131,20,3,NA,x,,2011,
2014,C3,light,subhygric mature,E150,63,1,5.5,Hw,132,13.8,4,NA,10,,2011,
2015,C3,light,subhygric mature,E150,63,1,6.3,Hw,133,24.5,4,NA,10,,2011,
2016,C3,light,subhygric mature,E150,63,1,6.35,Hw,134,30.2,4,NA,10,,2011,
2017,C3,light,subhygric mature,E150,63,1,7,Hw,135,14.2,4,NA,10,,2011,
2019,C3,light,subhygric mature,E150,63,1,8.3,U,137,14,4,NA,2,,2011,
2020,C3,light,subhygric mature,E150,63,1,9.2,Hw,138,17.5,4,NA,10,17.7,2011,
2021,C3,light,subhygric mature,E150,63,1,10.6,U,139,22.5,4,NA,5,,2011,
2022,C3,light,subhygric mature,E150,63,1,11.6,Hw,140,20,4,NA,10,,2011,
2023,C3,light,subhygric mature,E150,63,1,12,U,141,16,4,NA,10,,2011,
2031,C3,light,subhygric mature,E150,63,1,24.2,U,149,28,3,NA,2,,2011,
2032,C3,light,subhygric mature,E150,63,1,24.9,Bl,150,14.5,3,NA,5,,2011,
2033,C3,light,subhygric mature,E150,63,1,25.8,U,151,14.2,4,NA,1,,2011,
2037,C3,light,subhygric mature,E150,63,2,4.3,U,155,21,4,NA,1,,2011,
2039,C3,light,subhygric mature,E150,63,2,5.6,U,157,11.8,4,NA,10,,2011,
2041,C3,light,subhygric mature,E150,63,2,10.55,U,159,14.5,4,NA,2,,2011,
2042,C3,light,subhygric mature,E150,63,2,17.1,U,160,18,4,NA,2,,2011,
2043,C3,light,subhygric mature,E150,63,2,18.6,Hw,161,18.8,4,NA,10,,2011,
2045,C3,light,subhygric mature,E150,63,2,19.8,Hw,163,19.8,4,NA,2,,2011,
2047,C3,light,subhygric mature,E150,63,2,29.35,Hw,165,13.8,3,NA,5,,2011,
2048,C3,light,subhygric mature,E150,63,3,3.9,U,166,10,4,NA,2,,2011,
2049,C3,light,subhygric mature,E150,63,3,21.6,Sx,167,13.8,4,NA,10,,2011,
2050,C3,light,subhygric mature,E150,63,3,22.95,Hw,168,29.2,3,NA,10,28.6,2011,
2051,C3,light,subhygric mature,K000,64,1,2,U,888,38,2,18,,,,about 206 degree bearing for ln 1
2052,C3,light,subhygric mature,K000,64,1,3.3,U,108,22.5,3,NA,10,,2011,about 206 degree bearing for ln 1
2053,C3,light,subhygric mature,K000,64,1,6.75,Hw,109,21.7,4,NA,5,,2011,about 206 degree bearing for ln 1
2054,C3,light,subhygric mature,K000,64,1,14.3,Bl,110,12.2,2,NA,5,,2011,about 206 degree bearing for ln 1
2055,C3,light,subhygric mature,K000,64,1,22.4,Cw,111,12.6,2,NA,5,,2011,about 206 degree bearing for ln 1
2056,C3,light,subhygric mature,K000,64,2,0.7,Hw,112,19.5,3,NA,5,,2011,
2057,C3,light,subhygric mature,K000,64,2,2.55,Cw,113,19.3,2,NA,10,,2011,
2058,C3,light,subhygric mature,K000,64,2,2.7,U,114,16.8,3,NA,5,,2011,
2060,C3,light,subhygric mature,K000,64,2,22.4,Cw,116,19.2,3,NA,1,,2011,
2062,C3,light,subhygric mature,K000,64,3,1,Cw,118,24.4,2,NA,10,,2011,
2063,C3,light,subhygric mature,K000,64,3,3.9,Bl,119,13.3,2,NA,2,,2011,
2064,C3,light,subhygric mature,K000,64,3,4.55,Hw,120,11.2,3,NA,10,,2011,
2065,C3,light,subhygric mature,K000,64,3,8.5,Sx,121,73,2,NA,10,,2011,
2066,C3,light,subhygric mature,K000,64,3,9.75,U,122,24,4,NA,2,,2011,
2068,C3,light,subhygric mature,K000,64,3,23.1,Bl,124,12,3,NA,5,,2011,
2069,C3,light,subhygric mature,K000,64,3,23.8,Sx,125,50,3,NA,10,,2011,
2070,C3,light,subhygric mature,K000,64,3,26.7,U,126,22.6,3,NA,10,,2011,
2072,C3,light,subhygric mature,K000,64,3,28.1,Sx,128,34.5,3,NA,10,,2011,
2073,C3,light,subhygric mature,F350,65,1,19.15,Hw,62,14.2,1,NA,10,,2011,still alive 
2075,C3,light,subhygric mature,F350,65,1,25.7,U,64,11,4,NA,1,,2011,
2076,C3,light,subhygric mature,F350,65,2,12.7,U,65,13.2,4,NA,2,,2011,
2077,C3,light,subhygric mature,F350,65,2,15.9,Act,66,15.1,2,NA,10,,2011,
2078,C3,light,subhygric mature,F350,65,2,17.65,Hw,67,11.4,3,NA,10,,2011,
2079,C3,light,subhygric mature,F350,65,2,20.15,U,68,18.1,4,NA,10,,2011,
2081,C3,light,subhygric mature,F350,65,2,21.7,U,70,15.8,3,NA,5,,2011,
2082,C3,light,subhygric mature,F350,65,2,25.6,Sx,71,26,2,NA,10,37,2011,
2083,C3,light,subhygric mature,F350,65,2,26,Hw,888,45,3,2,,,,fell on top of CWD tag 71
2084,C3,light,subhygric mature,F350,65,3,9.85,Hw,72,12.4,3,NA,5,,2011,
2085,C3,light,subhygric mature,F350,65,3,12.7,Hw,73,18,3,NA,10,,2011,
2103,C3,light,subhygric mature,G350,62,1,2.5,Hw,75,10.2,4,NA,2,,2011,
2104,C3,light,subhygric mature,G350,62,1,6.6,Hw,76,11.5,4,NA,1,,2011,
2107,C3,light,subhygric mature,G350,62,1,13.85,Ep,79,12.4,3,NA,10,,2011,
2108,C3,light,subhygric mature,G350,62,1,13.95,U,80,10.9,3,NA,10,,2011,
2111,C3,light,subhygric mature,G350,62,1,25.2,Hw,83,30.3,3,NA,1,,2011,
2113,C3,light,subhygric mature,G350,62,1,28.7,Hw,85,24,3,NA,10,,2011,
2114,C3,light,subhygric mature,G350,62,1,29.7,Hw,86,30,3,NA,10,,2011,
2120,C3,light,subhygric mature,G350,62,2,22.7,U,92,14.3,3,NA,5,,2011,
2123,C3,light,subhygric mature,G350,62,3,8.25,Hw,95,21,3,NA,10,,2011,
2124,C3,light,subhygric mature,G350,62,3,9.5,Hw,96,34.4,3,NA,10,,2011,
2126,C3,light,subhygric mature,G350,62,3,17.5,U,98,18.5,3,NA,10,,2011,
2127,C3,light,subhygric mature,G350,62,3,17.55,Hw,99,14.4,2,NA,10,,2011,
2129,C3,light,subhygric mature,G350,62,3,18.85,U,101,17.5,3,NA,10,,2011,
2130,C3,light,subhygric mature,G350,62,3,19.1,U,888,12.9,2,14,,,,
2131,C3,light,subhygric mature,G350,62,3,19.1,Hw,102,22.8,3,NA,10,,2011,
2132,C3,light,subhygric mature,G350,62,3,20,Hw,888,11.1,2,20,,,,
2134,C3,light,subhygric mature,G350,62,3,21.5,Hw,888,12.5,2,9,,,,
2135,C3,light,subhygric mature,G350,62,3,21.8,Hw,888,14.2,2,20,,,,
2136,C3,light,subhygric mature,G350,62,3,23.1,U,103,17,3,NA,5,,2011,
2138,C3,light,subhygric mature,G350,62,3,26.35,Hw,105,11.5,2,NA,5,,2011,
2139,C3,light,subhygric mature,G350,62,3,29.25,Hw,106,31.2,3,NA,10,,2011,
2140,C3,light,subhygric mature,G350,62,3,29.5,Hw,107,10,2,NA,10,,2011,
2141,B1,noharvest,submesic mature,A350,67,1,3.25,Sx,558,19.7,2,NA,5,,2011,
2142,B1,noharvest,submesic mature,A350,67,1,5.1,Cw,888,12,3,40,,,,
2143,B1,noharvest,submesic mature,A350,67,1,5.35,U,560,13.5,4,NA,10,,2011,
2144,B1,noharvest,submesic mature,A350,67,1,6.15,U,561,14.3,4,NA,2,,2011,
2145,B1,noharvest,submesic mature,A350,67,1,6.3,Hw,562,10.3,4,NA,2,,2011,
2146,B1,noharvest,submesic mature,A350,67,1,9.35,Hw,563,12.3,4,NA,5,,2011,
2147,B1,noharvest,submesic mature,A350,67,1,13.1,Hw,564,10.3,3,NA,5,,2011,
2149,B1,noharvest,submesic mature,A350,67,1,14.2,Hw,566,12.6,2,NA,5,,2011,
2150,B1,noharvest,submesic mature,A350,67,1,14.6,Hw,567,16.7,2,NA,5,9.05,2011,
2151,B1,noharvest,submesic mature,A350,67,1,14.6,Sx,568,30.2,2,NA,10,,2011,
2152,B1,noharvest,submesic mature,A350,67,1,14.95,Hw,569,15.9,2,NA,10,,2011,
2153,B1,noharvest,submesic mature,A350,67,1,15.3,Hw,570,11.3,2,NA,5,,2011,
2156,B1,noharvest,submesic mature,A350,67,1,26.75,Hw,574,11,4,NA,5,,2011,
2157,B1,noharvest,submesic mature,A350,67,1,25.5,U,573,13.5,4,NA,2,,2011,
2158,B1,noharvest,submesic mature,A350,67,1,29.05,U,575,11,3,NA,10,,2011,
2159,B1,noharvest,submesic mature,A350,67,1,30,Hw,888,16.8,2,30,,,,
2160,B1,noharvest,submesic mature,A350,67,2,2.45,Hw,576,14.2,3,NA,10,,2011,
2161,B1,noharvest,submesic mature,A350,67,2,2.65,U,577,15.6,3,NA,10,22.2,2011,
2162,B1,noharvest,submesic mature,A350,67,2,3,U,578,17.5,4,NA,10,,2011,
2163,B1,noharvest,submesic mature,A350,67,2,3.25,Hw,579,13.5,3,NA,10,,2011,
2164,B1,noharvest,submesic mature,A350,67,2,3.45,Hw,580,14.2,3,NA,10,,2011,
2165,B1,noharvest,submesic mature,A350,67,2,3.55,Hw,581,12.6,2,NA,5,,2011,
2167,B1,noharvest,submesic mature,A350,67,2,5.15,Hw,583,12.9,2,NA,10,,2011,
2168,B1,noharvest,submesic mature,A350,67,2,5.55,Hw,584,12.6,4,NA,10,,2011,
2169,B1,noharvest,submesic mature,A350,67,2,6.1,Hw,585,18.3,3,NA,10,,2011,
2171,B1,noharvest,submesic mature,A350,67,2,6.35,Cw,587,14,3,NA,10,12.2,2011,
2172,B1,noharvest,submesic mature,A350,67,2,7.55,Hw,588,20.4,3,NA,10,,2011,
