unique,Unit,Treatment,Block,Grid_Pt,Unique_plot,Line,Dist_m,Sp,Tag#,Diam_2019_cm,Decay_2019,length.new.fall.2019..m.,Length_2011_class,Meas_length_2011,Year,Notes.2019
2174,B1,noharvest,submesic mature,A350,67,2,11.6,Cw,590,12.5,2,NA,5,,2011,
2175,B1,noharvest,submesic mature,A350,67,2,12.1,U,591,18.5,3,NA,10,,2011,
2177,B1,noharvest,submesic mature,A350,67,2,15.75,U,592,12.6,4,NA,5,,2011,
2178,B1,noharvest,submesic mature,A350,67,2,21.15,U,593,14,3,NA,10,,2011,
2179,B1,noharvest,submesic mature,A350,67,2,25.15,Hw,594,22.9,3,NA,5,,2011,
2184,B1,noharvest,submesic mature,A350,67,3,8.35,U,598,13.1,4,NA,1,,2011,
2185,B1,noharvest,submesic mature,A350,67,3,8.65,Hw,599,17,2,NA,10,,2011,
2186,B1,noharvest,submesic mature,A350,67,3,10.4,U,600,16.1,4,NA,5,,2011,
2187,B1,noharvest,submesic mature,A350,67,3,10.7,U,836,16.6,3,NA,10,,2011,
2188,B1,noharvest,submesic mature,A350,67,3,11.8,U,837,11.1,3,NA,5,,2011,
2190,B1,noharvest,submesic mature,A350,67,3,13.25,U,838,17,2,NA,10,,2011,
2195,B1,noharvest,submesic mature,A350,67,3,14.2,Hw,842,17.2,4,NA,1,1.2,2011,
2197,B1,noharvest,submesic mature,A350,67,3,18.55,Hw,844,18.1,3,NA,10,,2011,
2199,B1,noharvest,submesic mature,A350,67,3,22.4,Ep,888,22.4,2,21,,,,
2200,B1,noharvest,submesic mature,A350,67,3,24,U,828,10.6,4,NA,2,,2011,
2201,B1,noharvest,submesic mature,A350,67,3,25.35,Ep,829,18.6,4,NA,5,,2011,
2202,B1,noharvest,submesic mature,A350,67,3,27.5,Hw,830,21.3,3,NA,5,,2011,
2203,B1,noharvest,submesic mature,A350,67,3,28.05,U,831,12.6,3,NA,1,,2011,
2204,B1,noharvest,submesic mature,A350,67,3,28.45,Cw,832,11.5,2,NA,10,,2011,no tag 
2205,B1,noharvest,submesic mature,A350,67,3,28.65,U,833,25.1,3,NA,10,,2011,
2208,B1,noharvest,submesic mature,A050,68,1,1.7,Ep,888,12,4,3,,,,
2210,B1,noharvest,submesic mature,A050,68,1,4.6,U,170,13.4,4,NA,10,,2011,
2212,B1,noharvest,submesic mature,A050,68,1,25.4,Ep,172,17.5,4,NA,1,,2011,
2214,B1,noharvest,submesic mature,A050,68,1,27.8,Ep,174,17.4,4,NA,2,,2011,
2215,B1,noharvest,submesic mature,A050,68,1,29.6,Ep,888,14.6,3,2,,,,
2216,B1,noharvest,submesic mature,A050,68,2,14,U,175,20.5,3,NA,10,,2011,
2217,B1,noharvest,submesic mature,A050,68,2,23.3,Hw,176,14.2,4,NA,2,,2011,
2218,B1,noharvest,submesic mature,A050,68,2,25.4,Hw,177,15.7,3,NA,2,,2011,
2219,B1,noharvest,submesic mature,A050,68,3,5.5,Ep,178,20.7,3,NA,10,11.1,2011,
2220,B1,noharvest,submesic mature,A050,68,3,6.15,U,179,18.7,4,NA,10,,2011,
2221,B1,noharvest,submesic mature,A050,68,3,18.15,At,180,22.2,3,NA,10,,2011,
2222,B1,noharvest,submesic mature,A050,68,3,27.4,Ep,181,16.4,4,NA,1,,2011,
2223,B1,noharvest,submesic mature,A050,68,3,29.4,Ep,182,15.2,4,NA,2,,2011,
2224,B1,noharvest,submesic mature,B300,69,1,11,U,888,12.9,2,8,,,,potentially Hw
2225,B1,noharvest,submesic mature,B300,69,1,12.35,Hw,301,21.5,3,NA,10,,2011,"tag broken, can only see 30 now as the one has broken off"
2226,B1,noharvest,submesic mature,B300,69,1,15.25,U,302,11.8,4,NA,10,,2011,
2229,B1,noharvest,submesic mature,B300,69,1,21.1,Hw,888,16.3,2,14,,,,
2230,B1,noharvest,submesic mature,B300,69,1,22.35,U,305,10.4,4,NA,2,,2011,
2231,B1,noharvest,submesic mature,B300,69,1,22.8,Ep,888,13.5,2,16,,,,
2232,B1,noharvest,submesic mature,B300,69,1,22.8,Hw,306,22.8,2,NA,5,,2011,306 has rolled off the transect line by about 1m 'plot left' (looking from 1-30 down the transect)
2233,B1,noharvest,submesic mature,B300,69,1,22.6,U,307,18.7,3,NA,10,,2011,
2234,B1,noharvest,submesic mature,B300,69,1,23.8,Hw,308,18.5,3,NA,5,,2011,
2236,B1,noharvest,submesic mature,B300,69,1,26.2,Hw,888,11.5,2,11,,,,
2237,B1,noharvest,submesic mature,B300,69,2,8.7,Hw,888,21.4,2,9,,,,
2238,B1,noharvest,submesic mature,B300,69,2,10.7,Hw,888,16,2,10,,,,
2239,B1,noharvest,submesic mature,B300,69,2,12.85,U,309,13.2,3,NA,10,,2011,
2242,B1,noharvest,submesic mature,B300,69,2,18.3,Hw,888,11.5,2,6,,,,
2244,B1,noharvest,submesic mature,B300,69,2,20.8,Hw,312,18,3,NA,10,,2011,
2245,B1,noharvest,submesic mature,B300,69,2,27.35,Hw,313,18.6,2,NA,2,,2011,
2246,B1,noharvest,submesic mature,B300,69,2,27.65,Hw,314,13.9,2,NA,10,,2011,
2247,B1,noharvest,submesic mature,B300,69,2,28.05,Sx,315,32,2,NA,10,,2011,
2249,B1,noharvest,submesic mature,B300,69,3,6.25,Sx,317,15.5,3,NA,2,,2011,about 58 degree bearing for ln 3
2250,B1,noharvest,submesic mature,B300,69,3,13.1,Hw,318,10.8,4,NA,10,,2011,about 58 degree bearing for ln 3
2251,B1,noharvest,submesic mature,B300,69,3,26.5,Ep,888,11,2,1.35,,,,about 58 degree bearing for ln 3
2252,B1,noharvest,submesic mature,B300,69,3,26.7,Ep,319,15,3,NA,2,,2011,about 58 degree bearing for ln 3
2253,B1,noharvest,submesic mature,G150,70,1,0.3,U,320,12,4,NA,2,,2011,
2254,B1,noharvest,submesic mature,G150,70,1,2.05,U,321,12.2,3,NA,10,,2011,
2255,B1,noharvest,submesic mature,G150,70,1,2.4,U,322,12,3,NA,10,,2011,
2256,B1,noharvest,submesic mature,G150,70,1,3,Hw,323,10.1,4,NA,2,,2011,
2257,B1,noharvest,submesic mature,G150,70,1,3.95,Cw,324,14.2,2,NA,10,,2011,
2258,B1,noharvest,submesic mature,G150,70,1,4.3,Cw,325,24.1,3,NA,10,,2011,
2259,B1,noharvest,submesic mature,G150,70,1,6.7,U,326,12.5,4,NA,5,,2011,
2260,B1,noharvest,submesic mature,G150,70,1,7.3,Hw,327,11.1,3,NA,5,,2011,
2261,B1,noharvest,submesic mature,G150,70,1,11.55,Hw,328,10,4,NA,2,,2011,
2262,B1,noharvest,submesic mature,G150,70,1,15,Hw,888,45.5,2,17,,,,
2263,B1,noharvest,submesic mature,G150,70,1,15,Hw,888,10.9,2,10,,,,
2264,B1,noharvest,submesic mature,G150,70,1,15.7,U,329,17.6,4,NA,10,16.2,2011,
2265,B1,noharvest,submesic mature,G150,70,1,26.8,U,330,17,4,NA,5,,2011,
2269,B1,noharvest,submesic mature,G150,70,2,4.5,Hw,888,24.5,1,12,,,,
2270,B1,noharvest,submesic mature,G150,70,2,4.9,Hw,334,18.8,3,NA,10,,2011,
2271,B1,noharvest,submesic mature,G150,70,2,6.7,Cw,335,10.8,3,NA,10,,2011,
2272,B1,noharvest,submesic mature,G150,70,2,8.2,U,336,13.5,4,NA,5,,2011,
2274,B1,noharvest,submesic mature,G150,70,2,14.95,U,338,11.5,4,NA,5,,2011,
2276,B1,noharvest,submesic mature,G150,70,2,17.2,U,340,14.8,4,NA,5,,2011,
2277,B1,noharvest,submesic mature,G150,70,2,18.95,Hw,341,24.2,3,NA,10,,2011,
2278,B1,noharvest,submesic mature,G150,70,2,20.2,U,342,14,3,NA,10,,2011,
2279,B1,noharvest,submesic mature,G150,70,2,27.35,U,343,13,4,NA,2,,2011,
2280,B1,noharvest,submesic mature,G150,70,2,28.1,Ep,344,16.8,4,NA,2,,2011,
2282,B1,noharvest,submesic mature,G150,70,2,29.25,Hw,346,19.8,3,NA,10,,2011,
2283,B1,noharvest,submesic mature,G150,70,2,29.7,Ep,347,21.5,4,NA,1,,2011,
2284,B1,noharvest,submesic mature,G150,70,3,0.45,Hw,348,14.7,2,NA,5,,2011,
2287,B1,noharvest,submesic mature,G150,70,3,5.7,Hw,371,14.8,3,NA,2,,2011,
2290,B1,noharvest,submesic mature,G150,70,3,9.75,Cw,353,17.4,3,NA,10,,2011,
2291,B1,noharvest,submesic mature,G150,70,3,10.55,U,354,10.9,3,NA,5,,2011,
2294,B1,noharvest,submesic mature,G150,70,3,17.3,U,357,16.9,3,NA,10,,2011,
2295,B1,noharvest,submesic mature,G150,70,3,17.6,Sx,358,10.2,3,NA,2,3.9,2011,
2297,B1,noharvest,submesic mature,G150,70,3,18.7,Hw,360,15.5,2,NA,10,,2011,
2298,B1,noharvest,submesic mature,G150,70,3,19.9,Cw,361,17,3,NA,10,,2011,
2299,B1,noharvest,submesic mature,G150,70,3,20.45,U,362,16.7,3,NA,10,,2011,
2300,B1,noharvest,submesic mature,G150,70,3,20.85,U,363,13.7,3,NA,10,,2011,
2302,B1,noharvest,submesic mature,G150,70,3,25.1,Ba,365,18,2,NA,10,,2011,
2303,B1,noharvest,submesic mature,G150,70,3,25.2,U,366,12.5,4,NA,1,,2011,
2304,B1,noharvest,submesic mature,G150,70,3,28.1,U,367,10.1,4,NA,5,,2011,
2306,B1,noharvest,submesic mature,G150,70,3,29.05,Hw,369,11.1,2,NA,5,,2011,
2307,B1,noharvest,submesic mature,G150,70,3,29.75,Hw,370,12.1,3,NA,2,,2011,
2308,B1,noharvest,submesic mature,H050,71,1,2,Sx,888,10,1,NA,,,,no length recorded
2313,B1,noharvest,submesic mature,H050,71,1,11.9,U,376,17.1,4,NA,1,,2011,
2315,B1,noharvest,submesic mature,H050,71,1,13.7,Sx,378,16.5,4,NA,10,,2011,
2316,B1,noharvest,submesic mature,H050,71,1,21.7,Hw,379,20.5,4,NA,10,,2011,
2317,B1,noharvest,submesic mature,H050,71,1,22,Sx,380,22,3,NA,10,,2011,
2319,B1,noharvest,submesic mature,H050,71,1,24.1,Cw,382,12.8,3,NA,10,,2011,
2320,B1,noharvest,submesic mature,H050,71,1,25.3,Sx,383,23.2,3,NA,10,,2011,
2321,B1,noharvest,submesic mature,H050,71,1,27.2,Ep,384,12,4,NA,5,,2011,
2322,B1,noharvest,submesic mature,H050,71,1,27.4,Cw,385,14.2,3,NA,10,,2011,
2323,B1,noharvest,submesic mature,H050,71,1,28.15,Sx,386,18,4,NA,1,,2011,
2324,B1,noharvest,submesic mature,H050,71,1,28.35,Act,387,15.2,4,NA,10,,2011,
2325,B1,noharvest,submesic mature,H050,71,1,28.6,Hw,388,12.5,4,NA,10,,2011,?
2326,B1,noharvest,submesic mature,H050,71,1,29.5,Ep,389,11.2,4,NA,10,,2011,
2327,B1,noharvest,submesic mature,H050,71,2,0.95,Ep,888,17.1,2,4,,,,
2328,B1,noharvest,submesic mature,H050,71,2,16.45,U,390,10.2,4,NA,5,,2011,
2330,B1,noharvest,submesic mature,H050,71,2,23,U,392,12.7,3,NA,2,,2011,
2331,B1,noharvest,submesic mature,H050,71,2,23.65,Sx,394,15.5,2,NA,10,,2011,
2332,B1,noharvest,submesic mature,H050,71,2,23.9,U,393,13.8,4,NA,10,,2011,
2333,B1,noharvest,submesic mature,H050,71,3,0.1,Ep,888,20,2,4,,,,
2338,B1,noharvest,submesic mature,H050,71,3,23.35,Hw,399,23.8,4,NA,10,,2011,
2339,B1,noharvest,submesic mature,H050,71,3,25,U,400,22.2,3,NA,10,,2011,
2340,B1,noharvest,submesic mature,H050,71,3,27.3,Hw,168,12.5,3,NA,10,11.7,2011,
2343,B5,light,mesic mature,A000,72,1,3.1,Cw,505,23,1,NA,10,,2011,
2344,B5,light,mesic mature,A000,72,1,8.4,U,506,22,3,NA,2,,2011,
2346,B5,light,mesic mature,A000,72,1,10.25,Cw,508,33.5,4,NA,10,,2011,
2348,B5,light,mesic mature,A000,72,1,13.8,Hw,510,30.2,4,NA,10,,2011,
2349,B5,light,mesic mature,A000,72,1,16.7,Hw,511,13.8,4,NA,2,,2011,
2350,B5,light,mesic mature,A000,72,1,17.5,U,512,14,4,NA,5,8.2,2011,
2354,B5,light,mesic mature,A000,72,1,22.6,Hw,516,22,3,NA,10,,2011,
2355,B5,light,mesic mature,A000,72,1,23,Cw,517,26.8,4,NA,10,,2011,
2356,B5,light,mesic mature,A000,72,1,24.55,U,518,12.2,4,NA,1,,2011,
2357,B5,light,mesic mature,A000,72,1,25.25,Hw,519,12,3,NA,10,,2011,
2358,B5,light,mesic mature,A000,72,1,27.2,Ep,520,17,3,NA,10,,2011,
2359,B5,light,mesic mature,A000,72,1,27.6,Cw,521,12.5,3,NA,10,,2011,
2360,B5,light,mesic mature,A000,72,2,1.9,Cw,522,10.2,4,NA,2,4.45,2011,
2361,B5,light,mesic mature,A000,72,2,4,U,523,31.5,4,NA,5,,2011,
2362,B5,light,mesic mature,A000,72,2,4.25,Cw,524,14.5,4,NA,5,,2011,
2363,B5,light,mesic mature,A000,72,2,4.45,Cw,525,28.2,4,NA,10,,2011,
2364,B5,light,mesic mature,A000,72,2,5.2,U,526,17,4,NA,1,,2011,
2366,B5,light,mesic mature,A000,72,2,6.55,Hw,528,36,4,NA,5,,2011,
2367,B5,light,mesic mature,A000,72,2,11.7,Cw,530,42.2,4,NA,10,,2011,
2368,B5,light,mesic mature,A000,72,2,13.9,Cw,531,22.8,3,NA,10,,2011,
2369,B5,light,mesic mature,A000,72,2,15.45,U,532,23.8,4,NA,10,19.7,2011,
2370,B5,light,mesic mature,A000,72,2,17.55,Cw,533,10.5,3,NA,2,,2011,
2371,B5,light,mesic mature,A000,72,2,17.9,Cw,534,31.2,3,NA,10,,2011,
2372,B5,light,mesic mature,A000,72,2,18.35,Cw,535,11.5,3,NA,10,,2011,
2373,B5,light,mesic mature,A000,72,2,18.7,Cw,536,33.3,3,NA,10,,2011,
2374,B5,light,mesic mature,A000,72,2,18.9,Ep,537,17.2,4,NA,2,,2011,
2375,B5,light,mesic mature,A000,72,2,20.15,Cw,538,49,4,NA,5,,2011,
2376,B5,light,mesic mature,A000,72,2,24.85,Hw,539,22,4,NA,5,,2011,
2377,B5,light,mesic mature,A000,72,2,26.2,Sx,540,31,1,NA,10,,2011,
2378,B5,light,mesic mature,A000,72,2,26.5,Hw,541,26,1,NA,10,,2011,
2380,B5,light,mesic mature,A000,72,2,30,Cw,543,22,3,NA,10,,2011,
2381,B5,light,mesic mature,A000,72,3,2.55,Cw,544,16,4,NA,5,,2011,
2384,B5,light,mesic mature,A000,72,3,10.15,Ep,547,22.8,3,NA,2,,2011,
2389,B5,light,mesic mature,A000,72,3,16.35,Ep,552,20.2,4,NA,1,1.3,2011,
2390,B5,light,mesic mature,A000,72,3,18.55,Hw,553,31.5,3,NA,10,,2011,
2391,B5,light,mesic mature,A000,72,3,21,U,554,40.5,4,NA,10,,2011,
2393,B5,light,mesic mature,A000,72,3,26.6,U,556,19,3,NA,10,,2011,
2394,B5,light,mesic mature,A200,73,1,4.8,Cw,490,11.2,4,NA,1,,2011,
2395,B5,light,mesic mature,A200,73,1,12.3,Hw,888,20.7,2,22,,,,
2397,B5,light,mesic mature,A200,73,1,12.45,U,491,15.4,4,NA,5,,2011,
2400,B5,light,mesic mature,A200,73,1,17.8,Ep,493,12.8,3,NA,5,,2011,
2402,B5,light,mesic mature,A200,73,1,22.9,Cw,495,18,2,NA,10,,2011,
2404,B5,light,mesic mature,A200,73,1,28.65,Cw,497,14,2,NA,10,,2011,
2406,B5,light,mesic mature,A200,73,2,25.55,Hw,499,10.7,3,NA,2,,2011,
2407,B5,light,mesic mature,A200,73,3,9.1,Hw,888,39.3,1,17,,,,live tree tag #107
2409,B5,light,mesic mature,A200,73,3,10.25,U,501,26.2,4,NA,1,,2011,
2410,B5,light,mesic mature,A200,73,3,19.55,Ep,502,13.7,3,NA,10,,2011,
2411,B5,light,mesic mature,D400,74,1,6.3,U,888,13.1,3,11.5,,,,
2416,B5,light,mesic mature,D400,74,1,19.6,Hw,888,20.6,2,12,,,,
2417,B5,light,mesic mature,D400,74,1,21.5,Hw,888,12.5,3,1,,,,
2418,B5,light,mesic mature,D400,74,1,22.3,Hw,888,37.7,2,6.5,,,,
2422,B5,light,mesic mature,D400,74,3,6.2,U,472,22.8,4,NA,1,,2011,
2424,B5,light,mesic mature,D400,74,3,15.35,U,474,15,4,NA,2,,2011,
2427,B5,light,mesic mature,C300,75,1,0.5,U,478,13.5,3,NA,2,,2011,
2428,B5,light,mesic mature,C300,75,1,0.7,U,479,12.1,3,NA,5,,2011,
2429,B5,light,mesic mature,C300,75,1,1.55,Cw,480,10.2,3,NA,2,,2011,
2431,B5,light,mesic mature,C300,75,1,16.8,Sx,483,41.1,2,NA,10,,2011,
2432,B5,light,mesic mature,C300,75,2,0.4,Cw,481,11.3,4,NA,2,,2011,
2434,B5,light,mesic mature,C300,75,2,4.5,Ep,485,26.4,3,NA,10,,2011,
2453,B5,light,mesic mature,E150,77,1,2.05,Ep,678,20.8,3,NA,10,,2011,
2455,B5,light,mesic mature,E150,77,1,6.15,Act,680,11.8,3,NA,10,,2011,
2457,B5,light,mesic mature,E150,77,1,9.3,Ep,888,17.2,2,9,,,,
2459,B5,light,mesic mature,E150,77,1,22.05,U,684,11.2,3,NA,2,,2011,
2461,B5,light,mesic mature,E150,77,2,5.5,Hw,888,12,2,8,,,,
2463,B5,light,mesic mature,E150,77,2,7.15,Hw,687,11.3,3,NA,10,,2011,
2466,B5,light,mesic mature,E150,77,2,17,U,690,18.3,3,NA,10,,2011,
2467,B5,light,mesic mature,E150,77,2,17.65,U,691,21.7,4,NA,5,,2011,
2469,B5,light,mesic mature,E150,77,2,19.4,U,693,14,3,NA,5,,2011,
2471,B5,light,mesic mature,E150,77,2,21.8,Cw,695,12.3,3,NA,10,,2011,
2472,B5,light,mesic mature,E150,77,2,22.4,U,696,20.9,4,NA,1,,2011,
2473,B5,light,mesic mature,E150,77,2,26.3,Cw,888,17.3,2,12.5,,,,
2474,B5,light,mesic mature,E150,77,2,26.65,Hw,697,18.6,4,NA,5,,2011,
2475,B5,light,mesic mature,E150,77,2,27.95,Ep,698,17,3,NA,10,,2011,
2476,B5,light,mesic mature,E150,77,2,29.9,Hw,888,13.4,2,11,,,,
2478,B5,light,mesic mature,E150,77,3,4.1,At,537,23.1,3,NA,10,,2011,
2480,B5,light,mesic mature,E150,77,3,6.3,At,539,10.4,3,NA,5,,2011,
2481,B5,light,mesic mature,E150,77,3,17.75,At,540,15.9,3,NA,10,,2011,
2483,B5,light,mesic mature,E150,77,3,21.8,Hw,888,13.5,2,11,,,,
2485,B5,light,mesic mature,E150,77,3,26.4,Cw,543,12.9,3,NA,5,,2011,
2486,A1,clearcut,submesic mature,G150,78,1,3.3,U,1,13.8,3,NA,2,4.1,2018,
2487,A1,clearcut,submesic mature,G150,78,1,12.3,U,3,13.8,4,NA,5,NA,2018,
2489,A1,clearcut,submesic mature,G150,78,1,16.5,Ep,5,23.2,3,NA,5,NA,2018,
2490,A1,clearcut,submesic mature,G150,78,1,24.2,U,6,17.3,3,NA,2,NA,2018,
2492,A1,clearcut,submesic mature,G150,78,3,22,Ep,2,26.8,3,NA,10,12.1,2018,
2493,A1,clearcut,submesic mature,G150,78,3,22.3,U,7,10.9,3,NA,2,NA,2018,
2494,A1,clearcut,submesic mature,G150,78,3,24.4,U,8,12.7,3,NA,5,NA,2018,
2495,A1,clearcut,submesic mature,H100,79,1,7.5,U,9,11.3,3,NA,2,2,2018,
2496,A1,clearcut,submesic mature,H100,79,1,8.3,Cw,10,15.6,3,NA,2,NA,2018,
2499,A1,clearcut,submesic mature,H100,79,1,24.9,U,15,11,4,NA,5,NA,2018,
2500,A1,clearcut,submesic mature,H100,79,1,29.8,U,13,11.5,4,NA,2,NA,2018,
2501,A1,clearcut,submesic mature,H100,79,2,21.5,U,14,10.5,4,NA,1,1.4,2018,
2502,A1,clearcut,submesic mature,H100,79,2,24.2,U,16,15.5,4,NA,2,NA,2018,
2503,A1,clearcut,submesic mature,H100,79,3,5.9,Ep,17,16.2,3,NA,10,19,2018,
2504,A1,clearcut,submesic mature,H100,79,3,10.7,Ep,18,29.7,3,NA,10,NA,2018,
2505,A1,clearcut,submesic mature,H100,79,3,15,U,19,20,3,NA,5,NA,2018,
2506,A1,clearcut,submesic mature,D000,80,1,2.6,U,20,16.8,4,NA,2,2,2018,
2507,A1,clearcut,submesic mature,D000,80,1,3.6,U,21,20.1,4,NA,1,NA,2018,
2508,A1,clearcut,submesic mature,D000,80,1,4.4,U,22,12.2,4,NA,1,NA,2018,
2509,A1,clearcut,submesic mature,D000,80,1,5,U,23,16.6,4,NA,1,NA,2018,
2510,A1,clearcut,submesic mature,D000,80,1,6.1,U,24,15.3,4,NA,2,NA,2018,
2511,A1,clearcut,submesic mature,D000,80,1,6.6,U,25,10.3,4,NA,1,NA,2018,
2512,A1,clearcut,submesic mature,D000,80,1,8.3,U,26,16.7,4,NA,1,NA,2018,
2513,A1,clearcut,submesic mature,D000,80,1,2.6,U,20,16.8,4,NA,2,2,2018,
2514,A1,clearcut,submesic mature,D000,80,1,3.6,U,21,20.1,4,NA,1,NA,2018,
2515,A1,clearcut,submesic mature,D000,80,1,4.4,U,22,12.2,4,NA,1,NA,2018,
2516,A1,clearcut,submesic mature,D000,80,1,5,U,23,16.6,4,NA,1,NA,2018,
2517,A1,clearcut,submesic mature,D000,80,1,6.1,U,24,15.3,4,NA,2,NA,2018,
2518,A1,clearcut,submesic mature,D000,80,1,6.6,U,25,10.3,4,NA,1,NA,2018,
2519,A1,clearcut,submesic mature,D000,80,1,8.3,U,26,16.7,4,NA,1,NA,2018,
2521,A1,clearcut,submesic mature,D000,80,2,23.2,U,28,10.4,4,NA,1,NA,2018,
2523,A1,clearcut,submesic mature,D000,80,3,8.4,Cw,30,15.3,3,NA,5,7.3,2018,
2524,A1,clearcut,submesic mature,D000,80,3,11,U,31,20.7,4,NA,10,NA,2018,
2525,A1,clearcut,submesic mature,D000,80,3,11,U,32,12.2,3,NA,5,NA,2018,
2527,A1,clearcut,submesic mature,D000,80,3,18.3,U,34,11,4,NA,2,NA,2018,
2531,A1,clearcut,submesic mature,B150,81,1,19.3,U,38,21.7,3,NA,5,3.7,2018,
2532,A1,clearcut,submesic mature,B150,81,1,29.6,U,39,12.9,3,NA,5,NA,2018,
2533,A1,clearcut,submesic mature,B150,81,2,13.4,U,40,11.9,4,NA,2,2,2018,
2534,A1,clearcut,submesic mature,B150,81,2,13.7,U,41,12.5,4,NA,2,NA,2018,
2535,A1,clearcut,submesic mature,B150,81,2,20.9,U,42,18.2,3,NA,5,NA,2018,
2536,A1,clearcut,submesic mature,B150,81,2,13.4,U,40,11.9,4,NA,2,2,2018,
2537,A1,clearcut,submesic mature,B150,81,2,13.7,U,41,12.5,4,NA,2,NA,2018,
2538,A1,clearcut,submesic mature,B150,81,2,20.9,U,42,18.2,3,NA,5,NA,2018,
2539,A1,clearcut,submesic mature,B150,81,3,3.4,U,43,20.2,4,NA,5,5.7,2018,
2540,A1,clearcut,submesic mature,B150,81,3,4.7,U,44,20.4,3,NA,2,NA,2018,
2541,A1,clearcut,submesic mature,B150,81,3,6.4,Ep,45,22,3,NA,10,NA,2018,
2542,A1,clearcut,submesic mature,B150,81,3,7.1,Ep,46,20.1,3,NA,5,NA,2018,
2543,A1,clearcut,submesic mature,B150,81,3,6.7,Ep,50,22.8,3,NA,10,NA,2018,
2544,A1,clearcut,submesic mature,B150,81,3,3.4,U,43,20.2,4,NA,5,5.7,2018,
2545,A1,clearcut,submesic mature,B150,81,3,4.7,U,44,20.4,3,NA,2,NA,2018,
2546,A1,clearcut,submesic mature,B150,81,3,6.4,Ep,45,22,3,NA,10,NA,2018,
2547,A1,clearcut,submesic mature,B150,81,3,7.1,Ep,46,20.1,3,NA,5,NA,2018,
2548,A1,clearcut,submesic mature,B150,81,3,6.7,Ep,50,22.8,3,NA,10,NA,2018,
2550,A1,clearcut,submesic mature,B150,81,3,-3.5,U,48,13,3,NA,2,NA,2018,
2552,A1,clearcut,submesic mature,A000,82,1,1.4,Ep,51,17.5,4,NA,5,6.6,2018,
2553,A1,clearcut,submesic mature,A000,82,1,22.3,U,52,25.2,4,NA,5,NA,2018,
2554,A1,clearcut,submesic mature,A000,82,1,23,Ep,53,15.4,3,NA,5,NA,2018,
2555,A1,clearcut,submesic mature,A000,82,1,24.1,U,54,16.7,4,NA,5,NA,2018,
2556,A1,clearcut,submesic mature,A000,82,2,2.5,U,55,26.3,3,NA,2,3.9,2018,
2557,A1,clearcut,submesic mature,A000,82,2,2.8,Hw,56,14.7,3,NA,5,NA,2018,
2558,A1,clearcut,submesic mature,A000,82,2,7.3,Ep,57,18.8,3,NA,5,NA,2018,
2560,A1,clearcut,submesic mature,A000,82,2,11.1,At,59,16.4,3,NA,10,NA,2018,
2561,A1,clearcut,submesic mature,A000,82,2,14.5,U,60,12.7,2,NA,10,NA,2018,
2562,A1,clearcut,submesic mature,A000,82,2,19.2,Ep,61,21.7,3,NA,10,NA,2018,
2563,A1,clearcut,submesic mature,A000,82,2,20.2,U,62,15.3,4,NA,5,NA,2018,
2564,A1,clearcut,submesic mature,A000,82,2,25.1,Ep,63,24,3,NA,10,NA,2018,
2566,A1,clearcut,submesic mature,A000,82,3,6.4,Ep,65,17.3,3,NA,10,NA,2018,
2568,A1,clearcut,submesic mature,A000,82,3,16,U,67,12.3,3,NA,2,NA,2018,
2569,A1,clearcut,submesic mature,A000,82,3,16.7,U,68,16,3,NA,2,NA,2018,
2570,A1,clearcut,submesic mature,A000,82,3,23,U,69,11,3,NA,5,NA,2018,
2571,A3,clearcut,subhygric mature,J050,83,1,1.3,U,135,14.3,3,NA,1,0.6,2018,
2572,A3,clearcut,subhygric mature,J050,83,1,6.6,Ep,136,22,4,NA,5,NA,2018,
2573,A3,clearcut,subhygric mature,J050,83,1,18.7,U,137,15.8,4,NA,10,NA,2018,
2574,A3,clearcut,subhygric mature,J050,83,1,29.3,U,138,35.2,3,NA,10,NA,2018,
2575,A3,clearcut,subhygric mature,J050,83,1,29.8,U,139,34.2,4,NA,2,NA,2018,
2576,A3,clearcut,subhygric mature,J050,83,2,4.9,U,140,14.7,4,NA,2,2.5,2018,
2577,A3,clearcut,subhygric mature,J050,83,2,6.6,U,141,18.8,4,NA,2,NA,2018,
2578,A3,clearcut,subhygric mature,J050,83,2,9.3,U,142,24.1,3,NA,2,NA,2018,
2581,A3,clearcut,subhygric mature,J050,83,2,27.3,Ep,145,12.7,4,NA,2,NA,2018,
2582,A3,clearcut,subhygric mature,J050,83,2,29.1,Ep,146,24.4,4,NA,10,NA,2018,
2583,A3,clearcut,subhygric mature,J050,83,3,5.5,Ep,147,18.2,3,NA,10,12.6,2018,
2584,A3,clearcut,subhygric mature,J050,83,3,10.5,Ep,148,18,4,NA,10,NA,2018,
2585,A3,clearcut,subhygric mature,J050,83,3,16.2,U,149,25,4,NA,2,NA,2018,
2586,A3,clearcut,subhygric mature,J050,83,3,17.5,U,150,24,3,NA,10,NA,2018,
2587,A3,clearcut,subhygric mature,J050,83,3,-5.5,Ep,147,18.2,3,NA,10,12.6,2018,
2588,A3,clearcut,subhygric mature,J050,83,3,10.5,Ep,148,18,4,NA,10,NA,2018,
2589,A3,clearcut,subhygric mature,J050,83,3,-6.2,U,149,25,4,NA,2,NA,2018,
2590,A3,clearcut,subhygric mature,J050,83,3,17.5,U,150,24,3,NA,10,NA,2018,
2591,A3,clearcut,subhygric mature,H000,84,1,1.6,U,101,21.9,3,NA,10,11.6,2018,
