Year,Unit,Treatment,Block,TreatmentUnit,TreatmentType,TreatmentUnitType,Plot,Subplot,CWD_piece,Sp,Decay,Diam1m,Diam2m,large_diam,small_diam,Elev1,Elev2,high_elev,low_elev,Lngth2bndry1,Lngth2bndry2,LngthInPlot,Lngth2end,Bark,Growth
2018,B2-0-O,heavy,subhygric mature,B2,B2-0,B2 O,0,O,21,Ep,4,0.132,0.212,0.212,0.132,0,0,0,0,6.2,0,6.2,8.4,2,3
2018,A3-4,clearcut,subhygric mature,A3,A3-4,A3,4,,2,U,4,0.48,0.51,0.51,0.48,0,0,0,0,0,0,0.8,0.8,0,1
2018,C1-2,noharvest,mesic mature,C1,C1-2,C1,2,,3,U,4,0.28,0.16,0.28,0.16,0,0,0,0,3.8,0,3.8,6,0,3
2018,D5-1,light,mesic oldgrowth,D5,D5-1,D5,1,,2,Hw,3,0.152,0.162,0.162,0.152,0,25,25,0,3.1,0,3.1,4.4,2,3
2018,A2-2,light,submesic mature,A2,A2-2,A2,2,,6,U,4,0.184,0.163,0.184,0.163,0,0,0,0,1.1,0,1.1,1.4,0,3
2018,D5-1,light,mesic oldgrowth,D5,D5-1,D5,1,,3,U,5,0.16,0.31,0.31,0.16,0,0,0,0,0,0,1.1,1.1,0,3
2018,C3-3,light,subhygric mature,C3,C3-3,C3,3,,26,Hw,3,0.141,0.123,0.141,0.123,25,0,25,0,1.6,0,1.6,2.4,3,3
2018,A1-0,clearcut,submesic mature,A1,A1-0,A1,0,,38,U,4,0.214,0.122,0.214,0.122,0,0,0,0,2,0,2,5.8,0,3
2018,B2-4-O,heavy,subhygric mature,B2,B2-4,B2 O,4,O,29,Hw,2,0.01,0.425,0.425,0.01,0,20,20,0,13.2,15.5,2.3,31,3,1
2018,C2-4-M,heavy,mesic mature,C2,C2-4,C2 M,4,M,5,U,4,0.24,0.224,0.24,0.224,34,0,34,0,0,0,3.9,3.9,0,3
2018,B3-0-M,heavy,submesic mature,B3,B3-0,B3 M,0,M,16,Hw,3,0.17,0.26,0.26,0.17,18,0,18,0,4.4,0,4.4,8.2,1,3
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,17,Hw,3,0.223,0.275,0.275,0.223,0,0,0,0,0.8,4.2,3.4,8.4,1,3
2018,C2-3-O,heavy,mesic mature,C2,C2-3,C2 O,3,O,7,U,3,0.32,0.45,0.45,0.32,0,20,20,0,1.4,0,1.4,5,0,3
2018,B1-1,noharvest,submesic mature,B1,B1-1,B1,1,,8,Ep,1,0.277,0.07,0.277,0.07,0,9.5,9.5,0,10.2,4.9,5.3,12.2,0,3
2018,B1-2,noharvest,submesic mature,B1,B1-2,B1,2,,5,Hw,3,0.183,0.13,0.183,0.13,0,0,0,0,0,0,8.6,8.6,0,1
2018,B2-0-O,heavy,subhygric mature,B2,B2-0,B2 O,0,O,15,Hw,1,0.01,0.276,0.276,0.01,60,0,60,0,5.7,0,5.7,22.8,3,1
2018,C2-4-M,heavy,mesic mature,C2,C2-4,C2 M,4,M,8,U,3,0.246,0.181,0.246,0.181,3,7,7,3,4.7,0,4.7,7.2,0,3
2018,D5-1,light,mesic oldgrowth,D5,D5-1,D5,1,,6,U,4,0.26,0.132,0.26,0.132,0,0,0,0,0,0,3.4,3.4,0,3
2018,B3-4-M,heavy,submesic mature,B3,B3-4,B3 M,4,M,12,U,3,0.276,0.125,0.276,0.125,0,22,22,0,3,7.8,4.8,16.3,0,0
2018,D5-1,light,mesic oldgrowth,D5,D5-1,D5,1,,8,Hw,3,0.056,0.2,0.2,0.056,57,0,57,0,7.5,0,7.5,14.3,1,2
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,42,Pl,3,0.122,0.17,0.17,0.122,18,24,24,18,10.1,0,10.1,12.2,1,1
2018,D5-1,light,mesic oldgrowth,D5,D5-1,D5,1,,11,U,4,0.34,0.25,0.34,0.25,0,0,0,0,0,0,7.7,7.7,0,3
2018,B3-4-M,heavy,submesic mature,B3,B3-4,B3 M,4,M,7,Act,4,0.194,0.212,0.212,0.194,0,0,0,0,1,6.4,5.4,9.7,1,2
2018,A1-2,clearcut,submesic mature,A1,A1-2,A1,2,,1,U,4,0.24,0.294,0.294,0.24,0,0,0,0,3,6.1,3.1,9.5,0,3
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,39,Pl,3,0.28,0.077,0.28,0.077,35,0,35,0,5.3,0,5.3,13.5,2,0
2018,D5-1,light,mesic oldgrowth,D5,D5-1,D5,1,,13,U,3,0.14,0.12,0.14,0.12,0,0,0,0,0.6,0,0.6,1.4,0,2
2018,B2-2-O,heavy,subhygric mature,B2,B2-2,B2 O,2,O,13,Hw,3,0.035,0.206,0.206,0.035,0,40,40,0,10.3,0,10.3,17.3,3,0
2018,B5-4,light,mesic mature,B5,B5-4,B5,4,,15,U,4,0.18,0.16,0.18,0.16,0,0,0,0,0,0,1.4,1.4,0,3
2018,B3-4-M,heavy,submesic mature,B3,B3-4,B3 M,4,M,11,U,3,0.244,0.08,0.244,0.08,0,0,0,0,6.9,0,6.9,19,0,2
2018,C2-0-M,heavy,mesic mature,C2,C2-0,C2 M,0,M,8,U,3,0.146,0.243,0.243,0.146,0,0,0,0,5.7,0,5.7,10,0,3
2018,D5-1,light,mesic oldgrowth,D5,D5-1,D5,1,,14,U,5,0.278,0.14,0.278,0.14,0,0,0,0,3.7,0,3.7,5.4,0,3
2018,B1-1,noharvest,submesic mature,B1,B1-1,B1,1,,7,Hw,2,0.1,0.252,0.252,0.1,500,17,500,17,6.3,0,6.3,9.7,2,0
2018,B5-1,light,mesic mature,B5,B5-1,B5,1,,21,Ep,4,0.183,0.202,0.202,0.183,0,0,0,0,0,0,1.1,1.1,3,3
2018,D5-1,light,mesic oldgrowth,D5,D5-1,D5,1,,15,U,4,0.41,0.123,0.41,0.123,0,0,0,0,1.3,0,1.3,13.4,0,3
2018,C2-2-M,heavy,mesic mature,C2,C2-2,C2 M,2,M,16,Hw,2,0.2,0.02,0.2,0.02,0,0,0,0,7.8,19.4,11.6,20.1,3,3
2018,B1-4,noharvest,submesic mature,B1,B1-4,B1,4,,11,Hw,1,0.245,0.12,0.245,0.12,70,70,70,70,6.9,13.2,6.3,17.5,3,0
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,1,Hw,3,0.83,0.94,0.94,0.83,0,65,65,0,1,11.3,10.3,16,2,2
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,15,U,3,0.329,0.114,0.329,0.114,0,0,0,0,5,1.1,3.9,9.8,0,3
2018,C2-4-O,heavy,mesic mature,C2,C2-4,C2 O,4,O,19,U,3,0.24,0.16,0.24,0.16,15,0,15,0,5.7,0,5.7,7.6,0,3
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,2,U,4,0.25,0.265,0.265,0.25,0,0,0,0,0,0,1.9,1.9,0,3
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,3,U,4,0.73,0.64,0.73,0.64,0,20,20,0,0,0,4,4,0,3
2018,A4-4,noharvest,subhygric mature,A4,A4-4,A4,4,,12,Hw,3,0.14,0.26,0.26,0.14,30,0,30,0,5.5,0,5.5,19.7,2,2
2018,C2-4-M,heavy,mesic mature,C2,C2-4,C2 M,4,M,1,Hw,2,0.183,0.324,0.324,0.183,48,21.5,48,21.5,3.5,0,3.5,12.4,2,1
2018,B5-1,light,mesic mature,B5,B5-1,B5,1,,2,Hw,3,0.11,0.035,0.11,0.035,0,0,0,0,3.4,0,3.4,6.6,2,2
2018,C3-0,light,subhygric mature,C3,C3-0,C3,0,,14,Hw,3,0.138,0.102,0.138,0.102,19,0,19,0,0,0,2.5,2.5,2,3
2018,A3-4,clearcut,subhygric mature,A3,A3-4,A3,4,,10,Ep,4,0.17,0.295,0.295,0.17,31,0,31,0,4.4,0,4.4,11.7,3,3
2018,B3-2-O,heavy,submesic mature,B3,B3-2,B3 O,2,O,8,Act,3,0.02,0.23,0.23,0.02,53,0,53,0,9.8,0,9.8,15.7,2,2
2018,B3-4-M,heavy,submesic mature,B3,B3-4,B3 M,4,M,5,Hw,3,0.2,0.196,0.2,0.196,19,0,19,0,1.4,8.1,6.7,9,0,1
2018,B5-4,light,mesic mature,B5,B5-4,B5,4,,16,U,4,0.197,0.2,0.2,0.197,0,0,0,0,0,0,1,1,0,3
2018,B2-4-M,heavy,subhygric mature,B2,B2-4,B2 M,4,M,9,Hw,3,0.2,0.117,0.2,0.117,0,0,0,0,10.1,0,10.1,14.3,1,1
2018,A2-4,light,submesic mature,A2,A2-4,A2,4,,3,U,4,0.088,0.128,0.128,0.088,0,0,0,0,0.9,0,0.9,2.8,0,3
2018,B5-4,light,mesic mature,B5,B5-4,B5,4,,18,U,4,0.055,0.11,0.11,0.055,0,0,0,0,2,0,2,4.4,0,3
2018,B3-2-M,heavy,submesic mature,B3,B3-2,B3 M,2,M,2,U,3,0.209,0.04,0.209,0.04,0,3,3,0,13.7,1.6,12.1,14.4,0,2
2018,C3-2,light,subhygric mature,C3,C3-2,C3,2,,18,U,4,0.071,0.108,0.108,0.071,0,0,0,0,0,0,3.7,3.7,0,2
2018,B1-2,noharvest,submesic mature,B1,B1-2,B1,2,,3,U,3,0.241,0.06,0.241,0.06,0,0,0,0,12.7,3.6,9.1,15.3,0,3
2018,B1-4,noharvest,submesic mature,B1,B1-4,B1,4,,3,Ep,2,0.296,0.01,0.296,0.01,0,270,270,0,6.4,0,6.4,27.6,3,0
2018,B5-4,light,mesic mature,B5,B5-4,B5,4,,14,U,4,0.123,0.14,0.14,0.123,0,0,0,0,0,0,1.9,1.9,0,3
2018,C1-3,noharvest,mesic mature,C1,C1-3,C1,3,,8,U,5,0.247,0.36,0.36,0.247,0,0,0,0,3,0,3,4,0,3
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,4,U,3,0.195,0.164,0.195,0.164,30,0,30,0,0,0,3.6,3.6,0,2
2018,C3-2,light,subhygric mature,C3,C3-2,C3,2,,16,Hw,4,0.109,0.068,0.109,0.068,15,0,15,0,1.6,0,1.6,3.7,3,2
2018,A2-3,light,submesic mature,A2,A2-3,A2,3,,7,U,3,0.11,0.07,0.11,0.07,2,0,2,0,0,0,3.5,3.5,0,3
2018,A1-4,clearcut,submesic mature,A1,A1-4,A1,4,,12,Ep,4,0.355,0.376,0.376,0.355,0,0,0,0,3.4,5.6,2.2,12.2,2,2
2018,B3-4-M,heavy,submesic mature,B3,B3-4,B3 M,4,M,15,Hw,3,0.265,0.066,0.265,0.066,0,0,0,0,4.9,12.8,7.9,14.3,2,3
2018,A3-2,clearcut,subhygric mature,A3,A3-2,A3,2,,3,U,4,0.252,0.12,0.252,0.12,0,0,0,0,7.6,0,7.6,15.1,0,3
2018,A2-0,light,submesic mature,A2,A2-0,A2,0,,7,U,4,0.047,0.105,0.105,0.047,0,0,0,0,0,0,4.7,4.7,0,3
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,6,U,3,0.127,0.076,0.127,0.076,0,20,20,0,2.4,0,2.4,5.4,0,2
2018,A2-3,light,submesic mature,A2,A2-3,A2,3,,8,Sx,3,0.11,0.084,0.11,0.084,7,0,7,0,0.9,0,0.9,3.1,2,1
2018,A4-3,noharvest,subhygric mature,A4,A4-3,A4,3,,3,Cw,3,0.174,0.304,0.304,0.174,0,250,250,0,5,0,5,21,1,3
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,17,Sx,2,0.43,0.246,0.43,0.246,110,0,110,0,0,0,2.5,2.5,3,2
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,7,U,3,0.175,0.164,0.175,0.164,0,0,0,0,0,0,2.1,2.1,0,2
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,8,Hw,4,0.144,0.092,0.144,0.092,10,124,124,10,0,0,4.3,4.3,1,2
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,9,Hw,3,0.322,0.05,0.322,0.05,22,237,237,22,6.9,19.1,12.2,20.2,2,2
2018,B2-1-M,heavy,subhygric mature,B2,B2-1,B2 M,1,M,4,Ep,4,0.21,0.136,0.21,0.136,0,0,0,0,10,0,10,10.7,3,3
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,2,Hw,3,0.315,0.09,0.315,0.09,0,0,0,0,5.9,0,5.9,17.4,1,3
2018,C3-3,light,subhygric mature,C3,C3-3,C3,3,,4,Hw,4,0.145,0.138,0.145,0.138,0,0,0,0,0,0,1.6,1.6,3,1
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,10,U,4,0.195,0.145,0.195,0.145,0,0,0,0,0,0,4.3,4.3,0,2
2018,C3-3,light,subhygric mature,C3,C3-3,C3,3,,5,Hw,3,0.119,0.15,0.15,0.119,55,0,55,0,0,0,1.6,1.6,3,3
2018,A3-4,clearcut,subhygric mature,A3,A3-4,A3,4,,17,Ep,4,0.122,0.36,0.36,0.122,0,0,0,0,4.5,0,4.5,19.4,3,2
2018,C1-1,noharvest,mesic mature,C1,C1-1,C1,1,,15,Hw,3,0.07,0.255,0.255,0.07,22,0,22,0,9.4,0,9.4,13.9,0,1
2018,B3-4-M,heavy,submesic mature,B3,B3-4,B3 M,4,M,13,Hw,2,0.126,0.215,0.215,0.126,20,10,20,10,1.1,11.7,10.6,13.2,3,2
2018,B2-2-M,heavy,subhygric mature,B2,B2-2,B2 M,2,M,7,Hw,4,0.237,0.195,0.237,0.195,0,7,7,0,7,0,7,8,2,2
2018,B3-1-O,heavy,submesic mature,B3,B3-1,B3 O,1,O,3,Hw,4,0.2,0.299,0.299,0.2,0,0,0,0,2.5,7.6,5.1,12.8,0,3
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,11,Hw,3,0.01,0.225,0.225,0.01,19,0,19,0,2.1,0,2.1,8.3,1,3
2018,A2-2,light,submesic mature,A2,A2-2,A2,2,,7,U,4,0.129,0.09,0.129,0.09,0,0,0,0,1.4,0,1.4,2.3,0,3
2018,C3-3,light,subhygric mature,C3,C3-3,C3,3,,11,Cw,1,0.122,0.01,0.122,0.01,67,157,157,67,5.5,0,5.5,7.7,3,1
2018,B3-0-M,heavy,submesic mature,B3,B3-0,B3 M,0,M,6,Ep,4,0.34,0.28,0.34,0.28,0,0,0,0,0,0,3.5,3.5,2,2
2018,A2-2,light,submesic mature,A2,A2-2,A2,2,,8,U,3,0.152,0.13,0.152,0.13,8,0,8,0,0,0,1.4,1.4,0,3
2018,B1-4,noharvest,submesic mature,B1,B1-4,B1,4,,12,Hw,1,0.01,0.341,0.341,0.01,76,25,76,25,16.1,22.2,6.1,30.1,3,0
2018,B5-1,light,mesic mature,B5,B5-1,B5,1,,17,U,4,0.108,0.03,0.108,0.03,0,0,0,0,4.6,0,4.6,5.2,1,3
2018,A1-1,clearcut,submesic mature,A1,A1-1,A1,1,,35,U,4,0.138,0.099,0.138,0.099,0,0,0,0,1.3,0,1.3,2.4,0,3
2018,A2-2,light,submesic mature,A2,A2-2,A2,2,,1,Hw,3,0.049,0.102,0.102,0.049,7,25,25,7,2.2,3.2,1,4.2,2,3
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,12,U,3,0.094,0.285,0.285,0.094,38,10,38,10,2,0,2,7.5,0,3
2018,B3-0-O,heavy,submesic mature,B3,B3-0,B3 O,0,O,2,Act,3,0.24,0.2,0.24,0.2,0,0,0,0,7.5,0,7.5,12.2,1,1
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,13,Hw,3,0.88,0.52,0.88,0.52,0,30,30,0,1.5,0,8.2,9.7,2,2
2018,A4-3,noharvest,subhygric mature,A4,A4-3,A4,3,,6,Cw,3,0.27,0.039,0.27,0.039,45,70,70,45,9.9,0,9.9,26.4,2,1
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,15,Hw,3,0.6,0.7,0.7,0.6,0,0,0,0,4.8,0,4.8,12.7,2,3
2018,C3-2,light,subhygric mature,C3,C3-2,C3,2,,23,Bl,2,0.112,0.01,0.112,0.01,0,100,100,0,5,0,5,8.3,1,1
2018,B3-0-M,heavy,submesic mature,B3,B3-0,B3 M,0,M,13,Hw,3,0.032,0.38,0.38,0.032,4,24,24,4,26.1,20.9,5.2,27.8,3,1
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,13,U,4,0.286,0.165,0.286,0.165,0,0,0,0,0,0,7,7,0,3
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,16,Hw,3,0.55,0.67,0.67,0.55,179,0,179,0,0.7,0,0.7,4.5,1,1
2018,A2-2,light,submesic mature,A2,A2-2,A2,2,,10,U,4,0.12,0.15,0.15,0.12,0,0,0,0,0,0,1.4,1.4,0,3
2018,C2-4-O,heavy,mesic mature,C2,C2-4,C2 O,4,O,5,Cw,3,0.168,0.58,0.58,0.168,45,0,45,0,2.1,0,2.1,28.3,3,3
2018,A3-4,clearcut,subhygric mature,A3,A3-4,A3,4,,3,Ep,4,0.094,0.26,0.26,0.094,6,0,6,0,10.1,0,10.1,22.5,3,2
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,17,Hw,3,0.55,0.9,0.9,0.55,0,0,0,0,2.8,11.1,8.3,17.5,2,3
2018,B1-3,noharvest,submesic mature,B1,B1-3,B1,3,,8,U,3,0.339,0.195,0.339,0.195,50,32,50,32,5.2,0,5.2,7.7,0,3
2018,C3-3,light,subhygric mature,C3,C3-3,C3,3,,18,Hw,4,0.11,0.13,0.13,0.11,0,0,0,0,0,0,1.8,1.8,3,2
2018,C2-0-O,heavy,mesic mature,C2,C2-0,C2 O,0,O,2,Pl,1,0.01,0.37,0.37,0.01,45,90,90,45,6,0,6,29.7,3,0
2018,C2-4-O,heavy,mesic mature,C2,C2-4,C2 O,4,O,11,U,3,0.364,0.3,0.364,0.3,0,0,0,0,3.7,0,3.7,7.3,0,3
2018,C2-4-O,heavy,mesic mature,C2,C2-4,C2 O,4,O,8,U,4,0.33,0.5,0.5,0.33,0,0,0,0,2.3,0,2.3,17.4,0,3
2018,B4-2,clearcut,mesic mature,B4,B4-2,B4,2,,8,Hw,3,0.199,0.355,0.355,0.199,18,0,18,0,5,0,5,5.8,1,2
2018,C2-2-M,heavy,mesic mature,C2,C2-2,C2 M,2,M,7,U,4,0.244,0.21,0.244,0.21,0,0,0,0,8,0,8,9.3,0,3
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,2,U,5,0.31,0.118,0.31,0.118,0,0,0,0,0,0,7.6,7.6,0,3
2018,C3-1,light,subhygric mature,C3,C3-1,C3,1,,9,Bl,2,0.106,0.01,0.106,0.01,0,6.5,6.5,0,1.5,0,1.5,8.5,2,1
2018,B2-2-O,heavy,subhygric mature,B2,B2-2,B2 O,2,O,16,Hw,3,0.435,0.149,0.435,0.149,0,99,99,0,14.5,18.5,4,25.4,0,0
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,18,Hw,3,0.6,0.7,0.7,0.6,0,50,50,0,0.9,0,0.9,4,0,1
2018,B2-2-O,heavy,subhygric mature,B2,B2-2,B2 O,2,O,9,Sx,3,0.015,0.28,0.28,0.015,6,3,6,3,13.3,2.5,10.8,21,2,3
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,19,Hw,3,0.353,0.268,0.353,0.268,65,0,65,0,0.7,0,0.7,3.1,2,2
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,20,Hw,3,0.4,0.7,0.7,0.4,0,27,27,0,1.3,0,1.3,3.9,0,2
2018,B5-3,light,mesic mature,B5,B5-3,B5,3,,10,Cw,1,0.1,0.01,0.1,0.01,0,310,310,0,0,0,9.2,9.2,3,0
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,3,Hw,3,0.244,0.325,0.325,0.244,0,0,0,0,5.4,0,5.4,17.5,1,3
2018,A4-4,noharvest,subhygric mature,A4,A4-4,A4,4,,7,Hw,1,0.06,0.284,0.284,0.06,90,90,90,90,14.4,3.7,10.7,23.3,3,3
2018,C2-1-M,heavy,mesic mature,C2,C2-1,C2 M,1,M,7,U,4,0.298,0.205,0.298,0.205,0,0,0,0,0,0,7,7,0,3
2018,B3-1-M,heavy,submesic mature,B3,B3-1,B3 M,1,M,1,Ep,3,0.204,0.344,0.344,0.204,10,0,10,0,5.8,0,5.8,13.3,3,2
2018,A2-4,light,submesic mature,A2,A2-4,A2,4,,8,U,4,0.193,0.197,0.197,0.193,0,0,0,0,0,0,0.7,0.7,1,3
2018,B1-4,noharvest,submesic mature,B1,B1-4,B1,4,,8,Hw,2,0.05,0.303,0.303,0.05,30,50,50,30,6.5,16.4,9.9,25.4,3,0
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,21,U,3,0.16,0.26,0.26,0.16,0,90,90,0,0.8,0,0.8,2.1,0,2
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,22,Cw,3,0.21,0.22,0.22,0.21,0,140,140,0,0,0,3.5,3.5,2,3
2018,A2-4,light,submesic mature,A2,A2-4,A2,4,,12,U,4,0.185,0.177,0.185,0.177,0,0,0,0,0,0,0.8,0.8,0,3
2018,B2-0-M,heavy,subhygric mature,B2,B2-0,B2 M,0,M,17,Sx,1,0.1,0.5,0.5,0.1,8,7.5,8,7.5,3.7,0,3.7,23.8,3,0
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,6,Act,2,0.306,0.201,0.306,0.201,0,0,0,0,0.6,7.9,7.3,13.8,2,1
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,14,Sx,2,0.01,0.76,0.76,0.01,100,40,100,40,1.7,0,1.7,33,3,0
2018,A2-1,light,submesic mature,A2,A2-1,A2,1,,14,U,4,0.103,0.101,0.103,0.101,3,0,3,0,1.5,0,1.5,2.5,0,3
2018,A2-3,light,submesic mature,A2,A2-3,A2,3,,14,U,3,0.113,0.04,0.113,0.04,4,0,4,0,2.4,0,2.4,3.6,0,3
2018,A4-3,noharvest,subhygric mature,A4,A4-3,A4,3,,5,Cw,5,0.28,0.6,0.6,0.28,0,0,0,0,4.7,7,2.3,27.6,0,3
2018,A3-2,clearcut,subhygric mature,A3,A3-2,A3,2,,20,Ep,3,0.18,0.39,0.39,0.18,0,0,0,0,3.4,8.9,5.5,20.6,2,2
2018,A1-1,clearcut,submesic mature,A1,A1-1,A1,1,,36,U,4,0.087,0.1,0.1,0.087,0,0,0,0,0,0,1.4,1.4,0,3
2018,C2-4-O,heavy,mesic mature,C2,C2-4,C2 O,4,O,3,Cw,3,0.337,0.54,0.54,0.337,0,0,0,0,2.6,0,2.6,7.8,0,3
2018,D5-2,light,mesic oldgrowth,D5,D5-2,D5,2,,23,Hw,1,0.01,0.207,0.207,0.01,750,0,750,0,7.2,7.6,0.4,11.8,3,0
2018,A2-4,light,submesic mature,A2,A2-4,A2,4,,10,U,4,0.133,0.131,0.133,0.131,0,0,0,0,0,0,1.3,1.3,0,3
2018,B5-1,light,mesic mature,B5,B5-1,B5,1,,19,U,4,0.146,0.126,0.146,0.126,0,0,0,0,0,0,1.1,1.1,0,3
2018,C3-2,light,subhygric mature,C3,C3-2,C3,2,,3,U,3,0.067,0.104,0.104,0.067,60,0,60,0,0,0,2.5,2.5,0,0
2018,D5-3,light,mesic oldgrowth,D5,D5-3,D5,3,,9,Hw,3,0.06,0.272,0.272,0.06,0,0,0,0,5.6,11.6,6,17.6,1,2
2018,B1-2,noharvest,submesic mature,B1,B1-2,B1,2,,8,Hw,3,0.33,0.045,0.33,0.045,0,0,0,0,4.4,14.4,10,23.2,0,1
2018,B5-3,light,mesic mature,B5,B5-3,B5,3,,16,U,4,0.124,0.114,0.124,0.114,0,6,6,0,1.2,0,1.2,1.4,0,1
2018,A1-4,clearcut,submesic mature,A1,A1-4,A1,4,,5,U,4,0.24,0.234,0.24,0.234,0,0,0,0,0,0,10.1,10.1,0,3
2018,C2-4-O,heavy,mesic mature,C2,C2-4,C2 O,4,O,18,U,3,0.304,0.33,0.33,0.304,2,0,2,0,5.7,0,5.7,7.6,0,3
2018,C1-3,noharvest,mesic mature,C1,C1-3,C1,3,,2,Hw,3,0.328,0.243,0.328,0.243,40,140,140,40,0.8,7.7,6.9,13.7,2,2
2018,A4-4,noharvest,subhygric mature,A4,A4-4,A4,4,,6,Hw,3,0.327,0.05,0.327,0.05,0,14,14,0,12.3,1.7,10.6,21.3,2,3
2018,B3-0-M,heavy,submesic mature,B3,B3-0,B3 M,0,M,12,Hw,2,0.082,0.4,0.4,0.082,0,18,18,0,24.3,17.3,7,25.8,3,2
2018,D5-3,light,mesic oldgrowth,D5,D5-3,D5,3,,13,U,4,0.25,0.296,0.296,0.25,0,0,0,0,2,0,2,6.5,0,3
2018,A3-4,clearcut,subhygric mature,A3,A3-4,A3,4,,9,Ep,4,0.341,0.2,0.341,0.2,0,0,0,0,0.6,8.5,7.9,19.8,3,3
2018,D5-3,light,mesic oldgrowth,D5,D5-3,D5,3,,4,Hw,3,0.213,0.03,0.213,0.03,22,35,35,22,2.5,0,2.5,17.1,1,1
2018,A4-2,noharvest,subhygric mature,A4,A4-2,A4,2,,23,Hw,3,0.32,0.14,0.32,0.14,34,6,34,6,0.9,11.5,10.6,11.9,2,0
2018,A2-4,light,submesic mature,A2,A2-4,A2,4,,11,U,4,0.119,0.134,0.134,0.119,0,0,0,0,0,0,1.2,1.2,0,3
2018,B5-4,light,mesic mature,B5,B5-4,B5,4,,6,U,4,0.319,0.319,0.319,0.319,0,0,0,0,0,0,0.2,0.2,0,3
2018,C2-3-O,heavy,mesic mature,C2,C2-3,C2 O,3,O,1,Cw,3,0.3,0.17,0.3,0.17,25,0,25,0,11,0,11,15.6,1,3
2018,A3-3,clearcut,subhygric mature,A3,A3-3,A3,3,,14,Cw,3,0.83,0.79,0.83,0.79,0,0,0,0,0,0,1,1,1,1
2018,C3-3,light,subhygric mature,C3,C3-3,C3,3,,38,U,4,0.129,0.202,0.202,0.129,4,0,4,0,0,0,0.6,0.6,0,3
2018,A3-2,clearcut,subhygric mature,A3,A3-2,A3,2,,29,Ep,3,0.28,0.214,0.28,0.214,0,0,0,0,10.6,0,10.6,7,2,3
2018,D5-3,light,mesic oldgrowth,D5,D5-3,D5,3,,3,Hw,3,0.018,0.185,0.185,0.018,26,0,26,0,4,0,4,17.5,1,0
2018,D5-3,light,mesic oldgrowth,D5,D5-3,D5,3,,5,U,3,0.122,0.03,0.122,0.03,0,25,25,0,0.4,0,0.4,11.2,0,3
2018,B1-3,noharvest,submesic mature,B1,B1-3,B1,3,,9,Sx,2,0.403,0.11,0.403,0.11,0,44,44,0,8.1,0,8.1,27.6,2,1
2018,B3-3-O,heavy,submesic mature,B3,B3-3,B3 O,3,O,1,Hw,3,0.417,0.28,0.417,0.28,0,0,0,0,5.7,0,5.7,15.3,3,3
2018,D5-3,light,mesic oldgrowth,D5,D5-3,D5,3,,14,U,3,0.05,0.1,0.1,0.05,0,0,0,0,0,0,2.8,2.8,0,1
2018,B1-3,noharvest,submesic mature,B1,B1-3,B1,3,,7,Hw,4,0.67,0.198,0.67,0.198,0,0,0,0,3.1,0,3.1,9.2,2,3
2018,B5-0,light,mesic mature,B5,B5-0,B5,0,,5,U,3,0.112,0.1,0.112,0.1,0,0,0,0,0.7,0,0.7,1.5,0,3
2018,D5-3,light,mesic oldgrowth,D5,D5-3,D5,3,,7,U,4,0.07,0.11,0.11,0.07,0,0,0,0,0.4,0,0.4,1.2,0,3
2018,C3-3,light,subhygric mature,C3,C3-3,C3,3,,19,At,4,0.159,0.137,0.159,0.137,0,0,0,0,0,0,0.7,0.7,1,0
