Year,Unit,Treatment,Block,TreatmentUnit,TreatmentType,TreatmentUnitType,Plot,Subplot,CWD_piece,Sp,Decay,Diam1m,Diam2m,large_diam,small_diam,Elev1,Elev2,high_elev,low_elev,Lngth2bndry1,Lngth2bndry2,LngthInPlot,Lngth2end,Bark,Growth
2018,C3-0,light,subhygric mature,C3,C3-0,C3,0,,2,Hw,3,0.12,0.109,0.12,0.109,15,0,15,0,0,0,1.2,1.2,2,3
2018,D5-3,light,mesic oldgrowth,D5,D5-3,D5,3,,12,U,4,0.12,0.07,0.12,0.07,0,0,0,0,0,0,0.5,0.5,0,2
2018,B2-0-M,heavy,subhygric mature,B2,B2-0,B2 M,0,M,3,Hw,3,0.041,0.47,0.47,0.041,0,0,0,0,7.3,0,7.3,29.8,2,2
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,1,U,3,0.114,0.124,0.124,0.114,0,54,54,0,2.3,0,2.3,2.9,0,3
2018,C2-3-O,heavy,mesic mature,C2,C2-3,C2 O,3,O,8,U,4,0.2,0.39,0.39,0.2,0,0,0,0,8.5,0,8.5,9.3,0,3
2018,A4-3,noharvest,subhygric mature,A4,A4-3,A4,3,,7,Hw,3,0.025,0.389,0.389,0.025,0,40,40,0,3,14,11,28.3,3,2
2018,B2-2-O,heavy,subhygric mature,B2,B2-2,B2 O,2,O,10,Sx,3,0.142,0.4,0.4,0.142,0,0,0,0,5.1,15.5,10.4,26,1,0
2018,C3-0,light,subhygric mature,C3,C3-0,C3,0,,17,U,3,0.1,0.125,0.125,0.1,0,35,35,0,0,0,1.1,1.1,0,2
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,2,U,3,0.149,0.164,0.164,0.149,0,0,0,0,0,0,3,3,0,3
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,16,Sx,2,0.179,0.8,0.8,0.179,0,50,50,0,0,0,3.2,3.2,1,3
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,3,U,4,0.195,0.23,0.23,0.195,0,0,0,0,0,0,2.7,2.7,0,3
2018,C2-3-O,heavy,mesic mature,C2,C2-3,C2 O,3,O,10,U,4,0.13,0.44,0.44,0.13,0,0,0,0,3,13.5,10.5,15.5,0,3
2018,B5-3,light,mesic mature,B5,B5-3,B5,3,,18,U,4,0.124,0.09,0.124,0.09,0,0,0,0,0,0,1.1,1.1,0,3
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,4,Hw,3,0.127,0.05,0.127,0.05,0,0,0,0,0,0,1.7,1.7,0,3
2018,B2-0-M,heavy,subhygric mature,B2,B2-0,B2 M,0,M,6,Cw,3,0.076,0.7,0.7,0.076,47,82,82,47,5.1,0,5.1,35,2,2
2018,B5-3,light,mesic mature,B5,B5-3,B5,3,,19,Hw,4,0.106,0.07,0.106,0.07,105,30,105,30,0,0,1.5,1.5,2,2
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,5,Hw,3,0.325,0.58,0.58,0.325,0,27,27,0,2.1,0,2.1,11.6,1,2
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,6,U,3,0.195,0.154,0.195,0.154,0,0,0,0,0,0,2.3,2.3,0,3
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,9,U,3,0.17,0.115,0.17,0.115,0,20,20,0,0,0,2.3,2.3,0,3
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,7,U,4,0.7,0.359,0.7,0.359,0,0,0,0,0.5,5,4.5,17.6,0,3
2018,C2-4-O,heavy,mesic mature,C2,C2-4,C2 O,4,O,2,U,3,0.274,0.46,0.46,0.274,30,0,30,0,12.1,2,10.1,16,0,3
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,10,U,3,0.141,0.128,0.141,0.128,0,0,0,0,0,0,3.1,3.1,0,3
2018,A2-2,light,submesic mature,A2,A2-2,A2,2,,18,U,4,0.1,0.09,0.1,0.09,12,0,12,0,0,0,1.3,1.3,0,3
2018,A4-1,noharvest,subhygric mature,A4,A4-1,A4,1,,1,Bl,2,0.433,0.28,0.433,0.28,0,0,0,0,1.3,12.7,11.4,27.5,3,2
2018,B5-1,light,mesic mature,B5,B5-1,B5,1,,18,Ep,4,0.113,0.086,0.113,0.086,3,0,3,0,0,0,1.1,1.1,2,3
2018,C3-4,light,subhygric mature,C3,C3-4,C3,4,,8,U,4,0.156,0.156,0.156,0.156,0,0,0,0,0,0,0.5,0.5,0,3
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,12,U,3,0.19,0.187,0.19,0.187,0,27,27,0,0,0,2.1,2.1,0,3
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,13,U,3,0.195,0.114,0.195,0.114,25,0,25,0,0,0,1.7,1.7,2,3
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,14,Hw,3,0.238,0.34,0.34,0.238,0,0,0,0,2.4,0,2.4,7.3,1,2
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,15,Hw,1,0.01,0.445,0.445,0.01,0,20,20,0,1.9,0,1.9,39,3,1
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,16,U,4,0.238,0.3,0.3,0.238,0,0,0,0,0,0,3.2,3.2,0,3
2018,A4-3,noharvest,subhygric mature,A4,A4-3,A4,3,,2,U,4,0.481,1.06,1.06,0.481,0,0,0,0,2,10.4,8.4,11.2,0,3
2018,D5-4,light,mesic oldgrowth,D5,D5-4,D5,4,,17,U,3,0.093,0.26,0.26,0.093,7,0,7,0,0.2,0,0.2,8,0,3
