Year,Treatment,Block,Stand,Unique_plot,Plot,Diam_cm,Ht_cm,Sp,Decay
1993,light,mesic oldgrowth,D5,112,5,24,0,Cw,1
1993,light,mesic oldgrowth,D5,112,5,46,30,Hw,1
1993,light,mesic oldgrowth,D5,112,5,14,0,U,3
1993,light,mesic oldgrowth,D5,112,5,15,0,Hw,1
1993,light,mesic oldgrowth,D5,112,5,45,0,Hw,1
1993,light,mesic oldgrowth,D5,112,5,12,0,U,2
1993,light,mesic oldgrowth,D5,112,5,73,0,Hw,1
1993,light,mesic oldgrowth,D5,112,5,32,0,U,2
1993,light,mesic oldgrowth,D5,112,5,10,0,U,2
1993,light,mesic oldgrowth,D5,112,5,36,0,Hw,3
1993,light,mesic oldgrowth,D5,112,5,37,0,Hw,3
1993,light,mesic oldgrowth,D5,113,7,19,0,Hw,1
1993,light,mesic oldgrowth,D5,113,7,11,16,Hw,1
1993,light,mesic oldgrowth,D5,113,7,13,0,Ba,1
1993,light,mesic oldgrowth,D5,113,7,47,20,Hw,1
1993,light,mesic oldgrowth,D5,113,7,12,10,Hw,1
1993,light,mesic oldgrowth,D5,113,7,12,0,Hw,1
1993,light,mesic oldgrowth,D5,113,7,63,0,Hw,1
1993,light,mesic oldgrowth,D5,113,7,13,0,Ba,1
1993,light,mesic oldgrowth,D5,113,7,20,20,U,2
1993,light,mesic oldgrowth,D5,113,7,11,10,Hw,1
1993,light,mesic oldgrowth,D5,114,10,25,20,Ba,1
1993,light,mesic oldgrowth,D5,114,10,49,0,Hw,1
1993,light,mesic oldgrowth,D5,114,10,11,30,U,2
1993,light,mesic oldgrowth,D5,114,10,11,100,Hw,1
1993,light,mesic oldgrowth,D5,114,10,33,0,Hw,3
1993,light,mesic oldgrowth,D5,114,10,33,100,Hw,1
1993,light,mesic oldgrowth,D5,114,10,23,100,Hw,1
1993,light,mesic oldgrowth,D5,114,10,50,0,U,3
1993,light,mesic oldgrowth,D5,114,10,18,0,U,2
1993,light,mesic oldgrowth,D5,114,10,44,0,Hw,1
1993,light,mesic oldgrowth,D5,114,10,16,0,U,2
1993,light,mesic oldgrowth,D5,114,10,61,0,Hw,2
1993,light,mesic oldgrowth,D5,114,10,33,0,Hw,3
1993,light,mesic oldgrowth,D5,114,10,38,70,Hw,1
1993,light,mesic oldgrowth,D5,114,10,14,0,U,2
1993,light,mesic oldgrowth,D5,114,10,42,20,Hw,1
1993,light,mesic oldgrowth,D5,114,10,28,17,Hw,2
1993,light,mesic oldgrowth,D5,114,10,28,30,U,2
1993,light,mesic oldgrowth,D5,114,10,24,40,Ba,1
1993,light,mesic oldgrowth,D5,114,10,11,25,U,2
1993,light,mesic oldgrowth,D5,114,10,21,30,U,2
1993,light,mesic oldgrowth,D5,114,10,28,0,U,2
1993,light,mesic oldgrowth,D5,114,10,22,0,U,3
1993,light,mesic oldgrowth,D5,114,10,18,0,Ba,1
1993,light,mesic oldgrowth,D5,114,10,37,0,Ba,1
1993,light,mesic oldgrowth,D5,114,10,30,0,Ba,1
1993,light,mesic oldgrowth,D5,114,10,29,40,Ba,1
1993,light,mesic oldgrowth,D5,114,10,12,36,Hw,1
1993,light,mesic oldgrowth,D5,114,10,23,21,Ba,1
1993,light,mesic oldgrowth,D5,114,10,19,52,Hw,1
1993,light,mesic oldgrowth,D5,114,10,19,50,U,1
1993,light,mesic oldgrowth,D5,114,10,56,0,U,2
1993,light,mesic oldgrowth,D5,114,10,26,25,Hw,1
1993,light,mesic oldgrowth,D5,114,10,54,0,Hw,1
1993,light,mesic oldgrowth,D5,114,10,45,0,Hw,1
1993,light,mesic oldgrowth,D5,114,10,22,50,Ba,1
1993,light,mesic oldgrowth,D5,114,10,13,20,U,2
1993,light,mesic oldgrowth,D5,114,10,33,0,U,2
1993,light,mesic oldgrowth,D5,114,10,24,50,Ba,1
1993,light,mesic oldgrowth,D5,114,10,26,0,Ba,1
1993,light,mesic oldgrowth,D5,115,11,13,54,Ba,1
1993,light,mesic oldgrowth,D5,115,11,20,0,U,3
1993,light,mesic oldgrowth,D5,115,11,28,0,U,2
1993,light,mesic oldgrowth,D5,115,11,32,0,U,2
1993,light,mesic oldgrowth,D5,115,11,15,10,Hw,1
1993,light,mesic oldgrowth,D5,115,11,10,0,U,2
1993,light,mesic oldgrowth,D5,115,11,32,0,U,3
1993,light,mesic oldgrowth,D5,115,11,35,0,U,4
1993,light,mesic oldgrowth,D5,115,11,34,0,Hw,3
1993,light,mesic oldgrowth,D5,115,11,20,40,Ba,1
1993,light,mesic oldgrowth,D5,115,11,12,10,U,2
1993,light,mesic oldgrowth,D5,115,11,12,37,Ba,1
1993,light,mesic oldgrowth,D5,115,11,21,0,U,4
1993,light,mesic oldgrowth,D5,116,12,39,0,Hw,1
1993,light,mesic oldgrowth,D5,116,12,26,0,U,4
1993,light,mesic oldgrowth,D5,116,12,10,0,Ba,1
1993,light,mesic oldgrowth,D5,116,12,11,0,Hw,1
1993,light,mesic oldgrowth,D5,116,12,35,0,Hw,2
1993,light,mesic oldgrowth,D5,116,12,12,0,Hw,1
1993,light,mesic oldgrowth,D5,116,12,57,0,Hw,1
1993,light,mesic oldgrowth,D5,116,12,11,0,Hw,1
1993,light,mesic oldgrowth,D5,116,12,25,0,U,3
1993,light,mesic oldgrowth,D5,116,12,40,0,Hw,1
1993,light,mesic oldgrowth,D5,116,12,10,0,U,4
1993,light,mesic oldgrowth,D5,116,12,17,0,U,2
1993,light,mesic oldgrowth,D5,116,12,15,19,U,2
1993,light,mesic oldgrowth,D5,116,12,13,0,U,2
1993,light,mesic oldgrowth,D5,116,12,27,0,U,3
1993,light,mesic oldgrowth,D5,116,12,15,12,Ba,1
1993,light,mesic oldgrowth,D5,116,12,16,0,Ba,1
1993,light,mesic oldgrowth,D5,116,12,14,0,U,2
1993,light,mesic oldgrowth,D5,116,12,20,0,U,2
1993,light,mesic oldgrowth,D5,116,12,27,0,U,2
1993,light,mesic oldgrowth,D5,116,12,13,10,U,2
1993,light,mesic oldgrowth,D5,116,12,35,21,Hw,2
1993,light,mesic oldgrowth,D5,116,12,15,0,Hw,2
1993,light,mesic oldgrowth,D5,116,12,11,10,U,3
1993,light,mesic oldgrowth,D5,117,13,12,0,Hw,1
1993,light,mesic oldgrowth,D5,117,13,10,10,Ba,1
1993,light,mesic oldgrowth,D5,117,13,11,1,Ba,1
1993,light,mesic oldgrowth,D5,117,13,16,0,U,2
1993,light,mesic oldgrowth,D5,117,13,10,5,Hw,1
1993,light,mesic oldgrowth,D5,117,13,42,0,U,3
1993,light,mesic oldgrowth,D5,117,13,11,25,Ba,1
1993,light,mesic oldgrowth,D5,117,13,14,0,Hw,1
1993,light,mesic oldgrowth,D5,117,13,20,10,U,3
1993,light,mesic oldgrowth,D5,117,13,19,2,U,3
1993,light,mesic oldgrowth,D5,117,13,24,0,U,3
1993,light,mesic oldgrowth,D5,117,13,39,0,Hw,1
1993,light,mesic oldgrowth,D5,117,13,16,0,Bl,2
1993,light,mesic oldgrowth,D5,117,13,13,0,Hw,1
1993,light,mesic oldgrowth,D5,118,14,40,0,U,2
1993,light,mesic oldgrowth,D5,118,14,35,0,U,3
1993,light,mesic oldgrowth,D5,118,14,16,0,Ba,1
1993,light,mesic oldgrowth,D5,118,14,19,15,Ba,1
1993,light,mesic oldgrowth,D5,118,14,16,22,Hw,1
1993,light,mesic oldgrowth,D5,118,14,47,0,Ba,1
1993,light,mesic oldgrowth,D5,118,14,14,0,U,3
1993,light,mesic oldgrowth,D5,118,14,10,0,U,2
1993,light,mesic oldgrowth,D5,118,14,11,0,U,3
1993,light,mesic oldgrowth,D5,118,14,11,0,Ba,1
1993,light,mesic oldgrowth,D5,118,14,14,65,Hw,1
1993,light,mesic oldgrowth,D5,118,14,12,36,Hw,1
1993,light,mesic oldgrowth,D5,118,14,18,45,Ba,1
1993,light,mesic oldgrowth,D5,118,14,39,0,U,4
1993,light,mesic oldgrowth,D5,118,14,18,0,Hw,1
1993,light,mesic oldgrowth,D5,118,14,13,20,Hw,1
1993,light,mesic oldgrowth,D5,118,14,27,0,Hw,1
1993,light,mesic oldgrowth,D5,118,14,11,0,Cw,1
1993,light,mesic oldgrowth,D5,118,14,21,0,Ba,1
1993,light,mesic oldgrowth,D5,118,14,33,0,Ba,1
1993,light,mesic oldgrowth,D5,118,14,17,0,Hw,1
1993,light,mesic oldgrowth,D5,118,14,22,0,Ba,1
1993,light,mesic oldgrowth,D5,118,14,14,22,Ba,1
1993,light,mesic oldgrowth,D5,119,18,10,17,Hw,2
1993,light,mesic oldgrowth,D5,119,18,28,0,Ba,2
1993,light,mesic oldgrowth,D5,119,18,25,0,Hw,2
1993,light,mesic oldgrowth,D5,119,18,42,0,U,3
1993,light,mesic oldgrowth,D5,119,18,28,0,U,3
1993,light,mesic oldgrowth,D5,119,18,39,0,U,4
1993,light,mesic oldgrowth,D5,119,18,23,0,U,2
1993,light,mesic oldgrowth,D5,119,18,24,0,U,3
1993,light,mesic oldgrowth,D5,119,18,19,10,Hw,1
1993,light,mesic oldgrowth,D5,119,18,27,0,U,3
1993,light,mesic oldgrowth,D5,119,18,23,0,Ba,1
1993,light,mesic oldgrowth,D5,119,18,17,0,U,2
1993,light,mesic oldgrowth,D5,119,18,35,25,U,2
1993,light,mesic oldgrowth,D5,119,18,57,0,U,3
1993,light,mesic oldgrowth,D5,119,18,25,50,Hw,1
1993,light,mesic oldgrowth,D5,120,22,14,0,U,1
1993,light,mesic oldgrowth,D5,120,22,20,0,U,2
1993,light,mesic oldgrowth,D5,120,22,14,100,Ba,1
1993,light,mesic oldgrowth,D5,120,22,29,20,Hw,1
1993,light,mesic oldgrowth,D5,120,22,50,0,U,3
1993,light,mesic oldgrowth,D5,120,22,15,20,Ba,1
1993,light,mesic oldgrowth,D5,120,22,30,0,Hw,1
1993,light,mesic oldgrowth,D5,120,22,10,0,U,2
1993,light,mesic oldgrowth,D5,120,22,13,28,Ba,1
1993,light,mesic oldgrowth,D5,120,22,44,30,Hw,1
1993,light,mesic oldgrowth,D5,120,22,24,50,Ba,2
1993,light,mesic oldgrowth,D5,120,22,40,30,Hw,1
1993,light,mesic oldgrowth,D5,120,22,14,30,Ba,1
1993,light,mesic oldgrowth,D5,120,22,50,30,Hw,1
1993,light,mesic oldgrowth,D5,120,22,23,20,Hw,1
1993,light,mesic oldgrowth,D5,120,22,21,40,Hw,1
1993,light,mesic oldgrowth,D5,120,22,16,0,U,3
1993,light,mesic oldgrowth,D5,120,22,12,20,Ba,1
1993,light,mesic oldgrowth,D5,120,22,18,0,Ba,1
1993,light,mesic oldgrowth,D5,120,22,24,0,U,3
1993,light,mesic oldgrowth,D5,120,22,12,38,Ba,1
1993,light,mesic oldgrowth,D5,120,22,19,25,Ba,1
1993,light,mesic oldgrowth,D5,120,22,13,50,Ba,1
1993,light,mesic oldgrowth,D5,120,22,11,15,Hw,1
1993,light,mesic oldgrowth,D5,120,22,10,14,Hw,1
1993,light,mesic oldgrowth,D5,120,22,10,0,Hw,1
1993,light,mesic oldgrowth,D5,120,22,10,0,Hw,1
1993,noharvest,subhygric mature,A4,121,1,18,0,U,3
1993,noharvest,subhygric mature,A4,121,1,17,0,U,4
1993,noharvest,subhygric mature,A4,121,1,10,0,U,4
1993,noharvest,subhygric mature,A4,121,1,23,0,U,3
1993,noharvest,subhygric mature,A4,121,1,11,0,Ep,1
1993,noharvest,subhygric mature,A4,121,1,11,0,Ep,1
1993,noharvest,subhygric mature,A4,121,1,13,0,U,3
1993,noharvest,subhygric mature,A4,121,1,14,0,U,4
1993,noharvest,subhygric mature,A4,121,1,11,0,Ep,1
1993,noharvest,subhygric mature,A4,121,1,14,0,Ep,4
1993,noharvest,subhygric mature,A4,121,1,15,18,Hw,2
1993,noharvest,subhygric mature,A4,121,1,17,0,Ep,1
1993,noharvest,subhygric mature,A4,121,1,14,0,Ep,2
1993,noharvest,subhygric mature,A4,121,1,25,0,U,4
1993,noharvest,subhygric mature,A4,121,1,27,0,U,3
1993,noharvest,subhygric mature,A4,121,1,16,0,U,2
1993,noharvest,subhygric mature,A4,122,4,10,0,Hw,3
1993,noharvest,subhygric mature,A4,122,4,10,0,U,2
1993,noharvest,subhygric mature,A4,122,4,15,30,U,2
1993,noharvest,subhygric mature,A4,122,4,45,0,Cw,2
1993,noharvest,subhygric mature,A4,122,4,40,0,U,3
1993,noharvest,subhygric mature,A4,122,4,20,0,U,3
1993,noharvest,subhygric mature,A4,122,4,12,15,U,2
1993,noharvest,subhygric mature,A4,122,4,21,0,U,2
1993,noharvest,subhygric mature,A4,122,4,11,30,Hw,1
1993,noharvest,subhygric mature,A4,122,4,28,40,Ep,2
1993,noharvest,subhygric mature,A4,122,4,20,30,Ep,1
1993,noharvest,subhygric mature,A4,122,4,21,10,Hw,1
1993,noharvest,subhygric mature,A4,122,4,21,10,Hw,1
1993,noharvest,subhygric mature,A4,122,4,20,40,Ep,1
1993,noharvest,subhygric mature,A4,122,4,28,50,Ep,2
1993,noharvest,subhygric mature,A4,122,4,12,0,U,2
1993,noharvest,subhygric mature,A4,122,4,12,0,U,3
1993,noharvest,subhygric mature,A4,122,4,52,20,Hw,1
1993,noharvest,subhygric mature,A4,122,4,21,22,Hw,1
1993,noharvest,subhygric mature,A4,122,4,21,28,Hw,1
1993,noharvest,subhygric mature,A4,122,4,11,0,Hw,1
1993,noharvest,subhygric mature,A4,122,4,20,40,Hw,1
1993,noharvest,subhygric mature,A4,122,4,20,22,Hw,1
1993,noharvest,subhygric mature,A4,122,4,17,17,Hw,1
1993,noharvest,subhygric mature,A4,122,4,12,0,U,1
1993,noharvest,subhygric mature,A4,122,4,42,0,U,3
1993,noharvest,subhygric mature,A4,122,4,17,0,Hw,3
1993,noharvest,subhygric mature,A4,122,4,18,10,Hw,1
1993,noharvest,subhygric mature,A4,123,8,33,0,Hw,2
1993,noharvest,subhygric mature,A4,123,8,35,0,Hw,1
1993,noharvest,subhygric mature,A4,123,8,51,0,U,3
1993,noharvest,subhygric mature,A4,123,8,41,65,Hw,1
1993,noharvest,subhygric mature,A4,123,8,29,30,U,2
1993,noharvest,subhygric mature,A4,123,8,22,0,U,2
1993,noharvest,subhygric mature,A4,123,8,21,0,U,2
1993,noharvest,subhygric mature,A4,123,8,33,25,U,2
1993,noharvest,subhygric mature,A4,123,8,28,0,U,3
1993,noharvest,subhygric mature,A4,123,8,38,30,U,2
1993,noharvest,subhygric mature,A4,123,8,12,50,Hw,2
1993,noharvest,subhygric mature,A4,123,8,17,40,U,2
1993,noharvest,subhygric mature,A4,123,8,23,0,Hw,1
1993,noharvest,subhygric mature,A4,123,8,15,34,Hw,1
1993,noharvest,subhygric mature,A4,123,8,10,10,Hw,1
1993,noharvest,subhygric mature,A4,123,8,35,0,U,4
1993,noharvest,subhygric mature,A4,123,8,10,42,Hw,2
1993,noharvest,subhygric mature,A4,123,8,17,0,U,4
1993,noharvest,subhygric mature,A4,123,8,24,0,U,3
1993,noharvest,subhygric mature,A4,123,8,23,0,U,3
1993,noharvest,subhygric mature,A4,124,11,11,10,U,2
1993,noharvest,subhygric mature,A4,124,11,52,0,U,3
1993,noharvest,subhygric mature,A4,124,11,10,0,Hw,1
1993,noharvest,subhygric mature,A4,124,11,12,10,Hw,1
1993,noharvest,subhygric mature,A4,124,11,15,53,Hw,1
1993,noharvest,subhygric mature,A4,124,11,31,0,U,3
1993,noharvest,subhygric mature,A4,124,11,10,5,Hw,1
1993,noharvest,subhygric mature,A4,124,11,10,35,Hw,1
1993,noharvest,subhygric mature,A4,124,11,24,14,Hw,1
1993,noharvest,subhygric mature,A4,124,11,10,0,Hw,2
1993,noharvest,subhygric mature,A4,124,11,22,0,Hw,1
1993,noharvest,subhygric mature,A4,124,11,26,100,Bl,1
1993,noharvest,subhygric mature,A4,124,11,13,0,Ep,1
1993,noharvest,subhygric mature,A4,124,11,51,35,Cw,1
1993,noharvest,subhygric mature,A4,124,11,17,0,Hw,1
1993,noharvest,subhygric mature,A4,124,11,10,46,Cw,1
1993,noharvest,subhygric mature,A4,124,11,13,20,Hw,1
1993,noharvest,subhygric mature,A4,124,11,11,16,U,2
1993,noharvest,subhygric mature,A4,124,11,15,0,U,2
1993,noharvest,subhygric mature,A4,124,11,12,24,U,2
1993,noharvest,subhygric mature,A4,124,11,22,0,U,2
1993,noharvest,subhygric mature,A4,125,12,34,0,U,3
1993,noharvest,subhygric mature,A4,125,12,22,0,U,3
1993,noharvest,subhygric mature,A4,125,12,16,0,U,2
1993,noharvest,subhygric mature,A4,125,12,20,10,U,2
1993,noharvest,subhygric mature,A4,125,12,15,0,U,2
1993,noharvest,subhygric mature,A4,125,12,13,0,Ep,2
1993,noharvest,subhygric mature,A4,125,12,20,0,Ep,1
1993,noharvest,subhygric mature,A4,125,12,16,0,U,2
1993,noharvest,subhygric mature,A4,125,12,14,51,Cw,1
1993,noharvest,subhygric mature,A4,125,12,18,57,Hw,1
1993,noharvest,subhygric mature,A4,125,12,20,0,U,3
1993,noharvest,subhygric mature,A4,125,12,15,0,U,2
1993,noharvest,subhygric mature,A4,125,12,15,28,U,2
1993,noharvest,subhygric mature,A4,125,12,11,50,Hw,2
1993,noharvest,subhygric mature,A4,125,12,12,0,U,4
1993,noharvest,subhygric mature,A4,125,12,17,28,Ep,1
1993,noharvest,subhygric mature,A4,125,12,16,55,Hw,2
1993,noharvest,subhygric mature,A4,125,12,34,10,Hw,2
1993,noharvest,subhygric mature,A4,125,12,16,10,Hw,2
1993,noharvest,subhygric mature,A4,125,12,23,0,U,4
1993,noharvest,subhygric mature,A4,125,12,19,0,Sx,2
1993,noharvest,subhygric mature,A4,125,12,12,38,Hw,1
1993,noharvest,subhygric mature,A4,125,12,30,26,U,2
1993,noharvest,subhygric mature,A4,125,12,26,25,U,2
1993,noharvest,subhygric mature,A4,125,12,24,0,U,3
1993,noharvest,subhygric mature,A4,126,15,35,0,U,3
1993,noharvest,subhygric mature,A4,126,15,47,27,U,3
1993,noharvest,subhygric mature,A4,126,15,36,0,U,2
1993,noharvest,subhygric mature,A4,126,15,39,0,U,3
1993,noharvest,subhygric mature,A4,126,15,12,0,U,2
1993,noharvest,subhygric mature,A4,126,15,20,10,Ep,1
1993,noharvest,subhygric mature,A4,126,15,18,5,U,2
1993,noharvest,subhygric mature,A4,126,15,11,0,U,3
1993,noharvest,subhygric mature,A4,126,15,11,0,U,2
1993,noharvest,subhygric mature,A4,126,15,11,0,U,3
1993,noharvest,subhygric mature,A4,126,15,19,19,U,2
1993,noharvest,subhygric mature,A4,126,15,18,5,U,2
1993,noharvest,subhygric mature,A4,126,15,14,25,Ep,4
1993,noharvest,subhygric mature,A4,126,15,10,12,U,4
1993,noharvest,subhygric mature,A4,126,15,13,0,U,4
1993,noharvest,subhygric mature,A4,126,15,25,0,U,4
1993,noharvest,subhygric mature,A4,126,15,10,7,U,2
1993,noharvest,subhygric mature,A4,126,15,15,10,U,2
1993,noharvest,subhygric mature,A4,126,15,10,40,Ep,1
1993,noharvest,subhygric mature,A4,126,15,18,0,U,2
1993,noharvest,subhygric mature,A4,126,15,39,0,U,4
1993,noharvest,subhygric mature,A4,126,15,38,0,U,3
1993,noharvest,subhygric mature,A4,126,15,42,0,U,2
1993,noharvest,subhygric mature,A4,126,15,17,32,Bl,1
1993,noharvest,subhygric mature,A4,127,17,11,7,Hw,3
1993,noharvest,subhygric mature,A4,127,17,11,9,U,3
1993,noharvest,subhygric mature,A4,127,17,17,5,U,3
1993,noharvest,subhygric mature,A4,127,17,23,35,U,3
1993,noharvest,subhygric mature,A4,127,17,43,5,U,3
1993,noharvest,subhygric mature,A4,127,17,10,0,U,3
1993,noharvest,subhygric mature,A4,127,17,43,0,U,4
1993,noharvest,subhygric mature,A4,127,17,15,80,Hw,1
1993,noharvest,subhygric mature,A4,127,17,17,65,Hw,1
1993,noharvest,subhygric mature,A4,127,17,21,0,Bl,1
1993,noharvest,subhygric mature,A4,128,18,40,0,Hw,2
1993,noharvest,subhygric mature,A4,128,18,16,15,U,2
1993,noharvest,subhygric mature,A4,128,18,25,7,Bl,1
1993,noharvest,subhygric mature,A4,128,18,11,0,Ep,1
1993,noharvest,subhygric mature,A4,128,18,13,0,Ep,1
1993,noharvest,subhygric mature,A4,128,18,21,0,U,3
1993,noharvest,subhygric mature,A4,128,18,10,0,U,3
1993,noharvest,subhygric mature,A4,128,18,36,6,U,2
1993,noharvest,subhygric mature,A4,128,18,16,60,U,2
1993,noharvest,subhygric mature,A4,128,18,13,0,Cw,2
1993,noharvest,subhygric mature,A4,129,22,12,48,Ep,1
1993,noharvest,subhygric mature,A4,129,22,11,7,Hw,2
1993,noharvest,subhygric mature,A4,129,22,22,12,Hw,2
1993,noharvest,subhygric mature,A4,129,22,46,0,Bl,1
1993,noharvest,subhygric mature,A4,129,22,15,24,Bl,2
1993,noharvest,subhygric mature,A4,129,22,16,16,Bl,2
1993,noharvest,subhygric mature,A4,129,22,54,25,Bl,1
1993,noharvest,subhygric mature,A4,129,22,11,0,U,3
1993,noharvest,subhygric mature,A4,129,22,11,0,Hw,3
1993,noharvest,subhygric mature,A4,129,22,11,12,U,2
1993,noharvest,subhygric mature,A4,129,22,10,3,U,3
1993,noharvest,subhygric mature,A4,129,22,16,0,U,2
1993,noharvest,subhygric mature,A4,129,22,18,5,U,3
1993,noharvest,subhygric mature,A4,129,22,21,0,U,3
1993,noharvest,subhygric mature,A4,129,22,13,0,U,2
1993,noharvest,subhygric mature,A4,129,22,14,37,U,2
1993,noharvest,subhygric mature,A4,129,22,12,61,Ep,2
1993,noharvest,subhygric mature,A4,129,22,16,25,Hw,2
1993,noharvest,subhygric mature,A4,129,22,10,10,Ep,4
1993,noharvest,subhygric mature,A4,129,22,19,0,U,4
1993,noharvest,subhygric mature,A4,129,22,16,0,U,3
1993,noharvest,subhygric mature,A4,129,22,20,63,Hw,2
1993,noharvest,subhygric mature,A4,129,22,13,45,Ep,1
1993,noharvest,subhygric mature,A4,129,22,12,0,U,4
1993,noharvest,subhygric mature,A4,130,23,33,0,Hw,1
1993,noharvest,subhygric mature,A4,130,23,17,30,Ba,1
1993,noharvest,subhygric mature,A4,130,23,35,0,Ep,2
1993,noharvest,subhygric mature,A4,130,23,30,10,Ep,2
1993,noharvest,subhygric mature,A4,130,23,29,0,U,3
1993,noharvest,subhygric mature,A4,130,23,18,50,U,2
1993,noharvest,subhygric mature,A4,130,23,55,0,U,2
1993,noharvest,subhygric mature,A4,130,23,27,0,U,2
1993,noharvest,subhygric mature,A4,130,23,30,0,U,2
1993,noharvest,subhygric mature,A4,130,23,30,0,U,2
1993,noharvest,subhygric mature,A4,130,23,32,0,U,2
1993,noharvest,subhygric mature,A4,130,23,34,0,U,2
1993,noharvest,subhygric mature,A4,130,23,20,60,Hw,1
1993,noharvest,subhygric mature,A4,130,23,22,54,Hw,1
1993,noharvest,subhygric mature,A4,130,23,15,130,Hw,1
1993,noharvest,subhygric mature,A4,130,23,37,0,U,2
1993,noharvest,subhygric mature,A4,130,23,25,50,Hw,1
1993,noharvest,subhygric mature,A4,130,23,25,27,Ba,1
1993,noharvest,submesic mature,B1,131,3,27,3,U,2
1993,noharvest,submesic mature,B1,131,3,10,0,U,2
1993,noharvest,submesic mature,B1,131,3,15,0,U,3
1993,noharvest,submesic mature,B1,131,3,14,0,U,4
1993,noharvest,submesic mature,B1,131,3,14,35,Cw,1
1993,noharvest,submesic mature,B1,131,3,15,0,U,3
1993,noharvest,submesic mature,B1,131,3,17,0,U,2
1993,noharvest,submesic mature,B1,131,3,19,0,U,3
1993,noharvest,submesic mature,B1,131,3,27,0,Ep,1
1993,noharvest,submesic mature,B1,131,3,12,10,Ep,1
1993,noharvest,submesic mature,B1,131,3,35,0,U,2
1993,noharvest,submesic mature,B1,131,3,11,0,Hw,2
1993,noharvest,submesic mature,B1,131,3,17,18,Hw,2
1993,noharvest,submesic mature,B1,131,3,14,0,U,4
1993,noharvest,submesic mature,B1,131,3,12,5,U,2
1993,noharvest,submesic mature,B1,131,3,13,0,U,3
1993,noharvest,submesic mature,B1,131,3,14,52,Hw,2
1993,noharvest,submesic mature,B1,131,3,10,25,Cw,1
1993,noharvest,submesic mature,B1,131,3,13,37,U,3
1993,noharvest,submesic mature,B1,131,3,21,0,U,3
1993,noharvest,submesic mature,B1,131,3,20,0,U,3
1993,noharvest,submesic mature,B1,131,3,17,30,U,3
1993,noharvest,submesic mature,B1,131,3,16,10,U,3
1993,noharvest,submesic mature,B1,131,3,35,5,U,2
1993,noharvest,submesic mature,B1,131,3,24,41,U,2
1993,noharvest,submesic mature,B1,132,4,10,12,U,2
1993,noharvest,submesic mature,B1,132,4,12,0,U,4
1993,noharvest,submesic mature,B1,132,4,11,0,U,3
1993,noharvest,submesic mature,B1,132,4,29,7,U,3
1993,noharvest,submesic mature,B1,132,4,23,4,U,2
1993,noharvest,submesic mature,B1,132,4,34,0,U,4
1993,noharvest,submesic mature,B1,132,4,20,12,U,3
1993,noharvest,submesic mature,B1,132,4,11,27,Ep,1
1993,noharvest,submesic mature,B1,132,4,19,0,U,2
1993,noharvest,submesic mature,B1,132,4,27,0,U,4
1993,noharvest,submesic mature,B1,132,4,17,15,U,4
1993,noharvest,submesic mature,B1,132,4,17,0,U,4
1993,noharvest,submesic mature,B1,132,4,13,0,U,4
1993,noharvest,submesic mature,B1,132,4,12,19,Hw,1
1993,noharvest,submesic mature,B1,132,4,14,0,U,3
1993,noharvest,submesic mature,B1,132,4,11,0,U,3
1993,noharvest,submesic mature,B1,132,4,12,0,U,4
1993,noharvest,submesic mature,B1,132,4,24,0,U,4
1993,noharvest,submesic mature,B1,132,4,10,5,U,3
1993,noharvest,submesic mature,B1,132,4,14,10,U,4
1993,noharvest,submesic mature,B1,132,4,17,23,U,3
1993,noharvest,submesic mature,B1,133,8,13,0,U,2
1993,noharvest,submesic mature,B1,133,8,11,51,Hw,1
1993,noharvest,submesic mature,B1,133,8,12,60,Hw,1
1993,noharvest,submesic mature,B1,133,8,13,74,Hw,1
1993,noharvest,submesic mature,B1,133,8,31,0,U,3
1993,noharvest,submesic mature,B1,133,8,12,42,Hw,1
1993,noharvest,submesic mature,B1,133,8,15,16,Hw,2
1993,noharvest,submesic mature,B1,133,8,35,35,Hw,1
1993,noharvest,submesic mature,B1,133,8,15,0,Cw,1
1993,noharvest,submesic mature,B1,133,8,10,0,U,2
1993,noharvest,submesic mature,B1,133,8,21,0,U,3
1993,noharvest,submesic mature,B1,133,8,20,0,U,3
1993,noharvest,submesic mature,B1,133,8,13,0,U,2
1993,noharvest,submesic mature,B1,133,8,28,40,Hw,1
1993,noharvest,submesic mature,B1,133,8,13,160,Hw,1
1993,noharvest,submesic mature,B1,133,8,23,165,Hw,1
1993,noharvest,submesic mature,B1,134,10,14,10,U,2
1993,noharvest,submesic mature,B1,134,10,10,0,U,3
1993,noharvest,submesic mature,B1,134,10,10,0,U,4
1993,noharvest,submesic mature,B1,134,10,16,0,U,2
1993,noharvest,submesic mature,B1,134,10,26,0,U,2
1993,noharvest,submesic mature,B1,134,10,20,9,Hw,2
1993,noharvest,submesic mature,B1,134,10,33,52,Hw,1
1993,noharvest,submesic mature,B1,134,10,11,0,Ep,3
1993,noharvest,submesic mature,B1,134,10,31,50,U,2
1993,noharvest,submesic mature,B1,134,10,27,0,U,3
1993,noharvest,submesic mature,B1,134,10,18,20,U,2
1993,noharvest,submesic mature,B1,134,10,22,0,Hw,1
1993,noharvest,submesic mature,B1,134,10,28,38,Hw,1
1993,noharvest,submesic mature,B1,134,10,19,61,Hw,1
1993,noharvest,submesic mature,B1,134,10,12,10,Hw,2
1993,noharvest,submesic mature,B1,134,10,17,0,U,2
1993,noharvest,submesic mature,B1,134,10,22,3,U,2
