Plot_ID,PlotNum,PrismBands,FixedRad,SPP,DBH,HT,TC,CC,DT,OD
C1,21,.,5.64,CW,4.9,.,2,3,N,A
C1,21,.,5.64,PL,16.9,.,8,.,N,A
C1,21,.,5.64,PL,11.7,.,4,2,N,A
C1,21,.,5.64,PL,14.5,20.3,5,2,N,A
C1,21,.,5.64,HW,9.5,6.2,2,3,N,A
C1,22,7,.,HW,30.0,.,1,1,N,A
C1,22,7,.,PL,25.7,.,2,1,N,A
C1,22,7,.,PL,28.5,.,1,1,N,A
C1,22,7,.,PL,20.0,.,6,1,N,A
C1,22,7,.,HW,28.1,25.4,1,1,N,A
C1,22,7,.,HW,20.1,.,1,2,N,A
C1,22,7,.,PL,19.5,27.6,4,2,N,A
C1,22,7,.,PL,25.2,.,1,1,N,A
C1,22,.,5.64,HW,12.2,.,4,3,N,A
C1,22,.,5.64,HW,13.2,.,3,3,N,A
C1,22,.,5.64,HW,16.9,.,3,3,N,O
C1,22,.,5.64,PL,17.5,.,3,1,N,D
C1,22,.,5.64,PL,11.7,.,4,3,N,A
C1,22,.,5.64,HW,9.4,.,2,3,N,A
C1,22,.,5.64,HW,16.3,.,2,3,N,A
C1,22,.,5.64,HW,16.0,.,1,3,N,A
C1,22,.,5.64,HW,15.4,.,2,3,N,A
C1,22,.,5.64,HW,11.6,.,3,3,N,A
C1,22,.,5.64,HW,13.8,.,1,3,N,A
C1,22,.,5.64,HW,7.3,6.2,2,3,N,A
C1,22,.,5.64,HW,13.4,.,1,3,N,A
C1,22,.,5.64,PL,13.3,21.1,4,2,N,A
C1,23,7,.,HW,29.2,28.0,1,1,N,A
C1,23,7,.,HW,20.0,.,1,2,N,A
C1,23,7,.,PL,24.0,19.3,5,2,N,A
C1,23,7,.,HW,21.9,.,2,2,N,B
C1,23,7,.,CW,22.4,.,1,2,N,A
C1,23,7,.,HW,35.2,.,1,1,N,A
C1,23,7,.,HW,25.8,.,2,1,N,A
C1,23,7,.,SX,39.7,.,1,1,N,A
C1,23,7,.,PL,30.5,.,1,2,N,A
C1,23,7,.,PL,24.9,.,1,1,N,A
C1,23,7,.,HW,31.1,.,1,1,N,A
C1,23,7,.,PL,28.9,.,2,1,N,A
C1,23,.,5.64,HW,11.5,.,3,3,N,A
C1,23,.,5.64,HW,16.0,.,2,3,N,A
C1,23,.,5.64,HW,17.2,.,2,3,N,D
C1,23,.,5.64,CW,4.1,.,1,4,N,A
C1,23,.,5.64,HW,16.8,.,2,2,N,A
C1,23,.,5.64,HW,8.5,6.2,2,3,N,A
C1,23,.,5.64,CW,7.3,2.8,1,4,N,A
C3,2,5,.,HW,46.0,.,1,1,N,A
C3,2,5,.,HW,40.2,.,4,3,N,A
C3,2,5,.,HW,34.8,.,1,1,N,A
C3,2,5,.,SX,36.2,30.3,1,1,N,A
C3,2,5,.,HW,34.7,.,1,1,N,A
C3,2,5,.,BL,23.5,.,1,2,N,A
C3,2,5,.,BL,37.2,.,1,1,N,A
C3,2,5,.,HW,28.5,32.4,1,1,N,A
C3,2,5,.,HW,34.2,.,1,1,N,A
C3,2,5,.,CW,46.8,.,1,1,N,A
C3,2,5,.,HW,20.6,.,1,2,N,A
C3,2,5,.,HW,30.2,.,1,1,N,A
C3,2,.,5.64,CW,7.1,5.5,1,3,N,A
C3,2,.,5.64,HW,6.7,.,1,3,N,A
C3,2,.,5.64,HW,12.5,.,1,3,N,A
C3,2,.,5.64,HW,15.5,.,1,2,N,A
C3,2,.,5.64,HW,10.4,.,1,3,N,A
C3,2,.,5.64,HW,9.3,5.6,1,3,N,A
C3,2,.,5.64,HW,8.9,.,1,3,N,A
C3,2,.,5.64,HW,9.1,.,1,3,N,A
C3,2,.,5.64,CW,14.2,.,1,2,N,A
C3,2,.,5.64,BL,15.4,.,1,2,N,A
C3,2,.,5.64,CW,8.9,.,1,3,N,A
C3,5,5,.,HW,20.7,.,1,1,N,A
C3,5,5,.,HW,28.1,23.2,1,1,N,A
C3,5,5,.,HW,25.8,21.6,1,1,N,A
C3,5,.,5.64,HW,8.3,.,1,2,N,A
C3,5,.,5.64,HW,10.8,.,2,2,N,A
C3,5,.,5.64,HW,17.1,17.6,1,1,N,A
C3,5,.,5.64,HW,17.3,.,1,1,N,A
C3,5,.,5.64,BL,12.5,.,1,2,N,A
C3,5,.,5.64,HW,9.7,.,1,3,N,A
C3,5,.,5.64,HW,12.6,.,4,3,N,A
C3,5,.,5.64,HW,15.9,.,1,1,N,A
C3,5,.,5.64,HW,9.7,.,1,2,N,A
C3,5,.,5.64,HW,13.4,.,1,1,N,A
C3,5,.,5.64,HW,15.1,.,1,1,N,A
C3,5,.,5.64,HW,12.6,.,1,2,N,A
C3,5,.,5.64,HW,12.2,10.7,2,2,N,A
C3,5,.,5.64,HW,14.5,.,1,2,N,A
C3,5,.,5.64,HW,11.5,.,1,2,N,A
C3,5,.,5.64,HW,14.1,.,1,1,N,A
C3,5,.,5.64,HW,15.1,.,1,1,N,A
C3,5,.,5.64,HW,14.4,.,1,2,N,A
C3,5,.,5.64,HW,8.8,.,1,3,N,A
C3,5,.,5.64,HW,5.8,.,1,4,N,A
C3,5,.,5.64,HW,12.3,.,1,3,N,A
C3,5,.,5.64,HW,6.0,.,1,3,N,A
C3,5,.,5.64,HW,14.0,.,1,1,N,A
C3,5,.,5.64,BL,9.4,.,1,2,N,A
C3,5,.,5.64,HW,12.6,.,1,1,N,A
C3,5,.,5.64,HW,9.0,.,1,2,N,A
C3,5,.,5.64,HW,10.1,.,2,3,N,A
C3,5,.,5.64,HW,8.0,.,1,3,N,A
C3,5,.,5.64,BL,8.1,.,1,2,N,A
C3,5,.,5.64,HW,6.8,.,1,3,N,A
C3,4,5,.,HW,22.3,.,1,1,N,A
C3,4,5,.,HW,29.0,.,1,1,N,A
C3,4,5,.,HW,29.0,23.7,1,1,N,A
C3,4,5,.,BL,24.5,23.0,1,1,N,A
C3,4,.,5.64,HW,10.3,.,4,3,N,A
C3,4,.,5.64,BL,14.6,15.1,1,2,S,A
C3,4,.,5.64,HW,5.1,.,1,3,N,A
C3,4,.,5.64,HW,7.9,.,1,3,N,A
C3,4,.,5.64,BL,16.2,.,1,1,N,A
C3,4,.,5.64,HW,11.4,.,1,2,S,A
C3,4,.,5.64,HW,10.0,.,1,3,F,A
C3,4,.,5.64,HW,7.7,4.1,1,3,N,A
C3,4,.,5.64,HW,11.1,.,1,2,N,A
C3,4,.,5.64,HW,17.4,.,2,3,N,A
C3,3,5,.,HW,29.4,.,1,1,N,A
C3,3,5,.,HW,25.2,.,2,1,N,A
C3,3,5,.,BL,27.6,.,1,1,N,A
C3,3,5,.,HW,29.1,.,1,1,N,A
C3,3,5,.,HW,23.9,22.0,1,1,N,A
C3,3,5,.,HW,29.0,.,1,1,N,A
C3,3,5,.,HW,18.8,.,1,2,N,A
C3,3,5,.,HW,26.2,22.9,1,1,N,A
C3,3,5,.,HW,21.7,.,1,1,N,A
C3,3,5,.,HW,29.0,.,1,1,N,A
C3,3,5,.,HW,22.8,.,1,1,N,A
C3,3,.,5.64,HW,14.5,.,1,2,N,A
C3,3,.,5.64,HW,9.8,.,1,3,N,A
C3,3,.,5.64,BL,11.1,.,4,2,N,A
C3,3,.,5.64,HW,13.6,.,1,3,N,A
C3,3,.,5.64,HW,17.2,.,1,2,N,A
C3,3,.,5.64,HW,11.2,.,4,3,N,A
C3,3,.,5.64,BL,15.3,12.4,1,2,N,A
C3,3,.,5.64,HW,12.0,.,3,2,N,A
C3,3,.,5.64,HW,12.4,.,1,2,N,A
C3,3,.,5.64,HW,13.0,.,4,3,N,A
C3,3,.,5.64,HW,11.7,19.1,4,3,N,A
C3,3,.,5.64,HW,12.5,.,4,2,N,A
C3,3,.,5.64,HW,15.7,.,1,2,N,A
C3,3,.,5.64,HW,15.1,.,1,2,N,A
C3,3,.,5.64,HW,9.3,.,1,3,N,A
C3,1,5,.,CW,47.8,.,2,1,N,A
C3,1,5,.,HW,20.5,.,2,1,N,A
C3,1,5,.,HW,73.4,28.4,2,1,S,A
C3,1,5,.,HW,63.4,.,2,1,N,A
C3,1,5,.,HW,55.1,.,2,1,N,A
C3,1,5,.,HW,19.9,.,2,2,N,A
C3,1,5,.,HW,64.6,.,2,1,N,A
C3,1,5,.,HW,40.4,.,4,2,N,A
C3,1,5,.,HW,39.1,.,2,2,N,A
C3,1,5,.,HW,53.4,30.7,2,1,N,A
C3,1,.,5.64,BA,9.1,.,1,3,N,A
C3,1,.,5.64,HW,6.4,.,1,3,N,A
C3,1,.,5.64,HW,4.8,.,2,4,N,A
C3,1,.,5.64,HW,7.4,.,1,3,N,A
C3,1,.,5.64,HW,16.8,.,1,3,N,A
C3,1,.,5.64,HW,3.8,.,1,3,N,A
C3,1,.,5.64,HW,4.5,.,1,3,N,A
C3,1,.,5.64,HW,4.6,.,1,4,N,A
C3,1,.,5.64,HW,7.6,.,1,3,N,A
C3,1,.,5.64,HW,16.5,11.7,1,3,N,A
C3,1,.,5.64,HW,7.2,.,1,3,N,A
C3,1,.,5.64,HW,8.0,.,1,3,N,A
C3,1,.,5.64,HW,7.5,.,1,3,N,A
C3,1,.,5.64,HW,16.5,.,1,3,N,A
C3,1,.,5.64,HW,8.7,.,1,3,N,A
C3,1,.,5.64,HW,9.0,7.9,1,3,N,A
C3,1,.,5.64,HW,7.3,.,1,3,N,A
C3,1,.,5.64,HW,12.9,.,1,3,N,A
C3,1,.,5.64,HW,3.7,.,1,4,N,A
C3,1,.,5.64,HW,10.1,.,1,3,N,A
C3,1,.,5.64,HW,9.4,.,1,3,N,A
C3,1,.,5.64,HW,7.3,.,1,3,N,A
C3,1,.,5.64,HW,3.3,.,1,4,N,A
C3,1,.,5.64,HW,13.0,.,1,3,F,A
C3,1,.,5.64,HW,2.8,.,1,4,N,A
C3,1,.,5.64,HW,1.3,.,1,4,N,A
C3,1,.,5.64,HW,5.3,.,1,3,N,A
C3,1,.,5.64,HW,4.5,.,1,3,N,A
C3,1,.,5.64,HW,3.8,.,1,4,N,A
C3,1,.,5.64,HW,3.7,.,1,4,N,A
C3,1,.,5.64,HW,5.9,.,1,3,N,A
C3,1,.,5.64,HW,8.7,.,1,3,N,A
C3,1,.,5.64,HW,7.5,.,1,3,N,A
C3,1,.,5.64,HW,9.4,.,1,3,N,A
C3,1,.,5.64,HW,7.6,.,1,3,N,A
C3,6,5,.,HW,38.5,.,1,1,N,A
C3,6,5,.,HW,32.7,31.1,1,1,N,A
C3,6,5,.,CW,34.6,21.3,1,2,N,A
C3,6,5,.,HW,30.3,.,1,1,N,A
C3,6,5,.,HW,24.4,.,1,2,N,A
C3,6,5,.,HW,31.7,.,1,1,N,A
C3,6,5,.,CW,43.4,.,1,1,N,A
C3,6,.,5.64,CW,3.9,4.3,2,3,F,A
C3,6,.,5.64,CW,5.9,5.0,1,3,N,F
C3,6,.,5.64,HW,10.6,.,1,3,N,A
C3,7,5,.,HW,42.1,33.1,1,1,N,A
C3,7,5,.,HW,32.2,33.9,1,1,S,A
C3,7,5,.,HW,40.0,.,1,1,S,A
C3,7,.,5.64,.,.,.,.,.,N,A
C3,8,5,.,HW,21.3,.,3,2,N,A
C3,8,5,.,CW,37.2,.,1,1,N,A
C3,8,5,.,CW,27.3,.,1,1,N,A
C3,8,5,.,EP,24.6,.,1,1,N,A
C3,8,5,.,SX,47.0,36.2,1,1,N,A
C3,8,5,.,EP,36.1,.,1,1,N,A
C3,8,5,.,EP,36.4,.,1,1,N,A
C3,8,5,.,HW,27.5,.,1,1,N,A
C3,8,5,.,HW,39.4,.,1,1,N,A
C3,8,5,.,HW,23.4,.,4,3,N,A
C3,8,5,.,EP,34.5,.,1,1,N,A
C3,8,5,.,HW,39.2,.,1,1,N,A
C3,8,5,.,HW,21.9,25.8,1,1,N,A
C3,8,5,.,HW,29.7,.,3,3,F,A
C3,8,.,5.64,CW,17.0,14.0,1,2,N,A
C3,9,5,.,SX,52.9,.,1,1,N,A
C3,9,5,.,SX,52.9,.,1,1,N,A
C3,9,5,.,SX,67.7,.,1,1,F,A
C3,9,5,.,BL,41.5,.,1,1,N,A
C3,9,5,.,HW,77.9,33.3,2,1,S,A
C3,9,5,.,HW,22.3,.,1,3,N,A
C3,9,5,.,BL,38.4,.,1,1,F,A
C3,9,5,.,HW,35.0,32.5,1,1,N,A
C3,9,5,.,HW,18.0,.,1,3,N,A
C3,9,5,.,HW,35.1,.,1,1,N,A
C3,9,5,.,HW,19.8,.,1,3,N,A
C3,9,5,.,SX,57.4,.,1,1,N,A
C3,9,5,.,SX,31.1,.,1,2,N,A
C3,9,5,.,SX,73.2,.,1,1,N,A
C3,9,.,5.64,HW,8.1,4.2,2,3,N,A
C3,9,.,5.64,HW,12.6,7.4,1,3,N,L
C3,9,.,5.64,HW,12.2,.,1,3,N,A
C3,10,5,.,HW,20.6,22.6,2,1,S,A
C3,10,5,.,HW,25.7,.,1,1,N,A
C3,10,5,.,HW,20.2,.,1,1,N,A
C3,10,5,.,BL,29.4,.,1,1,N,A
C3,10,5,.,HW,30.6,.,1,1,N,A
C3,10,5,.,HW,26.6,22.8,1,1,N,A
C3,10,.,5.64,HW,14.1,13.9,4,2,N,A
C3,10,.,5.64,HW,13.4,.,1,3,N,L
C3,10,.,5.64,HW,16.9,.,1,2,N,A
C3,10,.,5.64,CW,7.8,.,1,3,N,A
C3,10,.,5.64,BL,12.6,19.0,1,2,N,A
C3,11,5,.,CW,39.5,26.7,1,1,N,A
C3,11,5,.,CW,85.8,.,1,1,N,F
C3,11,5,.,HW,24.8,.,1,2,N,S
C3,11,5,.,BL,42.1,35.2,1,1,N,A
C3,11,5,.,CW,40.3,.,1,1,N,A
C3,11,.,5.64,CW,3.2,3.5,1,4,S,A
C3,11,.,5.64,HW,7.3,.,1,3,S,A
C3,11,.,5.64,CW,10.2,.,1,3,N,A
C3,11,.,5.64,CW,6.0,3.7,1,3,S,A
C3,12,5,.,CW,43.3,.,1,1,N,A
C3,12,5,.,CW,52.0,.,1,1,B,A
C3,12,5,.,CW,34.2,.,1,2,S,A
C3,12,5,.,CW,32.1,.,1,2,F,A
C3,12,5,.,BL,45.6,.,1,1,N,A
C3,12,5,.,AT,48.0,.,2,1,N,F
C3,12,5,.,CW,32.5,26.1,1,2,F,A
C3,12,5,.,HW,40.5,32.0,1,1,S,A
C3,12,.,5.64,HW,12.3,13.4,1,3,N,A
C3,12,.,5.64,CW,15.3,.,4,3,S,A
C3,12,.,5.64,CW,13.2,.,1,3,N,A
C3,12,.,5.64,CW,9.1,.,2,3,N,A
C3,12,.,5.64,CW,9.0,5.0,1,3,F,A
C3,13,5,.,HW,19.5,.,1,2,N,A
C3,13,5,.,HW,27.2,.,1,1,N,A
C3,13,5,.,HW,30.3,.,1,1,N,A
C3,13,5,.,HW,23.5,.,1,1,N,A
C3,13,5,.,HW,34.5,.,1,1,N,A
C3,13,5,.,HW,22.9,.,4,2,N,A
C3,13,5,.,HW,31.0,.,1,1,N,A
C3,13,5,.,HW,34.5,28.1,1,1,N,A
C3,13,5,.,HW,26.0,.,1,1,N,A
C3,13,5,.,HW,25.0,.,2,1,N,A
C3,13,5,.,HW,24.5,.,1,1,N,A
C3,13,5,.,HW,24.0,25.4,1,1,N,A
C3,13,5,.,HW,24.4,.,1,1,N,A
C3,13,.,5.64,HW,16.7,.,4,2,N,A
C3,13,.,5.64,HW,13.3,.,4,3,N,A
C3,13,.,5.64,HW,10.9,.,4,2,N,A
C3,13,.,5.64,HW,13.0,.,2,3,N,A
C3,13,.,5.64,HW,14.5,.,1,2,N,A
C3,13,.,5.64,HW,11.2,.,4,3,N,A
C3,13,.,5.64,HW,14.0,.,4,2,N,A
C3,13,.,5.64,BL,15.2,19.7,4,2,N,A
C3,13,.,5.64,HW,13.4,14.9,1,2,N,A
C3,13,.,5.64,HW,13.7,.,4,3,N,A
C3,13,.,5.64,CW,13.5,.,1,3,N,A
C3,13,.,5.64,HW,13.1,.,4,3,N,A
C3,13,.,5.64,HW,11.5,.,4,3,N,A
C3,13,.,5.64,HW,11.8,.,4,3,N,A
C3,13,.,5.64,HW,10.5,.,4,3,N,A
C3,14,5,.,HW,41.3,32.2,1,1,N,A
C3,14,5,.,SX,36.0,30.8,1,1,N,A
C3,14,5,.,HW,36.4,.,1,1,N,A
C3,14,5,.,HW,37.0,.,1,1,N,A
C3,14,5,.,HW,21.6,.,3,3,N,A
C3,14,5,.,HW,31.1,.,1,1,S,A
C3,14,.,5.64,BL,13.5,7.2,5,3,N,A
C3,14,.,5.64,HW,12.2,11.1,3,3,N,A
C3,15,5,.,HW,34.5,.,1,1,N,A
C3,15,5,.,HW,32.4,26.8,1,1,N,A
C3,15,5,.,HW,22.5,.,2,1,N,A
C3,15,5,.,HW,35.5,.,1,1,N,A
C3,15,5,.,HW,30.5,.,1,1,N,A
C3,15,5,.,HW,40.8,29.0,1,1,N,A
C3,15,.,5.64,BL,11.9,.,3,3,N,A
C3,15,.,5.64,HW,15.9,.,1,2,N,A
C3,15,.,5.64,HW,14.9,19.9,1,2,N,A
C3,15,.,5.64,CW,11.2,.,2,3,S,A
C3,15,.,5.64,HW,17.0,18.0,1,2,N,A
C3,16,5,.,CW,27.6,.,1,2,N,A
C3,16,5,.,HW,35.3,.,1,1,N,A
C3,16,5,.,HW,18.5,.,1,2,N,A
C3,16,5,.,HW,40.1,.,1,1,N,A
C3,16,5,.,CW,32.7,.,1,1,N,A
C3,16,5,.,HW,36.7,.,2,1,N,A
C3,16,5,.,CW,33.0,.,1,1,N,A
C3,16,5,.,CW,69.3,.,1,1,N,A
C3,16,5,.,SX,56.9,38.2,1,1,N,A
C3,16,5,.,CW,45.6,.,1,1,N,A
C3,16,5,.,HW,32.3,.,1,1,N,A
C3,16,5,.,HW,22.3,.,1,2,N,A
C3,16,5,.,SX,53.5,.,1,1,N,A
C3,16,.,5.64,CW,15.9,.,1,3,N,A
C3,16,.,5.64,HW,14.0,.,1,3,N,A
C3,16,.,5.64,CW,8.9,.,1,3,N,A
C3,16,.,5.64,HW,7.3,.,1,4,N,A
C3,16,.,5.64,CW,5.0,3.4,1,3,N,A
C3,16,.,5.64,CW,4.9,.,1,3,N,A
C3,16,.,5.64,CW,5.8,.,1,3,N,A
C3,16,.,5.64,CW,11.0,9.5,1,3,N,A
C3,16,.,5.64,CW,8.5,.,1,3,F,A
C3,16,.,5.64,CW,11.3,.,1,3,N,A
C3,17,5,.,HW,26.2,.,1,1,N,A
C3,17,5,.,HW,48.5,.,1,1,N,A
C3,17,5,.,HW,30.2,.,1,1,S,A
C3,17,5,.,HW,32.0,27.7,1,1,N,A
C3,17,5,.,HW,25.8,.,4,2,N,A
C3,17,5,.,HW,31.7,.,1,1,N,A
C3,17,5,.,PL,31.5,.,1,1,N,A
C3,17,5,.,HW,42.4,32.5,1,1,N,A
C3,17,.,5.64,CW,8.0,6.1,1,3,N,A
C3,17,.,5.64,HW,11.9,.,1,3,N,A
C3,17,.,5.64,HW,11.0,7.2,4,3,N,A
C3,18,5,.,HW,30.8,.,1,1,N,A
C3,18,5,.,HW,28.8,.,1,1,N,A
C3,18,5,.,HW,38.7,.,1,1,N,A
C3,18,5,.,HW,34.7,33.5,1,1,N,A
C3,18,5,.,HW,30.0,31.1,1,1,B,A
C3,18,5,.,HW,20.3,.,1,2,N,A
C3,18,5,.,HW,33.6,.,1,1,N,A
C3,18,.,5.64,CW,14.7,.,1,2,N,A
C3,18,.,5.64,CW,5.0,.,1,3,N,A
C3,18,.,5.64,HW,14.9,3.0,6,4,N,A
C3,18,.,5.64,HW,13.3,13.7,3,2,N,A
C3,19,5,.,HW,20.5,.,1,1,S,A
C3,19,5,.,HW,26.0,.,1,1,N,A
C3,19,5,.,HW,22.1,18.2,2,1,B,A
C3,19,5,.,HW,24.8,22.4,1,1,N,A
C3,19,5,.,EP,28.2,.,1,1,N,A
C3,19,.,5.64,HW,10.2,.,4,3,N,A
C3,19,.,5.64,HW,8.1,.,1,3,N,A
C3,19,.,5.64,HW,10.8,.,5,4,N,A
C3,19,.,5.64,HW,13.7,.,1,2,N,A
C3,19,.,5.64,CW,10.3,.,1,3,N,A
C3,19,.,5.64,CW,12.1,11.5,1,3,N,A
C3,19,.,5.64,CW,3.6,.,1,4,N,A
C3,19,.,5.64,HW,9.7,.,1,3,N,A
C3,19,.,5.64,CW,4.2,.,1,3,N,A
C3,19,.,5.64,HW,13.8,.,1,2,N,A
C3,19,.,5.64,CW,11.4,.,1,3,N,A
C3,19,.,5.64,HW,14.2,.,2,3,N,A
C3,19,.,5.64,CW,8.2,.,1,3,N,A
C3,19,.,5.64,HW,12.8,10.6,3,3,N,A
C3,20,5,.,HW,44.3,.,1,1,N,A
C3,20,5,.,CW,24.0,.,5,3,N,A
C3,20,5,.,HW,38.3,.,1,1,N,A
C3,20,5,.,CW,19.4,.,1,3,N,A
C3,20,5,.,HW,25.3,.,1,2,N,A
C3,20,5,.,HW,28.7,.,1,1,N,A
C3,20,5,.,HW,39.9,33.3,1,1,N,A
C3,20,5,.,PL,31.0,25.4,4,1,N,F
C3,20,5,.,CW,47.4,.,1,1,N,A
C3,20,5,.,CW,47.5,.,1,1,N,A
C3,20,5,.,CW,28.0,.,1,2,N,A
C3,20,5,.,CT,92.5,.,1,1,N,A
C3,20,.,5.64,HW,15.9,12.3,1,3,N,A
C3,20,.,5.64,HW,11.9,.,4,3,N,A
C3,20,.,5.64,HW,4.3,.,2,4,N,A
C3,20,.,5.64,CW,13.5,.,1,3,N,A
C3,20,.,5.64,CW,9.5,7.3,1,3,N,A
C3,20,.,5.64,HW,9.9,.,1,3,N,A
C3,21,5,.,AT,44.9,.,1,1,N,A
C3,21,5,.,HW,38.9,.,1,2,N,A
C3,21,5,.,CW,58.6,.,1,1,S,A
C3,21,5,.,CW,64.3,.,1,1,N,A
C3,21,5,.,CT,92.5,37.9,1,1,N,A
C3,21,5,.,CW,36.0,.,1,2,N,A
C3,21,5,.,HW,26.9,.,1,1,N,A
C3,21,5,.,CW,32.2,.,1,2,N,A
C3,21,5,.,EP,51.3,.,1,1,N,A
C3,21,5,.,EP,47.2,.,1,1,N,A
C3,21,5,.,HW,32.6,.,1,1,N,A
C3,21,5,.,HW,36.7,.,1,1,N,A
C3,21,5,.,HW,41.7,.,1,1,N,A
C3,21,5,.,SX,53.9,.,1,1,N,A
C3,21,5,.,SX,58.5,.,1,1,N,A
C3,21,.,5.64,HW,14.0,.,4,3,N,A
C3,21,.,5.64,HW,12.4,.,4,3,N,A
C3,21,.,5.64,HW,10.5,.,6,3,N,A
C3,21,.,5.64,CW,14.0,11.8,1,3,N,A
C3,21,.,5.64,HW,13.4,14.4,3,3,N,A
C3,22,5,.,HW,41.9,.,1,1,N,A
C3,22,5,.,EP,30.4,8.5,4,3,N,A
C3,22,5,.,CW,22.5,.,1,3,N,A
C3,22,5,.,SX,60.0,.,1,1,N,A
C3,22,5,.,SX,65.5,36.4,1,1,N,A
C3,22,.,5.64,HW,12.2,.,1,3,N,A
C3,22,.,5.64,CW,1.1,.,1,4,N,A
C3,22,.,5.64,CW,6.4,4.2,1,3,N,A
C3,22,.,5.64,BL,1.4,.,1,4,N,A
C3,22,.,5.64,CW,6.0,.,1,3,N,A
C3,22,.,5.64,BL,12.4,.,4,3,N,A
C3,22,.,5.64,CW,3.8,.,1,4,N,A
C3,22,.,5.64,HW,0.2,.,1,4,N,A
C3,22,.,5.64,HW,0.4,.,1,4,N,A
C3,22,.,5.64,BL,1.4,.,1,4,N,A
C3,22,.,5.64,BL,0.4,.,1,4,N,A
C3,22,.,5.64,HW,0.6,.,1,4,N,A
C3,22,.,5.64,HW,1.4,.,1,4,N,A
C3,22,.,5.64,HW,1.2,.,1,4,N,A
C3,22,.,5.64,HW,3.8,.,1,4,N,A
C3,22,.,5.64,HW,0.7,.,1,4,N,A
C3,22,.,5.64,HW,3.2,.,1,4,N,A
C3,22,.,5.64,HW,1.2,.,1,4,N,A
C3,22,.,5.64,HW,1.4,2.0,1,4,N,A
C3,22,.,5.64,CW,1.9,.,1,4,N,A
C3,22,.,5.64,HW,1.3,.,1,4,N,A
C3,22,.,5.64,HW,1.2,.,1,4,N,A
C3,22,.,5.64,HW,1.7,.,1,4,N,A
C3,22,.,5.64,HW,0.5,.,1,4,N,A
C3,22,.,5.64,HW,0.7,.,1,4,N,A
C3,22,.,5.64,CW,0.9,.,1,4,N,A
C3,22,.,5.64,BL,1.4,.,1,4,N,A
C3,22,.,5.64,BL,2.1,.,1,4,N,A
C3,22,.,5.64,HW,5.1,.,1,3,N,A
C3,22,.,5.64,BL,2.6,.,1,4,N,A
C3,22,.,5.64,SX,4.3,.,1,4,N,A
C3,22,.,5.64,BL,1.5,.,1,4,N,A
C3,22,.,5.64,BL,8.3,.,1,3,N,A
C3,23,5,.,SX,39.2,.,1,1,N,A
C3,23,5,.,CW,30.4,.,1,2,N,A
C3,23,5,.,BL,30.8,.,4,2,N,A
C3,23,5,.,CW,24.0,.,1,2,N,A
C3,23,5,.,SX,67.5,35.9,1,1,N,A
C3,23,5,.,BL,49.7,.,4,1,N,A
C3,23,5,.,HW,57.7,36.5,1,1,N,A
C3,23,.,5.64,HW,6.1,.,1,4,N,A
C3,23,.,5.64,CW,4.5,.,1,3,N,A
C3,23,.,5.64,CW,1.1,1.5,1,4,N,A
C3,23,.,5.64,CW,2.1,.,1,4,N,A
C3,23,.,5.64,CW,11.5,.,1,3,N,A
C3,23,.,5.64,CW,5.3,.,1,3,N,A
C3,23,.,5.64,HW,0.5,.,1,4,N,A
C3,23,.,5.64,HW,1.2,.,1,4,N,A
C3,23,.,5.64,CW,1.2,.,1,4,N,A
C3,23,.,5.64,CW,1.1,1.7,1,4,N,A
C3,23,.,5.64,HW,1.4,.,1,4,N,A
C3,23,.,5.64,HW,7.6,.,1,3,N,A
C3,23,.,5.64,CW,8.0,.,1,3,N,A
C3,23,.,5.64,CW,2.0,.,1,4,N,A
C3,23,.,5.64,CW,10.0,.,1,3,N,A
C3,23,.,5.64,BA,2.9,.,1,4,N,A
C3,23,.,5.64,CW,0.7,.,1,4,N,A
C3,23,.,5.64,HW,8.4,.,1,3,N,A
C3,23,.,5.64,CW,3.7,.,1,4,N,A
C3,23,.,5.64,CW,4.9,.,1,3,N,A
C3,23,.,5.64,CW,3.5,.,1,4,N,A
C3,23,.,5.64,CW,2.3,.,1,4,N,A
C3,23,.,5.64,HW,2.2,.,1,4,N,A
C3,23,.,5.64,CW,8.7,.,1,3,N,A
C3,23,.,5.64,CW,1.2,.,1,4,N,A
C3,23,.,5.64,CW,16.2,.,1,3,N,A
D4,1,5,.,HW,70.0,.,2,1,N,A
D4,1,5,.,HW,75.2,.,1,1,S,A
D4,1,5,.,HW,59.2,.,2,2,N,A
D4,1,5,.,HW,83.1,33.0,2,1,S,A
D4,1,5,.,HW,56.6,.,2,1,S,A
D4,1,5,.,HW,50.3,29.9,2,2,S,A
D4,1,5,.,HW,53.8,.,2,1,N,A
D4,1,5,.,HW,73.5,.,1,1,N,F
D4,1,.,5.64,.,.,.,.,.,N,A
D4,2,5,.,HW,42.0,26.7,2,2,N,A
D4,2,5,.,HW,55.3,32.6,1,1,N,A
D4,2,5,.,HW,74.7,.,1,1,B,A
D4,2,5,.,HW,47.8,.,2,1,N,A
D4,2,5,.,HW,63.2,.,2,1,N,A
D4,2,5,.,HW,56.5,.,2,1,N,A
D4,2,5,.,HW,48.2,.,1,2,N,A
D4,2,.,5.64,HW,15.4,.,1,3,N,A
D4,2,.,5.64,HW,1.3,.,1,4,N,A
D4,2,.,5.64,BA,2.0,2.1,1,4,N,A
D4,2,.,5.64,BA,3.1,.,1,4,N,A
D4,2,.,5.64,BA,4.9,.,2,4,S,A
