Plot_ID,PlotNum,PrismBands,FixedRad,SPP,DBH,HT,TC,CC,DT,OD
C2,22,6,.,SX,24.1,27.6,1,2,N,A
C2,22,6,.,CW,58.9,.,1,1,N,F
C2,22,6,.,HW,32.7,.,1,2,N,A
C2,22,6,.,CW,28.6,.,1,2,N,A
C2,22,6,.,HW,32.7,.,1,2,N,S
C2,22,6,.,HW,74.5,.,2,1,N,A
C2,22,6,.,HW,38.4,28.9,2,1,N,A
C2,22,.,5.64,HW,13.7,.,1,3,N,A
C2,22,.,5.64,CW,3.7,3.1,1,4,N,A
C2,22,.,5.64,CW,9.3,5.3,2,4,N,S
C2,23,6,.,HW,53.9,.,2,2,N,A
C2,23,6,.,HW,49.8,.,2,1,N,A
C2,23,6,.,HW,57.2,22.0,2,1,S,A
C2,23,6,.,HW,29.2,.,1,1,N,A
C2,23,6,.,HW,35.8,27.7,1,1,N,A
C2,23,6,.,HW,44.0,.,2,1,N,A
C2,23,.,5.64,CW,12.7,6.8,1,4,N,B
C2,24,6,.,.,.,.,.,.,N,A
C2,24,.,5.64,.,.,.,.,.,N,A
C2,25,6,.,HW,60.7,.,2,1,N,A
C2,25,6,.,HW,82.7,.,2,1,N,A
C2,25,6,.,HW,19.7,.,2,3,N,A
C2,25,6,.,HW,34.0,30.1,2,1,F,A
C2,25,6,.,HW,36.2,13.5,2,3,F,A
C2,25,.,5.64,BA,2.3,2.0,2,4,N,A
C2,26,6,.,AT,47.6,.,2,1,S,A
C2,26,6,.,HW,44.2,35.8,1,1,N,A
C2,26,6,.,HW,19.2,22.4,2,3,N,A
C2,26,6,.,SX,45.9,.,1,1,N,A
C2,26,6,.,HW,34.3,.,1,1,N,A
C2,26,6,.,HW,40.8,.,1,1,N,A
C2,26,6,.,HW,34.3,.,1,2,N,A
C2,26,.,5.64,CW,12.7,11.5,2,3,N,A
C2,27,6,.,AC,164.0,32.9,2,1,N,A
C2,27,.,5.64,HW,12.4,.,2,3,N,B
C2,27,.,5.64,CW,4.5,3.1,2,4,N,A
C2,27,.,5.64,HW,1.8,.,2,4,N,A
C2,27,.,5.64,HW,1.7,.,2,4,N,A
C2,27,.,5.64,CW,1.9,.,2,4,N,A
C2,27,.,5.64,CW,2.0,2.2,2,4,N,A
C2,27,.,5.64,HW,2.8,.,2,4,N,A
C2,27,.,5.64,HW,5.3,.,2,3,N,A
C2,27,.,5.64,HW,1.8,.,2,3,N,A
C2,27,.,5.64,HW,4.0,.,2,3,N,A
C2,28,6,.,CW,40.5,.,2,1,N,A
C2,28,6,.,HW,40.5,32.7,1,1,S,A
C2,28,6,.,CW,35.4,25.7,1,2,N,A
C2,28,.,5.64,CW,6.0,5.4,2,3,N,A
C2,28,.,5.64,CW,12.4,8.2,2,3,N,A
C2,28,.,5.64,HW,4.6,.,2,4,N,L
C2,29,6,.,CW,48.2,28.0,1,2,S,A
C2,29,6,.,AC,64.2,37.1,2,1,S,A
C2,29,.,5.64,.,.,.,.,.,N,A
C2,30,6,.,HW,47.9,.,2,1,S,A
C2,30,6,.,HW,42.3,33.2,2,1,N,A
C2,30,6,.,CW,77.8,.,2,1,N,F
C2,30,6,.,HW,40.3,.,1,1,N,A
C2,30,6,.,CW,28.5,.,1,2,N,A
C2,30,6,.,HW,32.5,25.4,2,2,N,A
C2,30,6,.,AC,42.3,.,2,1,N,A
C2,30,.,5.64,CW,10.1,10.0,4,.,S,A
B5,1,6,.,CW,61.6,.,2,1,N,A
B5,1,6,.,CW,73.2,.,2,1,N,A
B5,1,6,.,CW,69.0,.,2,1,N,A
B5,1,6,.,CW,79.2,34.4,2,1,N,A
B5,1,6,.,SX,58.4,.,2,1,N,A
B5,1,6,.,SX,70.0,.,1,1,N,A
B5,1,6,.,EP,34.1,29.8,2,1,N,A
B5,1,6,.,HW,31.3,.,1,1,N,A
B5,1,6,.,CW,58.0,.,2,1,N,A
B5,1,6,.,BL,29.2,.,6,2,N,A
B5,1,6,.,HW,34.4,.,8,.,N,A
B5,1,6,.,HW,25.4,.,4,.,N,A
B5,1,6,.,HW,35.1,.,2,1,N,A
B5,1,.,5.64,HW,9.0,.,2,3,S,A
B5,1,.,5.64,HW,8.9,.,2,4,N,A
B5,1,.,5.64,HW,13.3,4.3,2,3,N,A
B5,1,.,5.64,HW,13.9,.,2,3,N,A
B5,1,.,5.64,HW,11.0,.,2,4,N,A
B5,1,.,5.64,HW,16.1,16.5,2,3,N,A
B5,2,6,.,PL,25.3,26.0,1,1,N,A
B5,2,6,.,CW,20.4,.,1,2,N,A
B5,2,6,.,HW,36.4,.,2,1,N,A
B5,2,6,.,HW,26.8,.,1,2,F,A
B5,2,6,.,HW,29.9,25.7,1,1,N,A
B5,2,6,.,HW,30.5,.,8,1,N,B
B5,2,6,.,HW,35.9,.,1,1,N,A
B5,2,.,5.64,EP,16.5,.,2,2,N,A
B5,2,.,5.64,CW,7.5,6.2,1,4,N,A
B5,2,.,5.64,CW,2.5,.,2,4,N,A
B5,2,.,5.64,CW,3.7,.,2,4,N,A
B5,2,.,5.64,CW,3.6,.,1,4,N,A
B5,2,.,5.64,CW,9.9,5.9,1,3,N,A
B5,3,6,.,HW,28.6,.,1,1,N,A
B5,3,6,.,CW,23.5,.,1,1,N,A
B5,3,6,.,CW,29.5,.,8,1,N,A
B5,3,6,.,CW,17.5,22.8,1,2,N,A
B5,3,6,.,CW,24.7,.,1,1,N,A
B5,3,6,.,CW,17.6,20.2,1,2,N,A
B5,3,6,.,HW,28.6,.,1,1,N,A
B5,3,6,.,HW,27.3,.,1,1,N,A
B5,3,6,.,HW,36.5,.,1,1,N,A
B5,3,6,.,HW,30.9,.,1,1,N,A
B5,3,.,5.64,CW,7.1,.,2,3,N,A
B5,3,.,5.64,CW,6.9,7.7,2,4,N,A
B5,3,.,5.64,CW,4.4,.,2,4,N,A
B5,3,.,5.64,CW,7.8,.,2,3,N,A
B5,3,.,5.64,CW,4.6,.,2,4,N,A
B5,3,.,5.64,CW,3.9,.,2,4,N,A
B5,3,.,5.64,CW,5.6,.,2,3,N,A
B5,3,.,5.64,CW,6.0,.,2,4,N,A
B5,3,.,5.64,CW,6.1,11.7,2,3,N,A
B5,3,.,5.64,CW,9.7,.,2,3,N,A
B5,3,.,5.64,CW,4.2,.,2,4,N,A
B5,3,.,5.64,CW,4.5,.,2,4,N,A
B5,3,.,5.64,CW,4.9,.,1,4,N,A
B5,3,.,5.64,CW,5.9,.,2,3,N,A
B5,3,.,5.64,CW,4.9,.,2,3,N,A
B5,3,.,5.64,CW,15.7,.,1,3,N,A
B5,4,6,.,HW,37.7,.,1,1,N,A
B5,4,6,.,HW,52.4,.,1,1,N,A
B5,4,6,.,HW,26.7,26.3,2,1,F,A
B5,4,6,.,CW,28.1,.,1,1,N,A
B5,4,6,.,HW,33.0,28.3,1,1,N,A
B5,4,.,5.64,CW,9.4,5.8,1,4,N,A
B5,4,.,5.64,CW,11.2,.,1,4,N,A
B5,4,.,5.64,CW,6.4,11.5,1,4,N,A
B5,4,.,5.64,CW,15.5,.,2,3,S,A
B5,4,.,5.64,HW,17.1,.,3,3,N,A
B5,4,.,5.64,CW,10.4,.,1,4,N,A
B5,4,.,5.64,CW,9.3,.,2,4,S,A
B5,4,.,5.64,CW,10.9,.,2,3,S,A
B5,4,.,5.64,CW,17.3,.,1,2,N,A
B5,5,6,.,HW,55.0,.,1,1,N,A
B5,5,6,.,CW,23.8,.,2,2,N,A
B5,5,6,.,CW,24.4,20.5,1,2,N,A
B5,5,6,.,CW,15.9,.,1,3,N,A
B5,5,6,.,EP,22.1,.,2,2,N,A
B5,5,6,.,EP,27.0,18.2,2,2,N,A
B5,5,6,.,CW,21.8,.,2,3,N,A
B5,5,.,5.64,CW,16.0,.,1,3,N,A
B5,5,.,5.64,CW,4.5,.,2,4,N,A
B5,5,.,5.64,CW,16.0,.,1,3,N,A
B5,5,.,5.64,CW,16.0,.,1,3,N,A
B5,5,.,5.64,CW,6.9,.,2,4,N,A
B5,5,.,5.64,CW,5.6,.,2,4,N,A
B5,5,.,5.64,CW,1.0,.,2,4,N,A
B5,5,.,5.64,CW,4.3,.,2,4,N,A
B5,5,.,5.64,CW,4.5,.,2,4,N,A
B5,5,.,5.64,CW,13.6,11.1,1,3,N,A
B5,5,.,5.64,BL,0.3,.,2,4,N,A
B5,5,.,5.64,HW,2.1,.,2,4,N,A
B5,5,.,5.64,CW,9.1,.,2,3,N,A
B5,5,.,5.64,CW,10.6,.,2,3,N,A
B5,5,.,5.64,CW,10.4,.,2,3,N,A
B5,5,.,5.64,CW,9.2,.,2,3,N,A
B5,5,.,5.64,CW,2.9,.,2,4,N,A
B5,5,.,5.64,CW,5.7,.,2,4,N,A
B5,5,.,5.64,CW,5.2,.,2,4,N,A
B5,5,.,5.64,EP,16.8,23.5,2,2,N,A
B5,5,.,5.64,CW,7.9,.,2,3,N,A
B5,5,.,5.64,CW,7.1,.,2,3,N,A
B5,5,.,5.64,CW,9.0,.,2,3,N,A
B5,5,.,5.64,CW,4.9,.,2,4,N,A
B5,6,6,.,PL,42.7,.,1,1,N,A
B5,6,6,.,EP,23.2,.,2,2,N,A
B5,6,6,.,CW,18.9,.,2,2,N,A
B5,6,6,.,PL,40.5,35.1,2,1,B,A
B5,6,6,.,PL,36.3,36.6,2,1,S,A
B5,6,.,5.64,CW,9.4,.,1,3,N,A
B5,6,.,5.64,CW,1.9,.,2,4,F,A
B5,6,.,5.64,CW,2.3,.,2,4,N,A
B5,6,.,5.64,CW,10.9,.,1,3,N,A
B5,6,.,5.64,CW,14.5,11.1,1,3,N,A
B5,6,.,5.64,CW,6.8,.,1,4,N,A
B5,6,.,5.64,CW,11.5,8.6,2,3,N,A
B5,6,.,5.64,CW,11.5,.,1,3,N,A
B5,6,.,5.64,CW,6.2,.,1,3,N,A
B5,7,6,.,HW,52.6,.,2,1,N,A
B5,7,6,.,HW,45.8,32.6,1,1,N,A
B5,7,6,.,CW,18.1,.,2,2,N,A
B5,7,6,.,PL,25.6,.,2,1,N,A
B5,7,6,.,PL,40.4,.,1,1,N,A
B5,7,6,.,CW,56.3,.,2,1,N,A
B5,7,6,.,HW,34.1,.,2,2,N,A
B5,7,6,.,SX,54.4,.,2,1,N,A
B5,7,6,.,CW,32.5,.,2,2,N,A
B5,7,6,.,PL,23.0,23.4,4,2,N,A
B5,7,.,5.64,CW,9.2,.,1,3,N,A
B5,7,.,5.64,CW,13.2,9.9,2,3,N,A
B5,7,.,5.64,CW,3.8,.,2,4,N,A
B5,7,.,5.64,CW,10.8,.,1,3,N,A
B5,7,.,5.64,CW,4.4,.,2,4,N,A
B5,7,.,5.64,PL,15.3,.,3,.,N,A
B5,7,.,5.64,CW,2.8,.,2,4,N,A
B5,7,.,5.64,CW,6.2,.,2,3,N,A
B5,7,.,5.64,CW,2.0,.,2,4,N,A
B5,7,.,5.64,CW,2.4,.,2,4,N,A
B5,7,.,5.64,CW,4.8,.,2,4,N,A
B5,7,.,5.64,CW,1.7,.,2,4,N,A
B5,7,.,5.64,CW,2.3,.,2,4,N,A
B5,7,.,5.64,CW,2.0,.,2,4,N,A
B5,7,.,5.64,CW,2.0,.,2,4,N,A
B5,7,.,5.64,HW,13.2,.,2,3,N,A
B5,7,.,5.64,CW,1.7,.,2,4,N,A
B5,7,.,5.64,CW,3.2,3.3,2,4,N,A
B5,7,.,5.64,CW,11.3,.,1,3,N,A
B5,7,.,5.64,CW,2.4,.,2,4,N,A
B5,7,.,5.64,CW,5.7,.,2,3,N,A
B5,7,.,5.64,CW,3.1,.,2,4,N,A
B5,7,.,5.64,CW,3.3,.,2,4,N,A
B5,7,.,5.64,CW,2.3,.,2,4,N,A
B5,7,.,5.64,CW,3.0,.,2,4,N,A
B5,7,.,5.64,CW,2.8,.,2,4,N,A
B5,7,.,5.64,CW,2.9,.,2,4,N,A
B5,7,.,5.64,CW,6.3,.,2,3,N,A
B5,7,.,5.64,CW,5.7,.,1,3,N,A
B5,7,.,5.64,CW,0.7,.,2,4,N,A
B5,7,.,5.64,CW,2.2,.,2,4,N,A
B5,8,6,.,CW,29.3,.,1,1,N,A
B5,8,6,.,CW,26.7,.,1,2,N,A
B5,8,6,.,SX,45.3,33.8,1,1,N,A
B5,8,6,.,HW,35.3,29.8,2,1,N,A
B5,8,6,.,HW,33.5,.,1,1,N,A
B5,8,6,.,CW,20.5,.,1,2,N,A
B5,8,6,.,HW,40.7,.,1,1,N,A
B5,8,.,5.64,CW,7.9,.,1,4,N,A
B5,8,.,5.64,CW,11.0,.,1,4,N,A
B5,8,.,5.64,CW,15.6,.,1,3,N,A
B5,8,.,5.64,CW,7.7,7.9,2,4,S,A
B5,8,.,5.64,CW,14.7,13.4,1,3,F,A
B5,8,.,5.64,CW,14.8,.,1,2,N,A
B5,8,.,5.64,HW,8.5,.,1,4,F,A
B5,8,.,5.64,CW,3.4,.,2,4,N,A
B5,8,.,5.64,CW,8.7,.,1,4,N,A
B5,8,.,5.64,CW,10.1,.,1,4,N,A
B5,8,.,5.64,CW,13.7,.,1,3,N,A
B5,9,6,.,HW,28.7,.,1,1,N,A
B5,9,6,.,AC,32.1,.,2,1,N,A
B5,9,6,.,CW,25.4,17.8,1,2,N,A
B5,9,6,.,HW,45.9,.,2,1,N,A
B5,9,6,.,HW,44.6,.,1,1,N,A
B5,9,6,.,HW,47.8,30.2,1,1,N,A
B5,9,6,.,CW,20.5,.,1,2,N,A
B5,9,.,5.64,BA,12.5,.,3,4,N,A
B5,9,.,5.64,CW,12.3,.,1,3,N,A
B5,9,.,5.64,HW,13.0,.,2,3,N,A
B5,9,.,5.64,CW,16.4,12.3,1,3,N,A
B5,9,.,5.64,CW,8.6,.,2,4,N,A
B5,9,.,5.64,CW,9.3,.,1,4,N,A
B5,9,.,5.64,CW,9.7,.,1,4,N,A
B5,9,.,5.64,CW,17.4,.,1,3,N,A
B5,9,.,5.64,CW,7.7,.,1,4,N,A
B5,9,.,5.64,CW,7.8,.,1,4,N,A
B5,9,.,5.64,CW,8.8,.,1,4,N,A
B5,9,.,5.64,CW,16.7,.,6,2,N,A
B5,9,.,5.64,CW,5.1,.,1,4,N,A
B5,9,.,5.64,CW,3.9,.,1,4,N,A
B5,9,.,5.64,CW,11.0,.,1,4,N,A
B5,9,.,5.64,CW,14.4,.,1,3,N,A
B5,9,.,5.64,CW,9.3,.,1,4,N,A
B5,9,.,5.64,CW,7.5,.,2,4,N,A
B5,9,.,5.64,CW,10.3,.,1,4,N,A
B5,9,.,5.64,CW,13.1,12.3,1,3,N,A
B5,9,.,5.64,CW,8.8,.,1,4,N,A
B5,9,.,5.64,CW,8.5,.,1,4,N,A
B5,9,.,5.64,CW,2.0,.,1,4,N,A
B5,9,.,5.64,CW,2.4,.,1,4,N,A
B5,9,.,5.64,CW,4.7,.,1,4,N,A
B5,9,.,5.64,CW,4.6,.,1,4,N,A
B5,9,.,5.64,HW,12.1,.,2,4,N,A
B5,9,.,5.64,HW,15.5,.,1,3,N,A
B5,9,.,5.64,CW,16.4,.,1,3,N,A
B5,10,6,.,CW,22.7,.,1,2,N,A
B5,10,6,.,CW,25.2,.,1,1,N,A
B5,10,6,.,CW,23.1,18.8,1,2,N,A
B5,10,6,.,HW,52.4,.,1,1,N,A
B5,10,6,.,CW,27.4,21.8,2,1,S,A
B5,10,.,5.64,CW,5.5,.,2,4,N,A
B5,10,.,5.64,CW,8.2,.,1,4,N,A
B5,10,.,5.64,CW,1.9,.,1,4,N,A
B5,10,.,5.64,CW,1.7,.,1,4,N,A
B5,10,.,5.64,CW,2.7,.,1,4,N,A
B5,10,.,5.64,CW,15.5,.,1,3,N,A
B5,10,.,5.64,CW,9.7,.,1,4,N,A
B5,10,.,5.64,CW,7.5,.,1,4,N,A
B5,10,.,5.64,CW,16.6,.,1,3,N,A
B5,10,.,5.64,CW,9.8,9.6,1,4,N,A
B5,10,.,5.64,CW,5.0,.,1,4,N,A
B5,10,.,5.64,CW,4.9,.,1,4,N,A
B5,10,.,5.64,CW,7.9,.,1,4,N,A
B5,10,.,5.64,CW,3.0,.,2,4,N,A
B5,10,.,5.64,CW,9.5,8.6,1,4,N,A
B5,10,.,5.64,CW,9.9,.,2,4,N,A
B5,10,.,5.64,CW,11.7,.,2,3,F,A
B5,10,.,5.64,CW,9.2,.,2,4,N,A
B5,10,.,5.64,CW,2.9,.,2,4,N,A
B5,10,.,5.64,CW,5.9,.,1,4,N,A
B5,10,.,5.64,CW,3.7,.,1,4,N,A
B5,10,.,5.64,CW,8.4,.,1,4,N,A
B5,11,6,.,HW,35.4,26.5,1,1,N,A
B5,11,6,.,HW,45.6,.,1,1,N,A
B5,11,6,.,CW,21.6,18.1,1,2,N,A
B5,11,.,5.64,CW,4.3,.,1,4,N,A
B5,11,.,5.64,CW,15.9,.,1,3,N,A
B5,11,.,5.64,CW,5.4,6.8,1,4,N,A
B5,11,.,5.64,CW,7.0,.,1,4,N,A
B5,11,.,5.64,CW,6.9,.,1,4,N,A
B5,11,.,5.64,CW,3.5,.,1,4,N,A
B5,11,.,5.64,CW,1.8,.,1,4,N,A
B5,11,.,5.64,CW,8.9,.,1,4,N,A
B5,11,.,5.64,CW,8.3,.,1,4,N,A
B5,11,.,5.64,CW,2.3,.,1,4,N,A
B5,11,.,5.64,CW,3.6,.,1,4,N,A
B5,11,.,5.64,CW,3.5,.,1,4,N,A
B5,11,.,5.64,CW,1.6,.,1,4,N,A
B5,11,.,5.64,CW,8.9,.,1,4,N,A
B5,11,.,5.64,CW,2.4,2.3,1,4,N,A
B5,11,.,5.64,CW,11.3,.,1,4,N,A
B5,11,.,5.64,CW,12.0,.,1,4,N,A
B5,11,.,5.64,CW,2.4,.,2,4,N,A
B5,11,.,5.64,CW,2.8,.,1,4,N,A
B5,11,.,5.64,CW,6.9,.,1,4,N,A
B5,11,.,5.64,CW,0.3,.,1,4,N,A
B5,11,.,5.64,CW,0.3,.,1,4,N,A
B5,11,.,5.64,CW,14.9,.,1,3,N,A
B5,11,.,5.64,CW,5.7,.,2,4,N,A
B5,11,.,5.64,HW,4.9,.,1,4,N,A
B5,11,.,5.64,CW,1.4,.,2,4,N,A
B5,11,.,5.64,CW,6.0,.,2,4,N,A
B5,11,.,5.64,CW,0.7,.,1,4,N,A
B5,11,.,5.64,CW,2.9,.,1,4,N,A
B5,11,.,5.64,CW,12.3,.,1,3,N,A
B5,11,.,5.64,CW,5.9,.,1,4,N,A
B5,11,.,5.64,CW,6.0,.,2,4,N,A
B5,11,.,5.64,CW,12.0,.,1,3,N,A
B5,11,.,5.64,CW,0.6,.,2,4,N,A
B5,11,.,5.64,CW,0.3,.,2,4,N,A
B5,11,.,5.64,CW,2.6,.,2,4,N,A
B5,11,.,5.64,CW,9.3,.,2,4,N,A
B5,11,.,5.64,CW,5.1,.,2,4,N,A
B5,11,.,5.64,CW,0.4,.,2,4,N,A
B5,11,.,5.64,CW,5.9,.,1,4,N,A
B5,11,.,5.64,CW,0.9,.,2,4,N,A
B5,12,6,.,EP,19.7,.,2,1,N,A
B5,12,6,.,HW,37.4,.,1,1,N,A
B5,12,6,.,HW,36.8,26.1,1,1,N,A
B5,12,6,.,HW,30.8,25.6,1,1,F,A
B5,12,6,.,AT,27.8,.,2,1,N,A
B5,12,6,.,EP,21.5,.,1,1,N,A
B5,12,.,5.64,CW,9.7,.,1,4,N,A
B5,12,.,5.64,CW,8.8,.,1,4,N,A
B5,12,.,5.64,CW,9.3,.,1,4,N,A
B5,12,.,5.64,CW,7.4,.,1,4,N,A
B5,12,.,5.64,HW,16.1,.,3,2,N,A
B5,12,.,5.64,HW,15.3,.,2,2,N,A
B5,12,.,5.64,CW,7.4,.,2,4,S,A
B5,12,.,5.64,CW,8.0,.,2,4,S,A
B5,12,.,5.64,CW,12.2,12.0,1,4,N,A
B5,12,.,5.64,CW,11.0,11.1,2,4,S,A
B5,13,6,.,HW,42.0,.,1,1,N,A
B5,13,6,.,HW,36.4,25.1,1,1,N,A
B5,13,6,.,HW,43.8,.,1,1,N,A
B5,13,6,.,HW,37.5,.,2,1,N,A
B5,13,6,.,HW,37.1,24.3,1,1,N,A
B5,13,.,5.64,CW,7.7,7.2,1,4,N,A
B5,14,6,.,HW,26.6,24.1,1,1,N,A
B5,14,6,.,HW,29.9,.,2,1,N,A
B5,14,6,.,HW,27.2,.,1,1,N,A
B5,14,6,.,HW,23.7,25.2,1,1,N,A
B5,14,6,.,HW,28.9,.,1,1,N,A
B5,14,6,.,HW,19.8,.,1,1,N,A
B5,14,6,.,HW,40.2,.,1,1,N,A
B5,14,.,5.64,HW,1.7,.,1,4,N,A
B5,14,.,5.64,HW,5.9,.,1,4,N,A
B5,14,.,5.64,CW,4.2,.,2,4,N,A
B5,14,.,5.64,CW,9.1,.,1,4,N,A
B5,14,.,5.64,CW,2.5,.,1,4,N,A
B5,14,.,5.64,HW,11.6,.,1,3,N,A
B5,14,.,5.64,HW,15.7,.,6,2,N,A
B5,14,.,5.64,CW,6.9,.,1,4,N,A
B5,14,.,5.64,CW,9.5,.,1,4,N,A
B5,14,.,5.64,HW,16.3,.,1,2,N,A
B5,14,.,5.64,HW,12.2,.,4,3,N,A
B5,14,.,5.64,CW,1.9,.,1,4,N,A
B5,14,.,5.64,HW,11.8,.,1,3,N,A
B5,14,.,5.64,HW,6.5,.,2,4,N,A
B5,14,.,5.64,CW,6.6,5.6,1,4,N,A
B5,14,.,5.64,CW,3.1,.,2,4,N,A
B5,14,.,5.64,HW,16.2,.,1,3,N,A
B5,14,.,5.64,CW,15.5,13.2,1,3,N,A
B5,15,6,.,HW,39.2,.,1,1,N,A
B5,15,6,.,CW,19.1,.,2,2,N,A
B5,15,6,.,HW,27.4,.,1,1,N,A
B5,15,6,.,EP,28.7,.,2,2,N,A
B5,15,6,.,HW,33.8,.,2,1,N,A
B5,15,6,.,HW,45.4,26.3,2,1,N,A
B5,15,6,.,HW,43.5,.,2,1,N,A
B5,15,6,.,CW,24.1,.,2,2,S,A
B5,15,6,.,HW,31.2,27.2,1,2,N,A
B5,15,.,5.64,CW,7.1,.,1,3,N,A
B5,15,.,5.64,CW,2.6,.,1,3,N,A
B5,15,.,5.64,CW,9.2,9.2,2,3,N,A
B5,15,.,5.64,CW,7.5,.,2,3,N,A
B5,15,.,5.64,CW,2.0,.,2,4,N,A
B5,15,.,5.64,CW,15.0,.,1,3,N,A
B5,15,.,5.64,HW,11.0,.,2,3,S,A
B5,15,.,5.64,CW,11.2,9.0,1,2,N,A
B5,15,.,5.64,CW,2.6,.,1,4,N,A
B5,16,6,.,HW,39.5,.,1,1,S,A
B5,16,6,.,HW,28.2,26.0,1,1,N,A
B5,16,6,.,CW,33.9,25.9,1,1,N,A
B5,16,6,.,U,19.9,.,7,3,N,A
B5,16,6,.,EP,26.7,.,1,1,N,A
B5,16,6,.,CW,26.7,.,1,1,N,A
B5,16,.,5.64,CW,14.0,.,1,3,N,A
B5,16,.,5.64,CW,14.2,.,1,3,N,A
B5,16,.,5.64,HW,7.5,.,2,4,N,A
B5,16,.,5.64,CW,5.2,.,2,4,S,A
B5,16,.,5.64,CW,13.0,13.6,1,3,N,A
B5,16,.,5.64,HW,12.8,10.5,2,3,N,A
B5,17,6,.,HW,29.1,27.1,2,1,N,A
B5,17,6,.,HW,39.2,.,1,1,N,A
B5,17,6,.,PL,40.6,.,1,1,N,A
B5,17,6,.,HW,30.0,19.2,1,1,N,A
B5,17,6,.,HW,35.3,.,4,2,N,A
B5,17,.,5.64,CW,4.3,.,2,4,N,A
B5,17,.,5.64,CW,11.8,.,1,3,N,A
B5,17,.,5.64,HW,15.6,19.0,2,3,N,A
B5,17,.,5.64,CW,7.2,.,1,4,N,A
B5,17,.,5.64,CW,5.8,.,1,4,N,A
B5,17,.,5.64,CW,4.6,.,1,4,N,A
B5,17,.,5.64,CW,0.8,.,2,4,N,A
B5,17,.,5.64,CW,7.2,.,1,4,N,A
B5,17,.,5.64,CW,7.3,.,1,4,N,A
B5,17,.,5.64,CW,3.9,.,1,4,N,A
B5,17,.,5.64,CW,16.8,.,1,3,N,A
B5,17,.,5.64,CW,4.7,.,1,4,N,A
B5,17,.,5.64,CW,3.3,.,1,4,N,A
B5,17,.,5.64,CW,14.0,.,1,3,N,A
B5,17,.,5.64,CW,4.3,.,2,4,N,A
B5,17,.,5.64,CW,4.3,.,1,4,N,A
B5,17,.,5.64,CW,6.3,.,1,4,N,A
B5,17,.,5.64,CW,3.6,.,1,4,N,A
B5,17,.,5.64,CW,3.1,.,2,4,N,A
B5,17,.,5.64,HW,13.5,.,2,3,S,A
B5,17,.,5.64,CW,13.4,14.2,1,3,N,A
B5,18,6,.,HW,32.4,25.4,1,1,N,A
B5,18,6,.,HW,40.5,.,1,1,N,A
B5,18,6,.,HW,35.9,23.1,1,1,N,A
B5,18,6,.,HW,37.8,.,2,1,N,A
B5,18,6,.,HW,26.9,.,1,1,N,A
B5,18,.,5.64,HW,13.1,.,8,4,N,A
B5,18,.,5.64,CW,6.2,.,2,4,S,A
B5,18,.,5.64,CW,8.6,.,2,4,F,A
B5,18,.,5.64,CW,7.7,.,1,4,N,A
B5,18,.,5.64,CW,5.0,5.5,2,4,F,A
B5,18,.,5.64,CW,4.0,.,1,4,N,A
B5,18,.,5.64,CW,6.8,.,2,4,S,A
B5,18,.,5.64,HW,1.8,.,2,4,N,A
B5,18,.,5.64,CW,7.5,.,2,4,S,A
B5,18,.,5.64,CW,7.5,.,2,4,S,A
B5,18,.,5.64,HW,15.4,.,2,2,N,A
B5,18,.,5.64,CW,12.7,12.1,1,3,N,A
B5,18,.,5.64,CW,4.4,.,1,4,N,A
B5,18,.,5.64,CW,1.8,.,1,4,N,A
B5,18,.,5.64,HW,1.6,.,2,4,N,A
B5,18,.,5.64,CW,7.1,.,1,4,N,A
B5,18,.,5.64,CW,3.0,.,1,4,N,A
B5,18,.,5.64,CW,1.1,.,1,4,N,A
B5,18,.,5.64,CW,13.9,.,1,3,N,A
B5,18,.,5.64,CW,16.8,.,1,2,N,A
B5,18,.,5.64,BA,11.3,.,2,2,S,A
B5,18,.,5.64,CW,2.5,.,1,4,N,A
B5,18,.,5.64,CW,13.6,.,2,2,N,A
B5,19,6,.,HW,45.6,.,2,1,N,A
B5,19,6,.,HW,39.1,.,2,1,N,A
B5,19,6,.,HW,34.8,.,2,1,N,A
B5,19,6,.,HW,32.1,24.4,2,1,N,A
B5,19,6,.,EP,24.6,.,2,1,N,A
B5,19,6,.,CW,25.4,22.0,1,2,N,A
B5,19,6,.,HW,42.5,.,1,1,N,A
B5,19,6,.,HW,23.9,.,2,2,N,A
B5,19,.,5.64,CW,3.8,.,2,3,N,A
B5,19,.,5.64,HW,6.3,.,2,3,N,A
B5,19,.,5.64,CW,3.5,.,2,4,N,A
B5,19,.,5.64,CW,7.4,6.8,2,3,N,A
B5,19,.,5.64,CW,16.7,.,2,3,N,A
B5,19,.,5.64,HW,13.4,.,2,3,N,A
B5,19,.,5.64,CW,2.7,.,2,4,N,A
B5,19,.,5.64,CW,2.5,.,2,4,N,A
B5,19,.,5.64,CW,4.5,.,2,4,N,A
B5,19,.,5.64,CW,7.8,.,2,3,N,A
B5,19,.,5.64,HW,6.6,.,2,3,N,A
B5,19,.,5.64,CW,1.3,.,2,4,N,A
B5,19,.,5.64,CW,4.3,.,2,3,N,A
B5,19,.,5.64,HW,9.1,6.5,2,3,N,A
B5,19,.,5.64,CW,1.0,.,2,4,N,A
B5,19,.,5.64,CW,9.1,.,2,3,N,A
B5,19,.,5.64,HW,4.2,.,2,3,N,A
B5,19,.,5.64,HW,14.8,.,2,3,N,A
B5,19,.,5.64,CW,4.7,.,2,3,N,A
B5,19,.,5.64,CW,11.5,.,2,3,N,A
