BLOCK,TYPE,STRIP,PLOT,PLOT_TYPE,AGE_IN_TENS,PlotHt,SLOPE_PERCENT,HARVEST_METHOD,CRUISE_DATE,MAIN_BAF,MAIN_PRISM_SWEEP,MAIN_DBH_LIMIT,TreeNumber,CRUISED_HEIGHT,SPECIES,DBH,TREE_CLASS,CONK,BLIND_CONK,SCAR,FORK_CROOK,FROST_CRACK,MISTLETOE,ROTTEN_BRANCH,D_OR_B_TOP,INSECT,FIRE,BLOWDOWN,CROWN_CLASS,SnagCode,TotalAge,CountedAge,CorrectionYrs
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,1,29,HW,33.8,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,2,30.9,SX,37.4,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,3,31.2,HW,33.7,1,0,0,0,0,0,0,0,0,,,,2,0,135,115,0
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,4,28,HW,24,2,0,0,0,1,1,0,0,0,,,,2,0,,,
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,5,28,HW,26.4,2,0,0,0,1,1,0,0,0,,,,2,0,,,
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,6,32,HW,37.1,2,4,1,0,0,1,0,0,0,,,,2,0,,,
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,8,30.2,SX,35.7,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,9,33,HW,41.5,2,0,0,0,0,1,0,0,0,,,,1,0,,,
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,10,28,PL,30.6,3,0,0,5,0,0,0,0,0,3,,,2,0,,,
0A1,1,00,01,M,14,30,35,SC,9203,7,F,7.5,11,16,HW,17.5,4,0,0,0,0,0,0,0,0,,,,,4,,,
0A1,1,00,02,C,14,30,35,SC,9203,7,F,7.5,1,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,02,C,14,30,35,SC,9203,7,F,7.5,2,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,02,C,14,30,35,SC,9203,7,F,7.5,3,0,CW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,02,C,14,30,35,SC,9203,7,F,7.5,4,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,02,C,14,30,35,SC,9203,7,F,7.5,5,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,02,C,14,30,35,SC,9203,7,F,7.5,6,0,SX,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,03,C,14,30,21,SC,9203,7,F,7.5,1,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,03,C,14,30,21,SC,9203,7,F,7.5,2,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,03,C,14,30,21,SC,9203,7,F,7.5,3,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,03,C,14,30,21,SC,9203,7,F,7.5,4,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,03,C,14,30,21,SC,9203,7,F,7.5,5,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,03,C,14,30,21,SC,9203,7,F,7.5,6,0,CW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,03,C,14,30,21,SC,9203,7,F,7.5,7,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,03,C,14,30,21,SC,9203,7,F,7.5,8,0,CW,0,0,0,0,0,0,0,0,0,0,,,,4,0,,,
0A1,1,00,04,M,14,27,20,SC,9203,7,F,7.5,1,22.5,HW,30.9,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,04,M,14,27,20,SC,9203,7,F,7.5,2,30.2,PL,28.1,2,0,0,4,0,2,0,0,0,,,,1,0,,,
0A1,1,00,04,M,14,27,20,SC,9203,7,F,7.5,3,34.3,PL,36.1,2,0,0,2,0,0,0,0,0,,,,1,0,,,
0A1,1,00,04,M,14,27,20,SC,9203,7,F,7.5,4,30.9,HW,37.9,2,1,0,0,0,1,0,0,0,,,,1,0,,,
0A1,1,00,05,C,14,27,22,SC,9203,7,F,7.5,1,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,05,C,14,27,22,SC,9203,7,F,7.5,2,0,AC,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,05,C,14,27,22,SC,9203,7,F,7.5,3,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,05,C,14,27,22,SC,9203,7,F,7.5,4,0,CW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,05,C,14,27,22,SC,9203,7,F,7.5,5,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,05,C,14,27,22,SC,9203,7,F,7.5,6,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,05,C,14,27,22,SC,9203,7,F,7.5,7,0,BA,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,05,C,14,27,22,SC,9203,7,F,7.5,8,0,AC,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,05,C,14,27,22,SC,9203,7,F,7.5,9,0,CW,0,0,0,0,0,0,0,0,0,0,,,,4,0,,,
0A1,1,00,06,C,14,27,14,SC,9203,7,F,7.5,1,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,06,C,14,27,14,SC,9203,7,F,7.5,2,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,06,C,14,27,14,SC,9203,7,F,7.5,3,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,06,C,14,27,14,SC,9203,7,F,7.5,4,0,EP,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,06,C,14,27,14,SC,9203,7,F,7.5,5,0,HW,0,0,0,0,0,0,0,0,0,0,,,,4,0,,,
0A1,1,00,06,C,14,27,14,SC,9203,7,F,7.5,7,0,BL,0,0,0,0,0,0,0,0,0,0,,,,,0,,,
0A1,1,00,06,C,14,27,14,SC,9203,7,F,7.5,8,0,HW,33.9,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,07,M,20,27,22,SC,9203,7,F,7.5,1,24.5,HW,37.8,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,07,M,20,27,22,SC,9203,7,F,7.5,2,24.5,HW,23.1,2,0,0,0,0,1,0,0,0,,,,3,0,,,
0A1,1,00,07,M,20,27,22,SC,9203,7,F,7.5,3,30,HW,57.4,2,4,0,0,1,1,0,0,0,,,,1,0,,,
0A1,1,00,07,M,20,27,22,SC,9203,7,F,7.5,4,20.4,CW,29.5,2,0,0,0,1,0,0,0,0,,,,3,0,,,
0A1,1,00,07,M,20,27,22,SC,9203,7,F,7.5,5,24.6,HW,36.4,2,0,0,0,0,1,0,0,0,,,,2,0,151,131,0
0A1,1,00,07,M,20,27,22,SC,9203,7,F,7.5,6,10,EP,21.1,4,0,0,0,0,0,0,0,0,,,,,4,,,
0A1,1,00,07,M,20,27,22,SC,9203,7,F,7.5,7,24.4,EP,21.9,2,0,0,0,1,0,0,0,0,,,,2,0,,,
0A1,1,00,07,M,20,27,22,SC,9203,7,F,7.5,8,28,HW,40.9,2,1,0,0,0,1,0,0,0,,,,1,0,,,
0A1,1,00,07,M,20,27,22,SC,9203,7,F,7.5,10,31.3,AC,51.1,2,0,0,0,0,1,0,2,0,,,,1,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,1,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,2,0,EP,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,3,0,B,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,4,0,EP,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,5,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,6,0,EP,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,7,0,AT,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,8,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,9,0,AC,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,08,C,20,27,20,SC,9203,7,F,7.5,10,0,AC,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,1,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,2,0,AT,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,3,0,HW,0,0,0,0,0,0,0,0,0,0,,,,4,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,4,0,AT,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,5,0,HW,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,6,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,7,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,8,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,9,0,HW,31.9,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,09,C,20,27,21,SC,9203,7,F,7.5,10,0,HW,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,10,M,12,24,12,SC,9203,7,F,7.5,1,19.6,HW,26.1,2,0,0,0,0,1,0,0,0,,,,2,0,,,
0A1,1,00,10,M,12,24,12,SC,9203,7,F,7.5,2,30.1,AC,44.1,2,0,2,1,0,4,0,0,0,,,,1,0,,,
0A1,1,00,10,M,12,24,12,SC,9203,7,F,7.5,3,37,BA,54.9,4,0,0,0,0,0,0,0,0,,,,,4,,,
0A1,1,00,10,M,12,24,12,SC,9203,7,F,7.5,4,19.9,CW,27.4,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,10,M,12,24,12,SC,9203,7,F,7.5,5,22.5,CW,34.2,2,0,0,0,6,0,0,0,0,,,,2,0,,,
0A1,1,00,10,M,12,24,12,SC,9203,7,F,7.5,6,23.1,CW,41.6,2,0,0,0,1,1,0,0,0,,,,2,0,,,
0A1,1,00,10,M,12,24,12,SC,9203,7,F,7.5,7,23.4,HW,44.1,2,0,0,0,1,4,0,0,0,,,,2,0,,,
0A1,1,00,10,M,12,24,12,SC,9203,7,F,7.5,8,23,HW,41.4,2,2,0,0,1,1,0,0,0,,,,2,0,,,
0A1,1,00,10,M,12,24,12,SC,9203,7,F,7.5,9,27,AC,36.4,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,1,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,2,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,3,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,4,0,AC,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,5,0,AC,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,6,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,7,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,8,0,HW,27.2,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,9,0,CW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,11,C,20,24,17,SC,9203,7,F,7.5,10,0,EP,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,12,M,12,27,10,SC,9203,7,F,7.5,1,19.5,HW,21.2,1,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,12,M,12,27,10,SC,9203,7,F,7.5,2,17.6,CW,20.1,2,0,0,3,0,0,0,0,0,,,,3,0,,,
0A1,1,00,12,M,12,27,10,SC,9203,7,F,7.5,3,28,HW,30.8,1,0,0,0,0,0,0,0,0,,,,2,0,116,96,0
0A1,1,00,12,M,12,27,10,SC,9203,7,F,7.5,4,28.2,HW,33.1,2,0,0,0,0,1,0,0,0,,,,2,0,,,
0A1,1,00,12,M,12,27,10,SC,9203,7,F,7.5,5,28.8,SX,55.9,3,0,0,7,0,0,0,0,0,3,,,1,0,,,
0A1,1,00,12,M,12,27,10,SC,9203,7,F,7.5,6,31,HW,52.5,2,0,0,0,0,1,0,0,0,,,,1,0,,,
0A1,1,00,12,M,12,27,10,SC,9203,7,F,7.5,7,29,HW,37.3,2,0,0,0,0,1,0,0,0,,,,2,0,,,
0A1,1,00,12,M,12,27,10,SC,9203,7,F,7.5,8,29,HW,42,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,12,M,12,27,10,SC,9203,7,F,7.5,9,13,HW,15.4,2,0,0,6,0,0,0,0,0,,,,2,0,,,
0A1,1,00,13,C,12,27,5,SC,9203,7,F,7.5,1,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,13,C,12,27,5,SC,9203,7,F,7.5,2,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,13,C,12,27,5,SC,9203,7,F,7.5,3,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,13,C,12,27,5,SC,9203,7,F,7.5,4,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,13,C,12,27,5,SC,9203,7,F,7.5,5,0,CW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,13,C,12,27,5,SC,9203,7,F,7.5,7,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,13,C,12,27,5,SC,9203,7,F,7.5,8,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,13,C,12,27,5,SC,9203,7,F,7.5,9,0,HW,20.8,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,14,C,12,27,3,SC,9203,7,F,7.5,1,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,14,C,12,27,3,SC,9203,7,F,7.5,2,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,14,C,12,27,3,SC,9203,7,F,7.5,3,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,14,C,12,27,3,SC,9203,7,F,7.5,4,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,14,C,12,27,3,SC,9203,7,F,7.5,5,0,HW,0,0,0,0,0,0,0,0,0,0,,,,4,0,,,
0A1,1,00,14,C,12,27,3,SC,9203,7,F,7.5,6,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,14,C,12,27,3,SC,9203,7,F,7.5,7,0,HW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,14,C,12,27,3,SC,9203,7,F,7.5,8,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,14,C,12,27,3,SC,9203,7,F,7.5,9,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,15,M,12,27,5,SC,9203,7,F,7.5,1,27.4,HW,39.2,2,0,0,0,0,4,0,0,0,,,,1,0,,,
0A1,1,00,15,M,12,27,5,SC,9203,7,F,7.5,2,19.3,CW,29.1,1,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,15,M,12,27,5,SC,9203,7,F,7.5,3,21.8,HW,23.1,1,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,15,M,12,27,5,SC,9203,7,F,7.5,4,26.5,HW,34.6,2,0,0,0,1,1,0,0,0,,,,2,0,,,
0A1,1,00,16,C,12,27,19,SC,9203,7,F,7.5,1,0,AT,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,16,C,12,27,19,SC,9203,7,F,7.5,2,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,16,C,12,27,19,SC,9203,7,F,7.5,3,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,16,C,12,27,19,SC,9203,7,F,7.5,4,0,HW,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,16,C,12,27,19,SC,9203,7,F,7.5,5,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,16,C,12,27,19,SC,9203,7,F,7.5,6,0,HW,31.9,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,16,C,12,27,19,SC,9203,7,F,7.5,7,0,PL,34.4,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,16,C,12,27,19,SC,9203,7,F,7.5,8,0,HW,27,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,17,C,12,27,3,SC,9203,7,F,7.5,1,0,CW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,17,C,12,27,3,SC,9203,7,F,7.5,2,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,17,C,12,27,3,SC,9203,7,F,7.5,3,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,17,C,12,27,3,SC,9203,7,F,7.5,4,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,17,C,12,27,3,SC,9203,7,F,7.5,5,0,HW,48.8,0,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,17,C,12,27,3,SC,9203,7,F,7.5,6,0,CW,0,0,0,0,0,0,0,0,0,0,,,,4,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,1,24.8,AC,28.1,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,2,21,HW,24.3,2,0,0,0,0,1,0,0,0,,,,2,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,3,24,HW,25.4,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,4,25,HW,29.5,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,5,32.1,BA,37.3,1,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,6,33,BA,34.1,1,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,7,35.8,BA,44.8,1,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,8,24,HW,31.3,2,4,0,0,0,1,0,0,0,,,,2,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,9,27.9,AT,29.5,2,1,0,0,2,0,0,2,0,,,,2,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,10,19.5,HW,20.2,2,0,1,0,2,0,0,0,0,,,,3,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,11,25,HW,30.6,4,0,0,0,0,0,0,0,0,,,,,4,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,13,28,HW,26.7,2,4,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,14,28.6,HW,31.5,1,0,0,0,0,0,0,0,0,,,,2,0,144,124,0
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,15,34.7,BA,51,1,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,16,27.7,CW,39.1,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,18,M,20,30,5,SC,9203,7,F,7.5,17,24,HW,25.2,2,0,0,0,0,1,0,0,0,,,,2,0,,,
0A1,1,00,19,C,20,30,9,SC,9203,7,F,7.5,1,0,CW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,19,C,20,30,9,SC,9203,7,F,7.5,2,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,19,C,20,30,9,SC,9203,7,F,7.5,3,0,CW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,19,C,20,30,9,SC,9203,7,F,7.5,4,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,19,C,20,30,9,SC,9203,7,F,7.5,5,0,CW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,19,C,20,30,9,SC,9203,7,F,7.5,6,0,HW,35.4,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,1,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,2,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,3,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,4,0,S,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,5,0,PL,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,6,0,HW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,7,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,8,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,9,0,CW,0,0,0,0,0,0,0,0,0,0,,,,4,0,,,
0A1,1,00,20,C,20,30,22,SC,9203,7,F,7.5,10,0,HW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,21,M,20,30,7,SC,9203,7,F,7.5,1,19.4,CW,26.9,1,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,21,M,20,30,7,SC,9203,7,F,7.5,2,24.5,EP,29.6,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,21,M,20,30,7,SC,9203,7,F,7.5,4,25.3,CW,29,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,21,M,20,30,7,SC,9203,7,F,7.5,5,29.1,PL,38.3,2,0,0,4,5,0,0,2,0,,,,2,0,,,
0A1,1,00,21,M,20,30,7,SC,9203,7,F,7.5,6,30.3,HW,40.9,2,0,0,0,0,1,0,0,0,,,,1,0,,,
0A1,1,00,21,M,20,30,7,SC,9203,7,F,7.5,7,18.1,CW,19.5,1,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,21,M,20,30,7,SC,9203,7,F,7.5,8,18,CW,22,1,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,1,0,SX,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,2,0,PL,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,3,0,HW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,4,0,HW,31.8,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,5,0,SX,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,6,0,HW,29.8,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,7,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,8,0,HW,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,9,0,HW,0,0,0,0,0,0,0,0,0,0,,,,3,0,,,
0A1,1,00,22,C,20,30,37,SC,9203,7,F,7.5,10,0,HW,0,0,0,0,0,0,0,0,0,0,,,,4,0,,,
0A1,1,00,23,M,12,27,23,SC,9203,7,F,7.5,1,30.8,PL,33.9,2,0,0,1,5,0,0,0,0,,,,1,0,,,
0A1,1,00,23,M,12,27,23,SC,9203,7,F,7.5,2,22,HW,32.3,2,0,0,0,3,0,0,0,0,,,,2,0,,,
0A1,1,00,23,M,12,27,23,SC,9203,7,F,7.5,3,19.5,HW,21.4,2,0,0,0,3,0,0,0,0,,,,3,0,,,
0A1,1,00,23,M,12,27,23,SC,9203,7,F,7.5,4,21.7,HW,31.8,2,0,0,1,0,0,0,0,0,,,,2,0,116,96,0
0A1,1,00,23,M,12,27,23,SC,9203,7,F,7.5,5,35,BA,35.4,4,0,0,0,0,0,0,0,0,,,,,4,,,
0A1,1,00,23,M,12,27,23,SC,9203,7,F,7.5,6,19,HW,22.5,2,0,0,0,3,0,0,0,0,,,,3,0,,,
0A1,1,00,23,M,12,27,23,SC,9203,7,F,7.5,7,21,HW,24.1,1,0,0,0,0,0,0,0,0,,,,2,0,,,
0A1,1,00,23,M,12,27,23,SC,9203,7,F,7.5,8,26.2,PL,26.5,2,0,0,2,1,0,0,0,0,,,,2,0,,,
0A1,1,00,23,M,12,27,23,SC,9203,7,F,7.5,9,29,PL,29.3,2,0,0,1,0,0,0,0,0,,,,1,0,,,
