Unit,Gd Pt,radius,Spp,DBH,DBH 22,Class,CLASS 22,Comments,COMMENTS 22
D2,F250,2.52,Hw,5.2,6.6,1,2,,
D2,F350,2.52,Hw,4.3,4.7,,1,,
D2,F350,2.52,Hw,5,5.8,,1,,
D2,F350,2.52,Hw,7.7,7.7,,1,,
D3,B100,3.99,Ba,7.7,9.4,,1,,
D3,B100,3.99,Hw,,4.5,,1,,
D3,B100,3.99,Ba,,5.6,,1,,
D3,B100,3.99,Hw,,7.1,,1,,
D3,C000,3.99,Hw,,8.6,,2,,
D3,C350,2.52,Hw,,8.2,,1,,
D3,C550,1.78,Hw,,4.5,,1,,
D3,D350,3.99,Hw,,7.2,,1,,
D3,D350,3.99,Hw,,8.4,,4,,
D3,D350,3.99,Hw,,6.4,,4,,
D3,D350,3.99,Hw,,7.5,,4,no bark,
D3,D350,3.99,Hw,,5.7,,4,,
D3,D350,3.99,Hw,,6.7,,2,,
D3,D350,3.99,Hw,,6.0,,1,,
D3,D350,3.99,Hw,,9.9,,2,,
D3,D350,3.99,Hw,,5.0,,1,,
D3,D600,2.52,Hw,5,5.5,,1,,
D3,F200,3.99,Hw, ,6.7, ,1,,
D3,F200,3.99,Hw,,6.9,,1,,
D3,F200,3.99,Hw,,6.9,,2,,
D3,E400,3.99,Hw,5.1,5.0,,1,,
D3,E400,3.99,Hw,7.2,7.5,,1,,
D3,E400,3.99,Hw,7.6,7.4,,1,,
D3,E400,3.99,Ba,,9.8,,1,,
D3,E650,3.99,Hw,,9.6,,4,,
D3,F400,3.99,Hw,8.3,8.4,,1,,
D3,F550,3.99,Hw,7.8,7.8,,1,,
D3,F550,3.99,Hw,,6.7,,4,,
D3,F550,3.99,Hw,,6.2,,4,,
D3,G000,3.99,Hw,,6.7,,2,,not found
D3,G150,2.52,Hw,,9.6,,1,,
D4,G050,2.52,Hw,8.3,9.3,,1,,
D4,G050,2.52,Hw,,4.2,,1,,
D4,G350,2.52,Hw,4.7,,,,,not found 
D4,G350,2.52,Hw,4.7,,,,,not found 
D4,H000,1.78,Hw,4,5.2,,1,,
D4,H000,1.78,Hw,5.6,7.4,,1,,
D4,H000,1.78,Hw,,4.9,,1,,
D4,H000,1.78,Hw,,6.9,,1,,
D4,H100,3.99,Hw,,6.2,,1,,
D4,H100,3.99,Hw,,6.3,,1,,
D4,H100,3.99,Hw,,4.8,,1,,
D4,H100,3.99,Hw,,6.1,,1,,
D4,H100,3.99,Hw,,4.8,,1,,
D4,H100,3.99,Hw,,6.9,,1,,
D4,H100,3.99,Hw,,8.1,,2,,
D5,E000,2.52,Bl,8.5,9.5,,2,,LF
D5,E000,2.52,Hw,9.5,,,,,tree 488
D5,E100,1.78,Sx,4,4.4,,2,,SPP
D5,E200,1.26,Hw,4.4,5.1,1,1,,
D5,E400,2.52,Hw,5.7,,,,,tree not found 
D5,G000,2.52,Hw,,9.7,,1,,
D5,H000,3.99,Hw,4,4.7,,1,,
D5,H100,1.78,Ba,,4.7,,1,,
D5,H100,1.78,Ba,,5.6,,1,,
